,tag
2695,"watch, clock, and jewelry repair shops"
2696,"hobby, toy and game shops"
2697,"books, periodicals, and newspapers"
2698,"lawn and garden supply outlets, including nurseries"
2699,motor vehicle supplies and new parts
2700,tent and awning shops
2701,tent and awning shops
2702,"cable, satellite, and other pay television and radio services"
2703,"florists supplies, nursery stock, and flowers"
2704,"books, periodicals, and newspapers"
2705,"books, periodicals, and newspapers"
2706,"antique shops - sales, repairs, and restoration services"
2707,tent and awning shops
2708,"gift, card, novelty, and souvenir shops"
2709,"computers, computer peripheral equipment, and software"
2710,artist supply and craft shops
2711,"gift, card, novelty, and souvenir shops"
2712,"computers, computer peripheral equipment, and software"
2713,shoe shops
2714,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2715,bicycle shops - sales and service
2716,bicycle shops - sales and service
2717,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2718,shoe shops
2719,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2720,"books, periodicals, and newspapers"
2721,artist supply and craft shops
2722,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2723,"hobby, toy and game shops"
2724,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2725,"computers, computer peripheral equipment, and software"
2726,"lawn and garden supply outlets, including nurseries"
2727,"equipment, tool, furniture, and appliance rent al and leasing"
2728,"computers, computer peripheral equipment, and software"
2729,art dealers and galleries
2730,tent and awning shops
2731,bicycle shops - sales and service
2732,"opticians, optical goods, and eyeglasses"
2733,"equipment, tool, furniture, and appliance rent al and leasing"
2734,"books, periodicals, and newspapers"
2735,"cable, satellite, and other pay television and radio services"
2736,bicycle shops - sales and service
2737,telecom
2738,tent and awning shops
2739,telecom
2740,telecom
2741,"books, periodicals, and newspapers"
2742,"stationery, office supplies and printing and writing paper"
2743,shoe shops
2744,"digital goods: books, movies, music"
2745,health and beauty spas
2746,"opticians, optical goods,  and eyeglasses"
2747,bicycle shops - sales and service
2748,health and beauty spas
2749,"digital goods: books, movies, music"
2750,tent and awning shops
2751,tent and awning shops
2752,bicycle shops - sales and service
2753,artist supply and craft shops
2754,"lawn and garden supply outlets, including nurseries"
2755,bicycle shops - sales and service
2756,"books, periodicals, and newspapers"
2757,"lawn and garden supply outlets, including nurseries"
2758,"digital goods: books, movies, music"
2759,"digital goods: books, movies, music"
2760,"cable, satellite, and other pay television and radio services"
2761,"lawn and garden supply outlets, including nurseries"
2762,artist supply and craft shops
2763,telecom
2764,"equipment, tool, furniture, and appliance rent al and leasing"
2765,artist supply and craft shops
2766,bicycle shops - sales and service
2767,"furniture, home furnishings and equipment  shops, and manufacturers, except appliances"
2768,telecom
2769,shoe shops
2770,"florists supplies, nursery stock, and flowers"
2771,"watch, clock, and jewelry repair shops"
2772,"music shops - musical instruments, pianos, and sheet music"
2773,"music shops - musical instruments, pianos, and sheet music"
2774,"books, periodicals, and newspapers"
2775,"furniture, home furnishings and equipment shops, and manufacturers,  except appliances"
2776,"stationery, office supplies and printing and writing paper"
2777,"opticians, optical goods, and eyeglasses"
2778,"opticians, optical goods, and eyeglasses"
2779,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2780,"hobby, toy and game shops"
2781,"cable, satellite, and other pay television and radio services"
2782,"music shops - musical instruments, pianos, and sheet music"
2783,shoe  shops
2784,"watch, clock, and jewelry repair shops"
2785,"furniture, home furnishings and  equipment shops,  and manufacturers, except appliances"
2786,"books, periodicals, and newspapers"
2787,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2788,"computer programming , data processing, and integrated systems design services"
2789,"gift, card, novelty, and souvenir shops"
2790,"watch, clock, and jewelry repair shops"
2791,health and beauty spas
2792,tent and awning shops
2793,shoe shops
2794,"computer programming , data processing, and integrated systems design services"
2795,"antique shops - sales, repairs, and restoration services"
2796,"music  shops - musical instruments, pianos, and sheet music"
2797,telecom
2798,"equipment, tool, furniture, and appliance rent al and leasing"
2799,"computer programming , data processing, and integrated systems design services"
2800,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
2801,"opticians, optical goods, and eyeglasses"
2802,"opticians, optical goods, and eyeglasses"
2803,"computers, computer peripheral equipment, and software"
2804,"computer programming , data processing, and integrated systems design services"
2805,"equipment, tool, furniture, and appliance rent al and leasing"
2806,"lawn and  garden supply outlets, including nurseries"
2807,"equipment, tool, furniture, and appliance rent al and  leasing"
2808,art dealers and galleries
2809,"lawn and  garden supply outlets, including nurseries"
2810,"gift, card, novelty, and souvenir shops"
2811,"stationery, office supplies and printing and writing paper"
2812,"books, periodicals, and newspapers"
2813,shoe shops
2814,"digital goods: books, movies, music"
2815,"lawn and garden supply outlets, including nurseries"
2816,"cable, satellite, and other  pay television and radio services"
2817,"lawn and garden supply outlets, including nurseries"
2818,health and beauty spas
2819,"digital goods: books, movies, music"
2820,shoe shops
2821,"watch, clock, and jewelry repair shops"
2822,"books, periodicals, and newspapers"
2823,motor vehicle supplies and new parts
2824,"digital goods: books, movies, music"
2825,"books, periodicals, and newspapers"
2826,telecom
2827,"jewelry, watch, clock, and silverware shops"
2828,motor vehicle supplies and new parts
2829,artist supply and craft shops
2830,bicycle shops - sales and service
2831,shoe shops
2832,"watch, clock, and jewelry repair shops"
2833,"hobby, toy and game shops"
2834,telecom
2835,shoe shops
2836,"music shops - musical instruments, pianos, and sheet music"
2837,"digital goods: books, movies, music"
2838,"computer programming , data processing, and integrated systems design services"
2839,"opticians, optical goods, and eyeglasses"
2840,"gift, card, novelty, and souvenir shops"
2841,"digital goods: books, movies, music"
2842,"books, periodicals, and newspapers"
2843,"watch, clock, and jewelry repair shops"
2844,"digital goods: books, movies, music"
2845,"opticians, optical goods, and eyeglasses"
2846,artist supply and craft shops
2847,motor vehicle supplies and new parts
2848,"cable, satellite, and other pay  television and radio services"
2849,"gift, card, novelty, and souvenir shops"
2850,health and beauty spas
2851,health and beauty spas
2852,"cable, satellite, and other pay television and radio services"
2853,"digital goods: books, movies, music"
2854,telecom
2855,"florists supplies, nursery stock, and flowers"
2856,"computers, computer peripheral equipment, and software"
2857,art dealers and  galleries
2858,"antique shops - sales, repairs, and restoration services"
2859,"watch, clock, and jewelry repair shops"
2860,"computers, computer peripheral equipment, and software"
2861,health and beauty spas
2862,"computers, computer peripheral equipment,  and software"
2863,"stationery, office supplies and printing and writing paper"
2864,"lawn and garden supply outlets, including nurseries"
2865,"hobby, toy and game shops"
2866,"florists supplies, nursery stock, and flowers"
2867,"equipment, tool, furniture, and appliance rent al and leasing"
2868,shoe shops
2869,"lawn and garden supply outlets, including nurseries"
2870,artist supply and craft shops
2871,"watch, clock, and jewelry repair shops"
2872,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
