overall_rank,index,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_minmax
1746,847,46116141083,Nisi LLP,"[(lawn and garden supply outlets, including nurseries), (a), (take rate: 5.68)]","lawn and garden supply outlets, including nurseries",933.0,0.0,882.0,792.908129383752,1922.3525298147529,42.666666666666664,727.0382310604688,10572.750803580691,0.07726249117596407,1048.5451488099884,0.5803692030616839,1.0,0.9634136212624584,0.9061129454411796,0.9353633251374637,0.9968836300145384,0.6110462566529284,0.07701224031466102,0.34888215749671864,0.22813739090951424,0.6647220770291147
1747,3464,65907027247,Fringilla Porttitor Limited,"((shoe shops), (a), (take rate: 6.26))",shoe shops,710.0,0.0,575.0,791.7859367337621,715.7956786659278,27.80952380952381,381.16668096710214,4635.547030221371,0.06998975724372072,443.8145538302421,0.6807744259342638,1.0,0.9761627906976744,0.9064077326994795,0.9759322747350629,0.9979687945630473,0.7983799364675299,0.03376546638746254,0.18151446499856502,0.09656302780420349,0.664746891428729
1748,1973,18716225872,Amet Ante Vivamus Associates,"((books, periodicals, and newspapers), (a), (take rate: 6.87))","books, periodicals, and newspapers",630.0,0.0,561.0,786.4864614543096,678.8752412239014,26.857142857142858,342.07081909977626,3111.915569428894,0.06879144074013996,344.2680508183303,0.7167942368302567,1.0,0.9767441860465116,0.9077998446403941,0.9771736777939248,0.99803835639308,0.8195553458562248,0.022667288213265045,0.15393756338834708,0.0749041803076718,0.6647614679469677
1749,557,25939878512,Elit Etiam Corp.,"((watch, clock, and jewelry repair shops), (a), (take rate: 6.15))","watch, clock, and jewelry repair shops",567.0,0.0,467.0,797.8150727154733,196.45606721375717,22.428571428571427,133.120082001494,968.4883366363131,0.06452240931751456,136.7910380256969,0.7451598379108509,1.0,0.9806478405315615,0.9048239471828112,0.9933944129683165,0.9983618189027317,0.9327288938685662,0.007054498673866604,0.05569418681723009,0.029762333601375358,0.664762777045731
1750,1057,35144409275,Dictum Mi LLC,"([health and beauty spas], [a], [take rate: 6.17])",health and beauty spas,654.0,0.0,493.0,798.8929655964968,415.35030760506817,23.571428571428573,265.14289273070915,2455.5994331964494,0.06767226619230109,303.4982834546835,0.7059882935614588,1.0,0.9795681063122924,0.9045407969704652,0.9860343707148708,0.9982783447066925,0.861221656726066,0.017886661397696398,0.12818195850584072,0.06603369116861448,0.6647733880063997
1751,2917,30209373786,Laoreet Inc.,"[(equipment, tool, furniTure, and appliance rent al and leasiNg), (b), (take rate: 4.38)]","equipment, tool, furniture, and appliance rent al and leasing",885.0,0.0,808.0,908.0937989114503,1283.9779704598602,39.19047619047619,685.5454854173882,8391.766147302731,0.07623679917644499,1055.8370013950498,0.6019810895992797,1.0,0.9664867109634552,0.8758549788471134,0.9568278630895704,0.9971375306941574,0.6335198851570112,0.06112588135356808,0.3252778699244422,0.22972391698856834,0.6647935726617167
1752,3970,81454203401,Nam Porttitor Scelerisque LLC,"[[gift, Card, novelty, and souvenir shops], [c], [take rate: 2.88]]","gift, card, novelty, and souvenir shops",587.0,0.0,449.0,794.145136971143,67.49732776416101,21.714285714285715,100.9259898031703,863.6034418936133,0.06431787317679578,97.19535979834838,0.7361548851868528,1.0,0.9813953488372094,0.905787997603403,0.9977304876389127,0.9984139902752561,0.9501661122757306,0.006290513891725789,0.05098718911547041,0.02114729710787582,0.6648073821932438
1753,2775,68252147715,Eget Laoreet Posuere Incorporated,"[(watch, clock, and jewelry repair shops), (c), (take rate: 3.05)]","watch, clock, and jewelry repair shops",573.0,0.0,489.0,801.5808840305272,40.00584396059312,23.428571428571427,52.36764283036044,595.3028771376229,0.06345865638021717,65.53852104404572,0.7424583520936515,1.0,0.979734219269103,0.9038347113391714,0.9986548540454588,0.9982887789811974,0.976466667558971,0.004336204369690159,0.031214001489086176,0.014259554976746514,0.6649247344123076
1754,1832,44997402413,Sapien Cursus In Limited,"((bicycle shops - sales and service), (a), (take rate: 6.95))",bicycle shops - sales and service,547.0,0.0,442.0,791.4822935298582,75.58121951291172,21.285714285714285,47.827242876412484,467.57749344070584,0.06281529250744824,58.00490346022479,0.7541647906348492,1.0,0.9816860465116279,0.9064874963190157,0.9974586769931107,0.9984452930987708,0.978925874831074,0.003405848767227842,0.016408245108446035,0.012620426836548137,0.6649602699100671
1755,1801,34568005237,Non Bibendum Foundation,"([florists supplies, nursery stock, and flowers], [c], [take rate: 2.16])","florists supplies, nursery stock, and flowers",648.0,0.0,496.0,802.2012050762586,166.90745157759136,23.80952380952381,302.0564636163098,2920.746702941994,0.06792363533219237,317.9777038002407,0.7086897793786582,1.0,0.9794435215946844,0.9036717600488217,0.9943879478334835,0.9982609542491844,0.8412282370093243,0.021274808341178734,0.13396672573379179,0.06918405353809998,0.6650107787727227
1756,1552,34516414355,Laoreet Institute,"[[florists supplies, nursery stock, and flowers], [b], [take rate: 3.11]]","florists supplies, nursery stock, and flowers",707.0,0.0,623.0,781.3987832819995,342.91475905251497,30.0,341.182731289467,4166.301966469714,0.06889015091559543,422.7691843683338,0.6821251688428636,1.0,0.9741694352159469,0.9091363198877954,0.9884699245103715,0.9978088023539723,0.820036358988004,0.0303474709870723,0.15620918427342106,0.09198407792759061,0.6650286742987038
1757,2261,56680601741,Lectus Ante Corp.,"([digital goods: books, movies, music], [b], [take rate: 4.16])","digital goods: books, movies, music",557.0,0.0,426.0,792.2978988054193,73.50923308530763,20.523809523809526,80.5648944807542,704.7137982474774,0.06349781557811113,82.28815746671035,0.74966231427285,1.0,0.9823504983388704,0.9062732460803962,0.9975283449187193,0.998500942562797,0.9611942494867107,0.005133156866357997,0.03211517354524159,0.017903859999268856,0.6650661786071213
1758,371,42105964394,Ut Erat PC,"((gift, card, novelty, and souvenir shops), (b), (take rate: 4.91))","gift, card, novelty, and souvenir shops",361.0,0.0,254.0,1141.5108678837864,54.03749964016995,12.142857142857142,84.84449542201409,486.95222118963255,0.06366020112515586,60.57698705196412,0.8379108509680324,1.0,0.9894933554817276,0.8145389670167403,0.9981830573526684,0.999113086667084,0.9588762982350169,0.0035469748768989545,0.035852158090136595,0.013180048365946788,0.6650694797054253
1759,1268,27332799149,Parturient Montes Nascetur Incorporated,"[(watch, clock, and jewelry repair shops), (c), (take rate: 2.40)]","watch, clock, and jewelry repair shops",553.0,0.0,389.0,800.3273382331248,40.80152523258866,18.761904761904763,84.77804928963276,683.126445686546,0.06341244677070569,91.59072234600357,0.7514633048176497,1.0,0.9838870431893688,0.9041640035768035,0.9986281002680562,0.9986296319483573,0.9589122873138674,0.004975913929863484,0.0301505780520087,0.01992786715121365,0.6650738730247189
1760,1248,19995295153,Risus Nulla Institute,"([bicycle shops - saleS and service], [e], [take rate: 0.22])",bicycle shops - sales and service,571.0,0.0,503.0,803.7771101023477,2.9032768619588376,24.19047619047619,51.03828958710123,671.513763583684,0.0634493998371127,67.02527863062869,0.7433588473660513,1.0,0.9791528239202658,0.9032577877046025,0.9999023809838976,0.9982331295171714,0.9771866823585867,0.004891326798149333,0.031000980323409373,0.014583036514096537,0.665156699548623
1761,3035,72897360319,Sapien Imperdiet Ornare Consulting,"[(telecom), (a), (take rate: 6.28)]",telecom,868.0,0.0,741.0,786.9056014898669,1754.8560258770028,36.04761904761905,710.0684238239264,9038.870429567654,0.0766556456954362,947.8826901361949,0.6096352994146781,1.0,0.9692691029900332,0.907689741315509,0.9409951834453044,0.9973670847332652,0.6202375776346853,0.06583940874301103,0.3349168002149691,0.20623573916810925,0.6652185937659565
1762,3404,37442271968,Magna Tellus Faucibus LLP,"[(watch, clock, and jewelry repair shops), (a), (take rate: 6.81)]","watch, clock, and jewelry repair shops",552.0,0.0,475.0,794.360530582723,136.52574225808726,22.952380952380953,81.7037571525679,920.6550962960408,0.063538795233469,93.99338832193806,0.7519135524538496,1.0,0.9803156146179401,0.9057314161490391,0.9954094944211128,0.9983235598962138,0.9605774096944331,0.006706079887824053,0.03305823985572624,0.02045062761374485,0.6652485994589884
1763,1994,26945243832,Nisi Magna Inc.,"[[watch, clock, and jewelry repair shops], [b], [take rate: 3.71]]","watch, clock, and jewelry repair shops",538.0,0.0,382.0,792.6511257446798,34.87858589437572,18.238095238095237,48.298442070064915,395.4851480298457,0.06277297528169083,43.8682227956382,0.7582170193606483,1.0,0.9841777408637874,0.9061804573769742,0.9988272516194847,0.9986678909548753,0.9786706602034217,0.002880725917671186,0.015434397241340448,0.009544636112038096,0.6652600779650242
1764,3860,38363946876,Gravida LLC,"((digital goods: books, movies, music), (c), (take rate: 1.87))","digital goods: books, movies, music",554.0,0.0,446.0,788.128305744712,35.329316008080575,21.333333333333332,82.88534800752413,768.8427957762052,0.06350548815040223,82.39220191863788,0.7510130571814497,1.0,0.9815199335548173,0.9073685508006712,0.9988120963889229,0.9984418150072693,0.9599374271262384,0.0056002744463115595,0.03229174273254461,0.017926497488773525,0.6652911394726999
1765,3498,78187460332,Molestie Sed Limited,"[[florists supplies, nursery stock, and flowers], [a], [take rate: 5.87]]","florists supplies, nursery stock, and flowers",613.0,0.0,482.0,788.0652755741113,206.160314067735,23.095238095238095,141.71290644343762,1509.1002071715625,0.06503562858846927,198.29870784757432,0.7244484466456551,1.0,0.9800249169435216,0.9073851081103111,0.9930681199294706,0.9983131256217088,0.9280747804490739,0.010992332078255448,0.06750492070706172,0.04314487543089253,0.6652956625915951
1766,405,55101569426,Suspendisse Ltd,"[(computer programming , data processing, and integrated systems design services), (b), (take rate: 4.36)]","computer programming , data processing, and integrated systems design services",596.0,0.0,472.0,778.242114215258,201.55259521432822,22.714285714285715,189.78885649189831,1670.8329344739734,0.06555688762310717,208.60073898876115,0.7321026564610535,1.0,0.9804401993355482,0.9099655409841491,0.9932230486539197,0.998340950353722,0.902035504796798,0.01217039821195648,0.07950067397315842,0.04538634162649345,0.66531653143968
1767,968,94419910973,Felis Company,"[[watch, clock, anD jewElry  repair shops], [a], [take rate: 6.84]]","watch, clock, and jewelry  repair shops",276.0,0.0,185.0,1295.442085969465,82.47331403859693,8.80952380952381,127.92282522129824,557.6448134376253,0.06455667900401536,82.51784060491339,0.8761819000450247,1.0,0.992358803986711,0.7741029850606657,0.9972269390230614,0.9993565530721982,0.9355438731211605,0.004061901881593416,0.05648283636851451,0.017953833347526697,0.6653269625906456
1768,286,12219088747,Velit Corp.,"([gift, card, novelty, and sOuvenir shops], [b], [take rate: 3.22])","gift, card, novelty, and souvenir shops",407.0,0.0,327.0,1059.3571756230415,54.88030694035615,15.714285714285714,101.44663720497344,698.2409663544782,0.06398864710942778,85.88690068692054,0.8171994597028366,1.0,0.9864617940199335,0.8361198085068101,0.9981547190221131,0.9988522298044616,0.9498841151191579,0.005086008560820405,0.04341069756236509,0.018686857173728946,0.6653855689472227
1769,3869,40210282064,Est Inc.,"((opticians, optical goods, and eyeglasses), (a), (take rate: 5.57))","opticians, optical goods, and eyeglasses",648.0,0.0,514.0,794.9052273548574,478.08397614007765,24.904761904761905,320.081044153853,3131.9890012070546,0.06859868556912323,345.05345753638784,0.7086897793786582,1.0,0.9786960132890365,0.9055883304960866,0.9839250303763313,0.9981809581446469,0.831465621384243,0.02281350370446116,0.14950168157406407,0.07507506530929887,0.6653935983656827
1770,3630,40559163709,Maecenas Iaculis Inc.,"([computers, computer peripheral equipment, and software], [c], [take rate: 1.50])","computers, computer peripheral equipment, and software",676.0,0.0,510.0,797.6468838227913,140.83103957735275,24.571428571428573,354.40987849014806,3000.0224589900736,0.06910530843434508,391.6331246495286,0.6960828455650607,1.0,0.9788621262458472,0.9048681284938818,0.9952647342386303,0.9982053047851583,0.8128721670853045,0.021852255373585237,0.16116061213703453,0.085209644384588,0.6654377818309091
1771,47,23617533061,Torquent Ltd,"[(computers, cOmputer peripheral equipment, and software), (c), (take rate: 1.66)]","computers, computer peripheral equipment, and software",595.0,0.0,456.0,807.2172835942276,74.4122246826855,21.952380952380953,190.04592383703658,1511.801566355649,0.06559844931968321,225.74468496428,0.7325529040972535,1.0,0.9811046511627907,0.9023540932170686,0.9974979829672156,0.998396599817748,0.901896269951631,0.011012008861197369,0.08045713481952613,0.049116438617726875,0.6654388083512158
1772,574,31092671220,Porttitor Eros Nec Ltd,"[[digital goods: books, movies, music], [a], [take rate: 6.25]]","digital goods: books, movies, music",552.0,0.0,422.0,798.9381387793051,113.9808631569394,20.38095238095238,83.70550723231153,697.3812853940412,0.06377063799254631,82.0026284427941,0.7519135524538496,1.0,0.982516611295681,0.9045289304886193,0.9961675374947299,0.9985113768373018,0.9594932060112845,0.0050797466184036135,0.03839364576644484,0.01784173597283173,0.6654446342939146
1773,3620,35883675055,Tellus Justo Institute,"[(music shopS - musical instruments, pianos, and sheet music), (c), (take rate: 2.30)]","music shops - musical instruments, pianos, and sheet music",549.0,0.0,409.0,802.6833799935719,24.051413468836245,19.666666666666668,49.771575574771944,369.1385299141729,0.06322730861036552,50.32622661256569,0.7532642953624493,1.0,0.9830564784053156,0.9035450981767296,0.9991913016118228,0.9985635482098263,0.9778727700033736,0.0026888163452715775,0.02588998678355706,0.010949737402096621,0.6655022032300442
1774,1407,74798553636,Scelerisque Industries,"[(opticians, optical goods, and eyeglasses), (a), (take rate: 5.89)]","opticians, optical goods, and eyeglasses",597.0,1.0,449.0,777.8477846488751,252.50568744486483,21.523809523809526,185.55302130583854,1851.8588937126196,0.06554159868349971,210.12164513877514,0.7316524088248537,0.9999584510553432,0.9813953488372094,0.9100691268806897,0.991509815308492,0.9984279026412627,0.9043297512946049,0.013488996837335713,0.07914882904569585,0.04571725304339926,0.6655697883768887
1775,3972,81776569986,Ante Nunc Consulting,"[(tenT and awning shops), (b), (take rate: 3.59)]",tent and awning shops,1091.0,1.0,1247.0,788.4152843263048,1754.522216196397,61.23809523809524,732.1991998130526,17649.164723828053,0.07704393707593256,1258.6193238465296,0.5092300765420982,0.9999584510553432,0.9482558139534883,0.9072931647880652,0.9410064073740358,0.9955271743289023,0.608250932008364,0.1285570558046408,0.3438525639835952,0.2738443156372638,0.6655775955475798
1776,3127,17429613585,Vel Convallis Company,"[(computers, computer peripheral equipment, and software), (c), (take rate: 2.07)]","computers, computer peripheral equipment, and software",543.0,0.0,371.0,805.6147423553118,18.573073211473197,17.80952380952381,47.190301468776944,346.9268453835814,0.06308912891052396,45.62667206580867,0.7559657811796487,1.0,0.9846345514950167,0.9027750625917447,0.9993755038809226,0.9986991937783899,0.979270860065293,0.002527025755609327,0.022710052287392146,0.00992723101412574,0.6655885262048142
