POA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA4492,0,9,0,9,0,18,0,18,0,11,0,11,0,15,0,15,0,29,4,32,0,25,5,33,0,16,0,14,0,21,6,27,0,15,0,16,0,0,0,0,0,0,0,0,0,170,14,186,0,13,0,13,0,21,0,21,0,10,0,10,0,12,0,12,0,20,0,21,0,22,0,22,0,16,0,14,0,20,0,20,0,9,0,11,0,4,0,4,0,0,0,0,3,136,0,141,0,17,0,17,0,39,0,39,0,20,0,20,0,25,0,25,0,51,4,49,0,50,5,54,0,30,5,28,0,47,6,54,0,26,0,23,0,7,0,7,0,0,0,0,3,305,11,322
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,4,0,3,0,0,0,0,0,16,0,19
POA4494,0,4,0,8,0,9,3,16,0,4,0,4,0,6,0,6,0,19,4,21,0,14,5,14,0,10,3,13,0,4,8,13,0,4,0,5,0,4,0,4,0,0,0,0,5,79,17,103,0,6,0,8,0,12,0,7,0,0,0,0,0,3,0,3,0,13,0,13,0,8,4,9,0,8,0,5,0,5,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,53,8,64,0,10,0,14,0,21,5,27,0,4,0,4,0,10,0,12,0,25,4,32,0,21,4,27,0,14,5,21,0,11,9,17,0,9,0,7,0,4,0,4,0,0,0,0,5,133,26,160
POA4496,0,4,0,4,3,9,0,10,0,4,0,4,0,0,5,3,0,16,0,14,0,21,3,19,0,10,4,17,0,11,0,11,0,8,5,13,4,0,3,8,0,0,0,0,8,93,14,111,0,10,0,11,0,17,0,17,0,8,0,8,0,4,0,7,0,14,0,14,0,15,0,15,0,8,4,12,0,12,0,11,0,12,4,10,0,0,0,0,0,0,0,0,0,86,8,97,0,9,0,16,3,26,3,30,0,8,0,8,0,5,4,10,0,28,0,28,0,28,0,38,0,17,4,27,0,23,0,25,0,16,8,23,4,0,3,8,0,0,0,0,10,175,27,208
POA4497,0,8,0,8,0,12,0,14,0,11,0,11,0,5,0,10,0,24,0,18,0,19,0,21,0,19,3,23,3,23,0,25,0,15,5,19,0,0,0,4,0,0,0,0,3,153,8,167,0,11,0,14,0,21,0,20,0,3,0,3,0,7,3,10,0,11,0,11,0,11,0,18,0,26,5,30,0,23,0,21,0,6,0,10,0,4,0,8,0,4,0,4,4,129,16,149,0,23,0,23,0,33,3,38,0,15,0,15,0,17,3,19,0,32,0,37,0,34,3,43,0,46,5,51,3,46,0,52,0,25,5,32,0,6,3,9,0,4,0,4,12,280,24,315
POA4498,0,11,3,15,0,13,3,19,0,3,0,3,0,4,0,4,0,17,3,19,0,16,3,15,0,10,0,10,0,9,7,15,0,5,0,5,0,4,0,4,0,0,0,0,0,91,14,105,0,9,0,9,0,14,3,13,0,0,0,0,0,8,0,7,0,9,4,13,0,12,4,12,0,7,0,9,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,70,13,83,0,22,3,26,0,26,5,35,0,3,0,3,0,10,0,9,0,29,4,32,0,23,0,31,0,18,0,20,0,22,3,24,0,5,0,5,0,6,0,6,0,0,0,0,6,155,28,188
POA4500,45,1511,60,1614,302,3018,139,3454,94,1419,51,1562,44,1312,64,1424,87,2905,152,3142,99,3096,137,3334,108,2728,117,2946,128,2171,66,2360,188,1507,50,1750,168,634,31,835,82,86,18,182,1333,20385,889,22600,27,1333,58,1418,149,2930,146,3223,54,1376,50,1479,45,1263,55,1366,74,3026,124,3230,105,3256,124,3484,106,2846,91,3053,150,2425,56,2636,241,1693,67,1995,216,648,36,897,156,103,14,276,1324,20901,826,23050,72,2840,123,3033,447,5952,284,6678,150,2797,102,3046,96,2578,121,2789,164,5922,274,6369,207,6352,259,6816,216,5573,212,5999,273,4595,125,4989,424,3197,120,3742,382,1285,67,1732,235,192,30,457,2658,41285,1709,45656
POA4501,0,174,8,190,37,341,19,392,13,166,13,197,15,181,11,207,20,390,28,432,17,356,19,394,13,310,26,349,24,267,17,304,26,204,14,243,31,95,6,139,18,12,3,33,222,2495,160,2885,4,182,11,201,13,297,20,338,0,135,19,150,4,196,11,211,16,423,21,460,16,354,26,395,30,350,22,405,31,276,16,316,33,233,12,280,43,118,6,162,72,22,4,99,263,2587,174,3022,9,355,24,386,49,634,47,735,18,302,23,347,20,376,19,417,33,809,55,900,35,708,48,788,38,664,46,753,51,543,31,621,62,435,27,522,72,217,11,308,89,37,6,133,483,5084,331,5905
POA4502,10,254,11,275,66,525,24,606,26,287,20,335,20,272,13,298,14,517,25,557,22,515,13,553,24,565,19,604,24,481,17,526,31,330,10,382,25,119,4,145,10,15,3,27,268,3882,160,4309,3,244,4,252,30,531,16,578,27,260,7,294,9,262,13,284,20,509,23,552,25,551,25,595,22,642,29,694,33,525,20,578,32,346,8,387,33,119,3,152,23,15,3,37,250,4013,147,4411,11,501,20,530,95,1055,42,1188,48,545,25,628,26,536,26,583,33,1029,45,1108,48,1068,40,1150,45,1211,45,1300,58,1008,39,1106,66,679,25,767,56,235,7,302,27,28,3,68,518,7896,309,8722
POA4503,56,1964,101,2116,379,3524,188,4095,104,1346,50,1500,65,1553,91,1708,96,3849,246,4195,92,3502,207,3810,100,2731,148,2973,151,2038,95,2289,207,1496,76,1783,192,646,46,884,85,115,29,231,1536,22753,1287,25576,25,1834,83,1941,172,3265,162,3602,74,1440,76,1587,54,1717,87,1856,121,4435,225,4780,119,3608,183,3914,169,2926,123,3216,189,2295,79,2568,242,1646,81,1969,236,745,62,1046,197,148,84,430,1599,24058,1251,26909,77,3796,186,4062,550,6789,358,7694,183,2784,124,3087,116,3270,181,3563,221,8291,472,8981,213,7111,395,7721,263,5653,270,6195,347,4332,170,4854,452,3142,159,3753,430,1389,109,1932,278,258,114,658,3134,46812,2535,52483
POA4504,23,690,22,735,176,1681,74,1934,55,773,33,854,25,614,15,664,34,1169,63,1264,43,1322,57,1413,52,1391,53,1492,57,858,35,949,71,530,17,615,68,183,12,270,51,19,4,75,655,9240,378,10276,13,664,32,705,73,1674,66,1824,30,792,30,856,14,576,27,620,36,1326,41,1399,42,1597,60,1703,37,1452,58,1545,55,853,28,937,72,558,22,652,104,190,4,300,79,8,3,91,556,9701,375,10635,31,1361,54,1443,255,3360,149,3759,90,1558,64,1713,41,1189,47,1280,63,2500,106,2668,84,2918,113,3122,95,2840,108,3041,111,1716,61,1885,142,1085,35,1272,176,379,17,571,128,35,3,165,1209,18943,757,20910
POA4505,18,790,48,860,139,1561,87,1780,53,757,42,854,42,842,50,933,52,1574,86,1720,48,1401,83,1524,61,1446,80,1587,98,1312,85,1494,164,967,37,1167,165,459,41,666,99,73,6,179,947,11178,651,12765,23,727,29,776,67,1585,84,1728,21,770,37,827,25,820,34,884,45,1695,93,1835,57,1492,72,1621,78,1593,64,1739,96,1361,60,1519,184,1165,56,1410,202,561,37,800,146,81,10,242,942,11843,590,13372,40,1515,78,1631,205,3141,169,3509,76,1527,80,1686,63,1667,87,1817,94,3271,187,3554,103,2895,155,3143,141,3034,146,3324,189,2675,147,3011,351,2128,93,2576,369,1020,76,1464,253,152,14,419,1883,23022,1239,26144
POA4506,25,824,72,923,242,1512,137,1890,73,696,55,823,44,785,71,906,90,1654,133,1875,47,1258,105,1408,84,1279,76,1443,124,1146,71,1340,151,816,50,1011,127,352,22,506,79,46,6,134,1095,10372,801,12262,15,771,56,833,122,1503,140,1760,40,703,64,809,43,873,83,998,58,1810,131,2001,90,1439,110,1636,108,1452,83,1646,147,1286,58,1489,132,944,34,1117,154,404,22,584,114,45,9,173,1014,11231,795,13046,38,1593,130,1760,358,3015,279,3646,112,1401,116,1636,85,1664,159,1906,155,3464,260,3879,135,2695,212,3045,191,2737,159,3083,267,2434,128,2829,284,1759,88,2126,282,753,49,1088,194,95,15,305,2107,21602,1595,25306
POA4507,5,171,9,189,52,612,51,720,12,379,25,419,12,240,17,271,27,405,30,463,36,558,41,641,53,872,69,987,134,1382,73,1582,265,2121,105,2492,287,1222,78,1590,161,225,19,409,1060,8192,508,9762,6,206,11,216,40,661,47,742,18,330,13,360,4,196,13,215,24,415,32,466,38,648,28,715,62,1004,50,1118,143,1818,83,2047,229,2385,102,2718,302,1320,79,1699,277,243,30,549,1131,9222,490,10846,10,375,21,409,91,1269,100,1459,31,716,32,777,23,441,24,485,48,820,59,925,68,1207,74,1354,113,1880,121,2108,277,3194,157,3629,493,4508,209,5208,596,2536,156,3293,441,466,48,956,2194,17415,1001,20612
POA4508,15,495,37,549,139,1161,114,1417,50,595,34,679,42,512,40,597,68,897,91,1055,57,983,93,1127,92,1066,86,1245,104,986,65,1153,166,778,53,1001,125,384,50,559,62,80,30,167,920,7949,687,9553,11,493,41,543,80,1125,94,1302,23,533,41,605,23,530,37,592,51,947,83,1083,60,1178,80,1322,108,1112,75,1294,120,1092,47,1264,140,947,46,1134,176,390,35,604,125,79,57,269,939,8440,644,10015,25,985,80,1087,226,2294,209,2723,76,1137,74,1288,60,1046,85,1190,117,1845,177,2143,116,2162,171,2449,201,2180,159,2540,225,2079,117,2418,307,1731,100,2134,301,778,84,1159,187,163,83,435,1860,16382,1332,19573
POA4509,28,1430,59,1520,257,3061,118,3437,66,1249,39,1357,26,1022,44,1088,51,2254,120,2428,50,2961,122,3133,54,2366,102,2518,63,1237,51,1348,87,755,38,884,118,339,11,466,69,74,21,155,871,16740,729,18337,13,1323,68,1410,138,2996,136,3264,43,1285,37,1365,25,1061,38,1126,64,2644,127,2834,62,3298,121,3484,67,2535,54,2662,83,1362,50,1496,104,927,28,1062,196,410,37,642,170,72,30,266,963,17910,737,19612,42,2749,129,2922,396,6062,250,6704,105,2533,77,2721,50,2078,86,2217,112,4897,244,5259,116,6260,244,6615,123,4903,154,5185,148,2601,102,2847,197,1682,71,1949,312,740,53,1106,240,143,47,426,1834,34653,1466,37952
POA4510,49,1593,114,1764,511,3194,316,4021,152,1430,133,1714,99,1422,124,1649,152,3099,263,3514,163,2780,244,3189,186,2699,227,3114,280,2528,161,2971,428,2313,162,2904,429,1240,118,1795,229,189,55,475,2688,22497,1920,27101,35,1597,128,1763,250,3219,287,3760,101,1435,104,1644,60,1499,104,1658,133,3599,289,4023,172,3116,235,3519,276,2841,198,3317,375,2780,166,3320,463,2658,161,3278,493,1221,122,1826,385,221,108,716,2752,24179,1906,28840,87,3194,247,3525,758,6414,599,7777,260,2866,233,3361,156,2920,235,3309,290,6701,552,7542,343,5897,474,6711,465,5534,428,6430,655,5313,330,6292,887,4973,321,6184,922,2459,241,3622,616,407,164,1188,5436,46672,3826,55940
POA4511,5,199,12,212,60,467,33,553,22,234,14,266,15,200,11,225,26,299,18,342,13,433,26,463,27,531,23,585,53,547,29,624,135,723,35,892,119,401,20,539,33,62,11,98,490,4083,224,4805,0,204,3,211,37,498,37,570,21,262,13,291,4,164,5,172,16,367,15,396,24,466,26,516,44,616,21,680,54,613,25,689,101,853,35,989,101,377,23,505,48,60,4,110,440,4483,204,5125,0,402,15,425,96,965,70,1127,41,497,20,560,18,365,12,395,35,658,42,737,31,901,53,983,67,1148,47,1266,103,1156,55,1317,232,1576,72,1877,220,782,38,1039,84,121,12,212,929,8567,432,9929
POA4512,0,98,9,106,8,218,12,235,10,111,9,127,6,88,7,99,0,171,14,185,7,208,15,226,12,250,23,281,30,228,14,276,32,176,18,229,19,69,8,96,8,9,0,15,136,1612,120,1868,0,94,0,99,13,206,8,226,7,89,3,98,0,91,5,96,3,168,18,189,8,210,11,228,5,235,19,264,7,269,14,289,22,162,12,202,24,49,8,78,22,10,4,37,115,1585,108,1808,0,193,8,200,20,417,23,456,12,196,14,222,8,180,13,193,7,344,32,373,10,415,27,449,22,484,45,552,38,499,30,564,52,338,32,423,46,113,10,172,32,19,5,52,249,3196,234,3677
POA4514,0,210,5,216,48,356,30,436,15,188,28,228,4,120,205,334,16,364,635,1009,11,361,430,797,21,424,211,650,49,434,74,551,51,398,48,496,50,140,5,203,18,27,0,50,280,3024,1670,4972,0,209,10,219,23,418,26,474,13,192,9,212,4,133,11,148,12,394,23,429,9,401,31,437,25,444,25,498,34,456,35,524,55,374,22,449,48,121,7,183,51,18,0,64,270,3155,208,3628,0,417,16,434,72,771,61,903,27,374,39,443,8,252,219,477,24,757,658,1443,20,761,456,1234,43,867,240,1151,82,891,102,1079,103,769,70,941,98,265,15,379,72,46,0,118,547,6182,1878,8605
POA4515,3,93,14,108,13,233,39,282,0,110,10,124,6,70,13,82,7,260,29,291,11,303,45,361,10,236,33,274,29,243,37,307,31,244,13,289,35,94,13,138,13,13,3,39,152,1899,256,2306,0,89,4,93,8,250,40,295,8,110,24,137,3,79,13,85,9,211,14,234,9,239,35,281,11,248,28,287,15,271,14,298,20,239,19,278,25,86,16,116,25,24,0,50,119,1836,206,2161,3,184,16,198,22,480,76,579,6,225,31,260,3,148,22,172,13,470,50,526,16,544,81,638,18,482,60,562,41,514,56,606,54,486,37,575,56,178,26,259,41,40,12,82,274,3729,458,4467
POA4516,0,113,4,121,21,286,12,323,10,136,10,159,11,135,3,146,15,198,14,221,3,240,10,255,11,328,21,361,17,273,3,288,26,170,11,210,16,64,3,89,7,13,0,25,143,1960,102,2202,0,101,3,105,6,273,14,292,4,107,3,116,5,106,5,111,10,228,11,248,10,265,9,285,12,313,12,334,14,259,13,284,10,191,9,205,20,66,5,93,14,7,4,25,100,1906,82,2089,3,214,5,223,27,562,29,619,12,247,9,276,13,238,5,256,20,421,24,469,8,502,25,539,25,641,33,697,28,528,15,570,40,352,23,414,41,127,7,179,22,18,4,42,249,3864,181,4290
POA4517,0,12,3,18,3,45,4,48,3,23,0,29,0,17,3,20,3,40,9,47,0,51,10,57,0,57,0,57,8,59,3,67,6,42,3,47,8,33,0,41,0,8,0,7,25,382,36,444,0,33,0,38,4,50,0,52,0,30,0,28,0,16,4,20,0,53,8,57,3,49,4,60,0,51,0,48,5,59,7,69,8,55,4,70,6,28,4,37,7,8,0,17,31,426,34,499,0,51,5,57,4,87,7,101,6,53,0,57,0,41,5,45,3,85,18,106,3,104,13,117,0,104,0,106,8,120,10,138,16,95,4,117,13,61,9,75,10,10,0,20,54,815,71,941
POA4518,4,149,11,160,32,342,19,391,9,149,8,170,0,130,6,143,14,247,29,289,16,303,22,337,10,340,24,373,28,349,21,392,33,259,16,316,23,151,11,187,10,23,3,44,177,2454,169,2801,0,153,0,150,17,334,18,365,5,147,12,164,3,120,6,132,5,289,14,313,13,353,9,375,9,361,21,393,24,324,22,373,31,309,16,355,31,103,5,143,22,25,0,47,162,2511,128,2800,4,298,5,308,46,673,32,753,12,297,18,330,11,246,12,271,18,538,47,601,24,659,34,714,22,699,44,768,49,673,43,755,66,569,38,671,55,260,19,329,37,50,3,93,344,4962,294,5601
POA4519,10,274,17,306,53,513,35,594,25,250,15,291,13,223,23,266,13,499,42,547,14,492,32,531,24,512,37,577,34,519,45,594,69,433,34,537,60,232,13,310,30,40,5,73,345,3975,314,4634,0,231,10,247,37,572,39,649,13,249,8,275,5,236,19,256,13,509,51,571,14,550,31,594,38,544,34,611,40,575,31,651,57,478,35,575,68,215,11,294,79,38,4,120,371,4194,277,4842,13,504,31,545,89,1078,68,1243,37,500,25,564,18,459,43,521,24,1004,91,1121,30,1040,58,1132,63,1056,71,1190,74,1088,83,1248,127,909,69,1111,133,448,27,607,114,77,10,197,712,8176,589,9477
POA4520,3,293,14,301,45,1048,48,1138,20,510,13,548,13,314,11,341,7,380,25,410,9,703,41,754,18,1179,52,1250,26,983,48,1054,36,719,34,791,47,291,14,354,36,20,5,64,261,6449,301,7013,0,270,11,279,18,973,41,1024,8,433,12,451,6,260,13,280,5,394,15,421,9,838,33,887,19,1276,47,1344,28,961,33,1017,47,655,34,736,52,286,19,359,36,33,3,78,230,6389,257,6872,3,562,21,587,60,2025,82,2166,27,942,31,997,22,577,26,623,15,777,38,828,22,1537,75,1638,37,2461,100,2600,48,1945,73,2073,82,1374,69,1528,98,572,38,708,73,55,11,140,491,12837,558,13885
POA4521,0,112,9,125,27,327,28,374,10,147,10,163,7,77,3,96,6,191,10,206,3,285,23,311,17,400,35,446,18,371,17,405,18,249,15,285,8,97,6,117,11,18,0,27,123,2275,154,2548,0,106,6,110,17,359,23,394,0,142,15,155,4,82,0,84,8,221,17,246,9,313,21,339,11,416,28,454,12,355,18,397,19,266,15,299,13,86,12,115,11,16,6,28,100,2366,159,2629,0,218,13,230,42,686,50,778,8,290,20,319,12,162,3,176,16,407,31,454,10,593,42,651,27,820,60,902,35,734,35,797,33,517,30,583,21,185,21,230,15,30,4,52,222,4641,314,5174
POA4550,10,114,5,124,29,258,19,308,6,115,4,128,9,130,4,145,11,278,12,298,5,257,15,282,15,331,20,366,19,300,12,331,30,233,12,267,25,100,10,131,13,23,0,30,161,2139,110,2408,5,143,0,149,13,275,16,305,5,111,4,121,0,137,0,135,13,307,9,330,15,259,13,280,10,336,13,361,18,342,13,376,24,248,12,282,32,88,9,130,13,9,0,27,146,2258,92,2497,11,258,3,271,41,540,36,610,11,227,6,245,10,269,0,278,23,589,17,631,21,512,28,567,31,667,31,724,35,641,28,706,49,480,23,547,59,187,11,257,28,32,3,57,304,4399,203,4908
POA4551,28,1665,77,1767,295,3858,195,4349,103,1785,88,1977,69,1482,82,1631,76,3054,179,3313,84,3487,208,3778,113,3811,233,4159,208,3531,221,3959,325,3434,174,3933,463,2056,118,2643,380,450,84,909,2147,28618,1658,32421,21,1569,62,1648,180,3751,198,4134,59,1808,90,1958,60,1488,74,1620,90,3566,191,3855,114,4098,203,4413,149,4320,192,4657,240,4220,188,4642,370,4105,179,4659,586,2310,142,3040,655,473,100,1228,2525,31711,1630,35862,45,3227,139,3420,478,7614,391,8480,163,3594,180,3936,131,2973,153,3251,163,6625,371,7166,194,7586,414,8191,264,8124,429,8821,451,7748,409,8605,691,7539,353,8590,1052,4367,265,5681,1032,921,183,2140,4668,60324,3292,68286
POA4552,5,123,15,139,38,395,36,471,3,217,19,243,11,115,12,130,8,227,23,256,15,317,42,371,18,485,31,535,29,627,40,702,49,780,54,885,59,396,26,481,50,80,11,136,288,3752,305,4350,4,120,5,135,19,333,32,389,8,155,7,171,0,84,11,104,14,237,28,275,9,397,29,436,27,551,37,617,45,814,51,916,64,844,49,957,66,414,25,508,91,62,14,166,351,4011,303,4671,5,239,21,269,58,731,66,859,13,365,30,409,13,194,27,237,22,461,51,538,25,716,72,807,44,1040,73,1157,80,1448,95,1619,113,1625,105,1844,129,810,53,988,142,137,22,302,641,7767,611,9019
POA4553,11,355,10,375,45,748,60,852,21,326,17,374,3,317,21,344,8,710,39,758,20,702,59,779,22,610,57,690,27,476,17,525,32,315,13,364,34,112,8,157,12,18,0,32,237,4689,313,5236,4,348,9,359,26,709,57,797,8,364,16,391,5,356,14,374,9,810,39,858,17,760,47,824,33,688,49,773,36,508,27,577,32,328,25,383,30,95,11,135,28,10,3,42,229,4975,304,5512,15,702,24,736,71,1453,121,1645,34,691,39,758,9,670,35,718,12,1519,79,1610,40,1460,101,1603,55,1297,112,1461,70,986,50,1101,63,642,37,744,63,207,16,293,45,29,4,70,471,9658,619,10748
POA4554,0,58,0,58,8,116,13,141,0,56,0,63,0,34,3,36,0,68,14,80,0,89,20,113,9,134,12,157,9,159,12,175,5,118,12,134,6,36,3,43,0,8,0,11,40,874,86,1005,0,36,5,40,4,100,11,121,7,66,12,83,0,35,5,41,0,83,7,91,3,99,20,120,10,164,6,183,10,142,7,158,3,101,9,118,5,26,0,32,3,7,0,7,43,873,85,994,0,95,5,95,8,219,27,257,6,132,11,144,0,72,4,75,0,150,20,175,5,193,35,232,11,302,18,335,17,299,13,332,13,223,18,256,9,61,5,79,4,12,4,17,78,1750,165,2000
POA4555,3,169,9,176,33,455,29,520,8,231,13,251,9,162,11,185,11,339,25,374,11,384,26,422,19,511,33,559,27,461,35,521,32,342,18,389,44,179,12,231,38,30,4,76,233,3269,207,3713,0,200,9,207,18,473,30,520,13,213,15,242,4,185,4,198,7,349,18,375,17,473,31,525,19,552,24,596,20,503,23,537,37,418,18,470,45,180,4,232,67,33,9,110,247,3584,179,4015,7,365,15,380,53,930,55,1038,20,449,24,492,14,348,18,382,21,690,43,747,24,857,56,941,40,1065,58,1158,41,963,58,1065,68,761,35,862,85,357,15,461,107,68,14,188,486,6852,388,7723
POA4556,21,1060,66,1148,197,2746,131,3073,72,1455,69,1599,34,1231,83,1350,59,2138,161,2361,49,2357,145,2551,53,2756,123,2937,106,2308,113,2520,169,2065,118,2346,256,1269,91,1605,238,365,58,662,1247,19749,1156,22150,11,993,39,1042,112,2733,149,2985,33,1606,109,1753,18,1367,97,1484,35,2295,134,2460,41,2807,119,2966,88,3134,114,3330,110,2721,87,2916,191,2636,115,2946,349,1628,104,2080,430,443,154,1032,1423,22364,1216,24995,32,2052,106,2189,307,5473,281,6065,106,3067,182,3354,51,2596,182,2830,93,4433,292,4821,95,5163,263,5524,138,5888,237,6267,211,5029,190,5431,364,4700,227,5289,605,2893,192,3690,669,807,215,1694,2664,42108,2372,47150
POA4557,16,489,26,525,63,1284,53,1403,26,586,22,638,13,473,26,515,23,1112,84,1216,19,1276,75,1382,22,1281,79,1380,47,1070,65,1185,80,858,48,989,67,329,22,418,33,56,9,99,418,8812,515,9743,4,430,21,458,40,1292,45,1379,18,570,32,620,16,559,37,606,22,1285,67,1378,15,1434,70,1518,49,1412,80,1539,65,1210,66,1344,70,885,42,995,81,354,14,448,61,67,11,137,433,9492,486,10414,20,915,44,983,100,2574,100,2784,46,1154,55,1252,28,1033,59,1120,45,2393,153,2591,39,2713,148,2897,72,2691,154,2914,118,2280,128,2527,148,1744,97,1986,151,680,37,863,91,125,18,240,855,18303,1000,20161
POA4558,7,443,34,483,55,770,86,913,19,420,34,476,21,580,47,650,42,1526,141,1708,40,1170,125,1335,57,1072,100,1230,71,1200,112,1383,142,1271,123,1542,166,643,89,898,142,147,63,351,761,9236,952,10956,3,425,29,465,22,782,74,878,10,421,21,453,24,757,59,841,38,1614,157,1804,48,1208,100,1357,66,1238,95,1398,90,1578,112,1782,152,1460,113,1731,220,798,103,1121,239,189,125,549,909,10473,993,12374,6,872,69,946,82,1551,158,1787,32,842,57,933,44,1338,113,1490,77,3140,300,3511,85,2379,223,2689,121,2305,194,2624,163,2780,224,3163,295,2733,240,3263,384,1444,192,2014,383,334,185,904,1665,19708,1952,23327
