POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4427,0,0,0,39,37,78,0,0,0,0,0,0,0,0,0,18,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,4,0,0,0,0,0,0,14,16,29,0,0,5,0,0,0,78,79,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,94,0,0,3,0,0,0,51,39,93,32,31,55,160,150,315
POA4428,0,0,0,90,73,161,0,0,0,0,0,0,0,0,0,74,63,131,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,4,3,8,5,3,11,0,0,0,0,0,0,48,36,88,0,0,0,0,0,0,230,182,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,76,168,0,0,3,0,0,0,92,77,171,20,22,45,342,281,627
POA4454,3,0,0,96,96,187,0,0,0,0,0,0,0,0,0,65,54,120,0,0,0,0,0,0,0,4,5,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,11,8,12,0,0,0,0,0,3,19,20,37,11,12,24,0,0,0,204,196,399,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,79,195,0,0,0,0,0,0,117,79,195,72,57,132,392,336,730
POA4455,15,13,27,764,847,1605,0,0,0,30,32,67,0,0,0,888,1070,1961,30,32,61,4,0,7,10,22,32,9,9,11,32,35,63,0,0,0,11,6,17,78,63,145,116,131,243,13,25,41,8,13,22,169,172,346,85,97,181,0,0,0,2241,2555,4794,27,16,41,29,26,54,0,0,0,0,0,0,3,0,5,6,14,18,10,15,20,1364,1228,2596,3,3,8,7,6,9,1375,1235,2615,531,521,1050,4227,4377,8610
POA4461,0,0,0,10,5,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,4,0,0,26,9,38
POA4462,0,0,0,16,20,35,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,5,8,10,5,0,5,0,0,0,36,42,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,4,0,0,0,16,13,27,11,12,17,63,65,128
POA4465,0,7,4,145,156,304,0,0,0,0,6,3,0,0,0,139,160,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,20,17,39,0,0,0,3,0,7,34,33,69,11,8,23,0,0,0,361,394,750,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,8,185,172,352,0,0,0,0,0,0,183,172,352,62,75,139,611,649,1263
POA4467,0,0,0,26,26,56,0,0,0,0,0,0,0,0,0,12,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,7,0,3,3,0,0,0,44,44,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,39,0,0,0,0,0,0,28,11,39,13,13,20,86,73,157
POA4468,0,0,3,31,37,72,0,0,0,3,0,6,0,0,0,28,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,5,8,4,10,4,4,5,0,0,0,77,80,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38,84,0,0,0,0,0,0,52,38,84,7,8,14,138,118,260
POA4470,15,14,27,251,311,563,0,0,0,9,13,19,0,0,0,433,509,938,0,0,0,0,4,4,3,11,10,0,10,10,5,9,18,3,0,5,0,5,5,12,18,28,53,54,106,0,3,10,3,5,13,32,32,67,13,14,27,0,0,7,822,1002,1822,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,444,404,848,4,6,9,0,3,3,446,408,855,235,235,465,1520,1666,3184
POA4472,0,0,6,182,167,351,0,0,0,0,8,8,0,0,0,188,214,397,0,0,0,0,0,0,13,16,33,0,0,0,0,4,3,0,0,0,0,0,4,9,11,20,17,12,32,3,5,12,0,0,0,40,47,86,9,18,26,0,0,0,467,497,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,158,153,313,0,0,0,0,0,0,161,153,316,61,61,120,691,713,1408
POA4474,0,0,0,13,7,21,0,0,0,0,0,0,0,0,0,12,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,23,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,26,0,0,0,0,0,0,12,13,26,0,0,3,39,34,72
POA4477,0,0,0,73,76,147,0,0,0,0,0,0,0,0,0,70,95,162,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,7,6,18,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,168,194,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,49,114,0,0,0,0,0,0,65,49,114,31,24,61,266,264,530
POA4478,0,0,0,53,66,118,0,0,0,4,0,4,0,0,0,55,41,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,11,5,21,0,0,0,0,0,0,12,27,37,12,12,18,0,0,0,150,151,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,73,152,0,0,0,0,0,0,81,74,151,25,24,47,254,248,500
POA4479,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7
POA4480,0,0,0,66,63,132,0,0,0,3,0,0,0,0,0,105,82,186,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,3,9,5,0,9,0,0,0,5,18,19,8,6,17,0,0,0,197,182,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,99,193,0,0,0,0,0,0,92,100,194,28,25,49,312,308,625
POA4481,0,0,0,11,13,29,0,0,0,0,0,0,0,0,0,13,11,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,36,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,27,0,0,0,0,0,0,17,11,27,10,11,21,61,61,118
POA4482,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,3,3,6,0,0,0,22,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,42,0,0,0,0,0,0,19,21,42,12,8,27,57,56,110
POA4486,5,0,4,89,75,165,0,0,0,0,0,0,0,0,0,89,91,182,3,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,19,21,36,0,0,0,0,0,3,6,9,14,11,4,10,0,0,0,218,208,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,88,177,0,0,0,0,0,0,89,92,178,26,28,58,339,328,669
POA4487,5,8,13,314,330,640,0,0,0,14,9,23,0,0,0,361,398,757,8,10,14,0,0,0,4,5,11,6,3,6,10,11,21,0,0,0,3,4,9,21,32,54,53,57,117,0,0,0,0,4,4,48,41,89,65,71,138,0,0,0,906,983,1887,3,0,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,467,434,906,6,0,4,0,0,0,476,440,914,185,164,353,1578,1598,3179
POA4488,0,0,0,33,34,72,0,0,0,0,0,0,0,0,0,30,17,47,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,7,5,15,3,4,6,0,0,0,83,70,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,60,0,0,0,0,0,0,32,30,60,19,10,31,134,113,247
POA4489,0,0,0,8,16,20,0,0,0,0,0,0,0,0,0,18,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,34,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,0,0,0,0,0,0,11,9,18,0,0,3,43,35,78
POA4490,0,0,0,137,142,281,0,0,0,3,3,12,0,0,0,190,231,422,0,0,0,0,4,0,6,12,17,3,3,7,0,5,8,0,0,0,0,0,0,0,6,6,9,9,19,0,3,9,0,0,0,16,26,48,18,28,40,0,0,0,394,463,858,5,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,6,3,13,269,239,512,0,0,0,0,0,0,267,239,511,64,61,123,736,770,1508
POA4491,0,0,0,11,11,18,0,0,0,0,0,0,0,0,0,21,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,20,0,0,0,0,0,0,14,11,20,6,0,6,51,41,94
POA4492,0,0,0,36,37,69,0,0,0,0,0,5,0,0,0,34,31,70,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,13,4,3,0,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,94,81,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,47,115,0,0,0,0,0,0,72,47,115,19,3,26,186,141,322
POA4493,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,9,19
POA4494,0,0,0,28,15,39,0,0,0,0,0,0,0,0,0,19,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,57,34,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,43,0,0,0,0,0,0,28,18,43,19,8,33,103,64,160
POA4496,0,0,0,15,22,42,0,0,0,0,0,0,0,0,0,23,25,50,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,11,0,6,0,4,7,0,0,0,60,58,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,64,0,0,0,0,0,0,33,30,64,14,13,31,111,97,208
POA4497,0,0,0,41,39,81,0,0,0,0,0,0,0,0,0,65,49,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,109,108,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,64,0,0,0,0,0,0,40,25,72,15,13,33,167,149,315
POA4498,0,0,0,36,23,52,0,0,0,0,0,0,0,0,0,20,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,0,0,0,0,0,0,4,10,11,0,0,6,0,0,0,63,44,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,49,0,0,0,0,0,0,26,25,49,15,10,28,105,83,188
POA4500,157,227,382,2252,2735,4994,0,0,0,718,769,1483,3,0,7,4127,4516,8649,25,26,41,109,94,205,109,161,270,63,60,118,99,155,256,50,64,119,140,150,288,441,504,941,484,561,1046,52,73,127,68,83,150,710,929,1645,910,995,1906,57,66,127,10417,11951,22369,454,436,887,127,111,233,8,8,15,7,3,6,112,99,209,64,96,156,174,198,374,9946,8894,18844,51,60,112,24,36,64,10021,8990,19015,1246,1130,2381,22600,23050,45656
POA4501,19,25,40,229,328,554,0,0,0,64,70,138,0,0,0,442,511,958,3,8,9,11,18,33,14,15,27,4,0,5,20,23,43,0,0,0,21,19,40,32,36,75,59,60,114,3,13,13,9,5,15,67,114,184,85,106,191,3,3,4,1070,1349,2418,25,29,53,9,4,14,0,0,0,0,0,0,10,10,20,6,22,33,25,29,52,1486,1350,2839,12,7,19,5,10,9,1499,1366,2866,247,220,464,2885,3022,5905
POA4502,29,50,73,406,502,910,0,0,0,113,133,241,0,0,0,630,721,1354,5,7,13,6,19,30,12,15,28,14,18,30,30,45,75,4,3,9,25,31,52,71,68,128,110,125,235,3,8,12,10,14,29,123,180,307,150,189,331,14,15,29,1721,2089,3814,19,11,31,10,8,16,0,3,3,0,5,0,0,0,0,15,16,38,19,20,43,2269,1995,4263,24,9,32,11,20,30,2297,2024,4319,216,209,426,4309,4411,8722
POA4503,143,229,376,2115,2672,4789,0,0,0,639,676,1316,6,3,7,3843,4431,8280,33,48,79,96,87,183,129,161,293,151,168,318,190,253,442,23,24,46,191,225,418,400,475,873,493,560,1051,51,84,131,177,195,371,691,978,1669,1054,1125,2182,104,114,220,10387,12269,22659,537,543,1077,155,139,292,27,21,46,8,9,13,533,493,1031,84,140,228,626,646,1272,11890,11378,23267,78,71,150,29,73,104,12004,11521,23520,1707,1539,3245,25576,26909,52483
POA4504,55,73,121,1093,1267,2361,0,0,0,211,198,413,47,40,95,1532,1796,3335,3,6,13,24,31,52,52,63,121,112,120,234,78,82,164,7,5,7,66,63,121,109,124,236,189,197,390,9,22,27,65,79,148,258,336,592,355,400,750,38,37,77,4251,4884,9135,61,53,114,39,21,65,3,3,4,5,7,5,22,15,33,32,62,93,57,78,136,5229,4952,10180,35,25,54,6,21,30,5270,4995,10266,540,530,1073,10276,10635,20910
POA4505,66,108,168,1425,1754,3181,0,0,0,279,317,599,32,30,56,2034,2398,4431,11,8,21,29,25,58,88,107,196,62,75,136,90,114,202,0,0,0,67,63,135,136,158,295,251,310,562,17,28,47,101,106,203,416,540,963,360,423,788,48,47,92,5454,6503,11957,67,64,129,37,40,75,7,13,20,0,0,0,40,40,77,28,53,83,68,95,160,6144,5693,11836,35,27,61,23,39,61,6195,5758,11954,873,794,1671,12765,13372,26144
POA4506,87,142,229,1215,1457,2680,0,0,0,218,244,461,19,14,26,1609,1888,3498,5,7,20,43,34,78,79,96,174,62,63,124,85,91,179,0,5,5,60,72,133,111,145,257,249,256,504,19,35,46,52,75,130,335,441,777,418,473,893,27,43,67,4601,5437,10040,38,50,81,27,39,65,7,8,18,0,3,4,25,14,37,27,82,113,51,102,161,6373,6207,12574,45,23,69,17,32,53,6433,6267,12699,1011,1008,2018,12262,13046,25306
POA4507,56,98,154,1846,2214,4062,0,0,0,188,200,387,0,0,0,1744,2119,3861,21,27,46,34,45,82,27,55,80,14,15,23,79,108,187,0,0,6,43,35,77,87,98,186,300,394,695,17,22,36,8,17,27,483,651,1134,183,232,416,10,8,22,5080,6242,11327,13,10,24,20,14,36,4,0,8,0,0,7,8,11,14,7,37,40,14,44,63,3823,3690,7511,30,17,48,14,28,39,3870,3736,7601,704,693,1401,9762,10846,20612
POA4508,51,81,130,1018,1283,2303,0,0,0,234,256,495,4,4,7,1297,1551,2852,10,10,27,38,40,81,58,74,136,45,63,108,59,83,141,0,0,0,83,89,168,160,192,355,207,227,441,36,47,73,39,67,111,321,394,722,393,433,828,13,19,25,4027,4835,8863,53,42,96,23,23,44,8,3,8,0,4,6,3,0,3,41,71,113,41,76,120,4446,4108,8555,45,34,76,20,38,58,4514,4177,8694,845,777,1617,9553,10015,19573
POA4509,196,297,487,1480,1870,3347,0,0,0,442,455,893,4,7,8,3164,3686,6848,10,19,27,89,110,198,115,116,232,106,112,220,98,135,236,43,47,95,146,177,322,352,401,746,320,362,678,22,37,57,83,104,190,428,598,1027,775,888,1668,24,27,52,7704,9145,16852,836,814,1651,229,215,446,8,10,19,0,0,4,434,382,815,69,75,147,507,462,967,7795,7569,15366,59,49,113,21,34,56,7873,7654,15528,987,1007,1997,18337,19612,37952
POA4510,207,379,586,2874,3518,6398,0,0,0,460,541,1008,4,8,10,3751,4334,8079,27,35,63,82,86,161,157,178,342,123,144,267,201,288,488,14,12,21,139,151,286,330,392,721,548,601,1148,58,80,136,107,124,226,831,1136,1965,779,953,1733,55,72,120,10525,12655,23181,115,138,260,113,89,202,18,13,26,5,0,5,36,26,65,139,192,328,177,225,401,13444,12844,26285,86,65,150,39,76,110,13569,12982,26551,2378,2359,4733,27101,28840,55940
POA4511,25,40,65,790,897,1683,0,0,0,75,90,168,0,0,0,751,943,1695,9,15,20,21,32,57,30,46,74,12,14,27,41,57,94,4,0,3,17,18,35,35,41,75,121,130,251,6,21,31,13,14,30,168,236,399,113,138,251,8,7,20,2218,2695,4920,3,7,11,4,8,7,0,4,4,0,0,4,6,3,8,8,22,25,15,21,40,2194,2053,4240,6,9,12,12,25,30,2207,2077,4286,324,275,597,4805,5125,9929
POA4512,17,14,27,228,237,462,0,0,0,28,29,60,0,0,0,295,326,617,3,3,9,4,8,9,0,3,0,0,3,6,29,25,53,0,0,0,20,14,30,26,22,46,40,38,81,4,4,3,5,9,15,68,64,135,87,70,161,17,15,28,837,867,1708,3,4,5,3,0,3,0,4,6,0,0,0,0,0,0,0,10,9,0,10,9,848,747,1594,5,3,5,0,0,4,851,757,1609,159,151,313,1868,1808,3677
POA4514,5,29,37,450,514,961,0,0,0,47,67,113,3,6,4,463,534,999,3,0,4,10,5,17,15,20,33,8,9,19,27,24,57,0,0,0,7,13,24,12,13,28,75,65,143,13,5,21,8,15,24,115,150,272,104,119,223,35,42,72,1408,1599,3007,0,4,5,0,6,4,0,0,0,0,0,3,3,0,0,6,33,37,13,34,42,1793,1674,3467,11,7,18,3,9,18,1809,1689,3500,1739,276,2009,4972,3628,8605
POA4515,0,15,18,303,320,622,0,0,0,55,54,107,0,0,0,522,438,958,3,7,10,0,7,7,17,20,39,10,12,24,11,17,27,0,0,0,17,19,32,25,31,53,31,31,63,5,3,10,13,18,27,117,117,235,44,79,124,10,11,23,1182,1170,2355,5,0,7,11,10,20,0,0,0,0,0,0,0,0,0,21,20,43,21,20,43,776,709,1486,8,7,19,0,4,3,782,726,1506,296,227,520,2306,2161,4467
POA4516,13,14,23,256,296,553,0,0,0,38,32,66,0,0,0,338,364,701,4,6,9,3,0,8,15,18,31,7,8,15,30,16,43,0,0,0,12,8,22,21,17,40,50,52,99,0,4,5,8,10,22,74,103,171,80,84,165,5,5,7,936,1026,1964,5,3,7,4,0,4,0,0,0,0,0,0,3,0,6,5,4,8,10,6,12,1081,919,1999,9,9,14,5,11,10,1093,928,2020,143,107,253,2202,2089,4290
POA4517,0,3,6,57,57,115,0,0,0,9,11,24,0,0,0,54,84,139,0,0,0,0,0,0,3,3,7,5,4,9,8,3,13,0,0,0,0,3,5,0,3,10,10,11,21,0,3,3,5,4,5,19,32,54,12,26,38,0,0,0,194,245,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,194,194,391,0,0,4,0,0,0,197,198,393,53,54,100,444,499,941
POA4518,17,40,51,295,356,651,0,0,0,61,61,124,0,0,0,381,421,797,0,0,4,3,5,13,43,45,89,9,4,13,33,30,65,0,0,0,12,12,20,43,52,91,57,43,103,3,0,8,9,7,15,108,121,226,91,86,179,5,4,5,1156,1256,2410,6,5,4,3,3,8,0,0,0,0,0,0,0,0,0,4,9,10,4,9,10,1357,1322,2679,24,7,32,4,9,14,1385,1338,2724,222,161,380,2801,2800,5601
POA4519,34,47,82,493,609,1108,0,0,0,149,166,313,0,0,5,527,638,1170,0,0,0,14,6,22,31,38,70,3,17,23,32,46,81,0,0,5,15,23,42,70,100,166,90,84,172,0,5,14,11,11,20,188,236,423,152,170,326,5,9,15,1801,2168,3972,18,13,28,0,0,7,0,3,3,3,3,7,23,23,47,13,18,32,40,46,79,2302,2155,4457,20,13,34,11,21,39,2336,2192,4528,407,369,778,4634,4842,9477
POA4520,23,54,77,864,968,1835,0,0,0,157,159,313,0,0,0,1226,1236,2465,4,9,14,18,26,41,21,13,30,22,21,41,51,57,107,0,0,0,25,23,51,58,69,121,145,140,289,14,9,27,4,4,11,300,391,685,210,227,439,26,32,60,3151,3382,6531,20,14,36,12,15,22,0,9,16,0,0,0,4,5,3,19,39,54,18,41,61,3272,2912,6182,34,32,64,7,31,35,3319,2976,6288,462,383,848,7013,6872,13885
POA4521,15,29,43,261,321,580,0,0,0,54,44,101,0,0,0,396,455,853,3,3,3,3,5,5,7,9,14,0,4,7,18,36,57,0,0,0,12,8,23,23,27,46,45,55,102,0,9,9,9,5,11,156,162,320,76,102,182,10,10,18,1072,1253,2320,0,0,0,0,0,0,0,0,5,0,0,0,3,6,4,3,6,9,10,9,17,1246,1121,2372,12,6,18,0,13,12,1254,1142,2404,193,197,390,2548,2629,5174
POA4550,20,31,54,246,294,546,0,0,0,51,64,116,0,0,0,298,349,644,0,0,0,7,0,9,9,13,15,5,9,8,22,27,45,0,0,0,7,9,19,29,29,57,49,38,85,3,6,11,9,0,6,81,97,179,84,87,173,6,6,6,893,1020,1917,4,8,9,5,0,0,0,3,4,0,0,0,0,6,3,9,6,12,9,14,19,1278,1254,2539,9,11,21,8,13,23,1304,1279,2582,173,146,322,2408,2497,4908
POA4551,190,330,520,4020,5134,9157,0,0,0,622,706,1332,10,4,12,5491,6723,12209,91,122,213,88,114,201,174,212,377,49,55,104,287,381,674,25,19,49,86,109,190,457,531,994,688,858,1544,59,81,144,38,71,113,1204,1657,2861,905,1143,2044,34,46,84,14328,17976,32304,245,240,486,59,56,115,20,25,44,0,0,4,110,98,206,55,96,150,173,189,362,15055,14778,29826,94,69,160,38,95,131,15191,14937,30124,2222,2110,4337,32421,35862,68286
POA4552,69,84,149,521,609,1136,0,0,0,57,64,128,0,0,0,422,507,924,0,4,7,11,13,19,18,31,48,0,0,0,39,50,87,0,0,0,10,5,14,20,28,52,83,85,167,0,6,9,11,9,16,176,250,426,113,153,264,11,8,23,1502,1823,3327,23,10,40,3,3,9,3,4,11,0,0,0,0,0,0,31,34,70,31,34,70,2218,2193,4410,20,18,36,25,40,60,2263,2245,4507,455,454,908,4350,4671,9019
POA4553,56,73,124,488,588,1071,0,0,0,94,91,189,11,9,23,694,859,1549,0,0,4,15,16,27,18,27,41,22,24,41,41,34,72,0,4,5,6,7,12,59,74,129,67,90,158,0,0,6,10,11,23,122,174,294,181,212,395,3,13,18,1839,2215,4053,61,54,124,26,19,47,7,3,11,0,0,0,34,22,50,4,4,8,34,26,62,2766,2704,5469,16,16,30,3,21,22,2789,2734,5520,425,385,802,5236,5512,10748
POA4554,36,51,92,98,107,199,0,0,0,12,12,23,0,0,0,97,117,213,0,0,0,0,0,0,8,8,17,3,0,3,8,13,16,0,0,0,0,0,4,7,7,12,21,19,39,0,0,0,5,9,12,36,31,64,34,30,63,0,0,0,322,351,678,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,7,13,506,452,958,5,0,5,0,3,0,508,459,967,127,118,244,1005,994,2000
POA4555,32,49,81,404,468,869,0,0,0,67,87,158,8,12,22,445,557,1009,0,0,5,5,5,16,23,28,48,7,9,13,27,42,64,0,0,0,22,21,40,84,78,163,78,87,170,5,10,15,6,11,27,136,209,339,190,239,428,0,0,4,1510,1871,3374,3,3,9,8,7,9,0,0,0,0,0,0,0,4,8,6,13,20,13,19,26,1827,1776,3605,13,9,27,19,18,37,1864,1809,3672,283,262,542,3713,4015,7723
