POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA4550,66,35,37,50,72,57,32,24,5,378,882,526,631,567,724,706,547,257,57,4897
POA4551,922,613,553,643,712,645,524,370,209,5191,11896,7192,7166,8191,8821,8605,8590,5681,2140,68282
POA4552,117,67,62,84,107,128,132,68,28,793,1129,643,538,807,1157,1619,1844,988,302,9027
POA4553,222,133,124,142,154,74,63,20,4,936,2379,1480,1610,1603,1461,1101,744,293,70,10741
POA4554,44,25,22,37,29,17,24,10,5,213,356,220,175,232,335,332,256,79,17,2002
POA4555,113,79,65,71,91,81,48,17,17,582,1424,875,747,941,1158,1065,862,461,188,7721
POA4556,600,574,406,385,446,342,330,244,238,3565,8252,6182,4821,5524,6267,5431,5289,3690,1694,47150
POA4557,295,197,226,234,235,207,134,53,22,1603,3762,2371,2591,2897,2914,2527,1986,863,240,20151
POA4558,296,246,364,311,278,302,308,207,196,2508,2731,2417,3511,2689,2624,3163,3263,2014,904,23316
POA4559,92,64,49,92,76,73,63,47,25,581,1375,868,700,941,1143,1030,840,423,119,7439
POA4560,601,344,349,416,402,347,246,138,80,2923,6696,3628,4147,4609,4574,4808,4453,2781,1017,36713
POA4561,137,69,75,93,115,94,43,24,9,659,1752,862,985,1111,1253,1318,906,369,87,8643
POA4562,134,79,45,100,155,104,62,44,9,732,1620,880,576,1078,1525,1460,1117,444,82,8782
POA4563,160,78,84,103,120,140,102,73,79,939,1567,900,677,1063,1373,1561,1592,833,257,9823
POA4564,140,128,91,137,148,139,118,85,42,1028,1623,1144,1105,1277,1565,1938,1760,941,301,11654
POA4565,212,134,103,155,217,195,166,143,111,1436,2171,1393,1033,1533,2116,2343,2361,1493,581,15024
POA4566,83,52,56,58,101,99,107,77,31,664,1013,670,519,786,1142,1329,1726,1185,353,8723
POA4567,141,98,120,142,167,139,107,60,28,1002,1739,1062,1033,1330,1841,1932,1891,889,254,11971
POA4568,37,34,22,34,47,54,37,15,5,285,618,352,263,401,592,668,538,250,47,3729
POA4569,40,11,23,19,26,28,18,4,0,169,319,138,153,231,259,326,213,86,28,1753
POA4570,907,533,498,511,634,625,484,253,87,4532,8086,4804,4544,4982,6102,7286,6360,3255,1012,46431
POA4571,24,8,16,10,13,21,16,0,0,108,161,58,79,84,155,177,125,44,8,891
POA4572,48,44,70,35,66,66,48,19,25,421,469,470,654,434,598,707,536,266,109,4243
POA4573,519,257,244,404,402,289,227,111,43,2496,6224,3094,2948,4581,4724,4061,3427,1709,621,31389
POA4574,16,9,5,14,17,20,17,6,6,110,238,112,127,153,185,270,228,97,21,1431
POA4575,424,263,357,279,287,310,196,163,70,2349,4576,3109,3358,3418,3699,3759,3173,2073,859,28024
POA4580,68,43,20,41,66,86,102,66,27,519,445,268,231,306,527,990,1553,744,159,5223
POA4581,26,23,19,17,35,39,32,15,0,206,148,94,122,128,202,300,290,120,13,1417
POA4600,20,13,9,11,17,15,6,6,4,101,144,63,56,85,134,174,167,71,16,910
POA4601,21,17,12,14,18,21,13,11,3,130,188,116,100,110,155,193,171,99,20,1152
POA4605,131,71,40,54,69,62,58,32,13,530,1055,592,470,429,569,633,591,311,122,4772
POA4606,51,31,26,18,33,36,26,32,10,263,345,239,217,192,309,360,359,290,97,2408
POA4608,21,9,11,16,10,12,15,8,0,102,153,78,62,91,133,163,151,74,6,911
POA4610,330,193,179,154,183,181,167,82,38,1507,2906,1801,1819,1619,1788,1967,1892,1037,368,15197
POA4611,0,0,3,0,3,6,7,0,0,19,16,19,13,10,18,13,29,11,0,129
POA4612,0,0,0,10,0,10,12,3,0,35,42,11,11,26,30,32,58,24,4,238
POA4613,39,11,7,22,17,21,17,8,0,142,145,62,71,74,108,151,159,85,20,875
POA4614,31,7,8,10,21,26,16,24,0,143,205,98,77,102,141,187,241,152,33,1236
POA4615,183,84,81,92,116,165,158,82,18,979,1082,632,551,671,940,1257,1397,662,158,7350
POA4620,6,0,5,3,12,17,14,10,0,67,43,35,36,23,69,100,84,49,11,450
POA4621,51,22,23,22,37,26,33,27,5,246,276,139,124,159,240,287,319,217,45,1806
POA4625,53,44,32,37,45,44,44,30,6,335,408,312,265,255,350,387,386,246,72,2681
POA4626,45,22,57,31,28,29,25,16,7,260,320,188,315,211,255,272,226,145,52,1984
POA4627,19,17,3,8,20,13,17,17,4,118,159,84,59,90,117,134,116,67,13,839
POA4630,39,36,20,17,37,38,46,26,11,270,368,213,184,232,292,375,369,207,102,2342
POA4650,577,468,545,535,487,479,442,235,100,3868,5274,3613,3217,3502,4267,5457,5791,2895,935,34951
POA4655,965,579,481,570,686,698,789,611,256,5635,10390,5992,5600,6423,7859,9861,11563,7003,2105,66796
POA4659,75,39,40,31,58,92,90,48,21,494,594,333,288,326,583,1124,1363,611,143,5365
POA4660,128,82,71,76,129,168,170,71,13,908,983,644,611,625,1002,1527,1715,774,157,8038
POA4662,29,22,10,10,15,17,15,12,0,130,163,100,73,75,91,132,132,51,11,828
POA4670,1449,857,884,786,931,961,819,553,256,7496,14354,9078,9059,8877,10224,11723,11545,7391,2468,84719
POA4671,138,80,61,70,124,146,126,54,7,806,890,589,463,560,865,1229,1104,489,97,6286
POA4673,16,7,9,9,12,15,11,4,0,83,84,64,42,61,106,134,123,47,7,668
POA4674,42,14,9,21,47,57,32,6,0,228,188,109,81,137,267,381,299,100,15,1577
POA4676,8,0,0,3,7,11,3,0,0,32,20,14,0,18,28,51,37,12,4,184
POA4677,117,41,58,97,129,112,80,24,5,663,666,277,304,520,688,856,657,215,36,4219
POA4678,0,4,6,6,10,15,12,3,0,56,118,49,55,66,119,192,138,69,11,817
POA4680,1151,618,700,733,770,642,355,194,83,5246,12379,6590,7269,7449,7750,6977,4398,1937,595,55344
POA4694,3,4,0,6,6,4,0,0,0,23,13,16,9,8,25,27,12,5,0,115
POA4695,33,11,19,15,19,27,36,3,8,171,231,98,104,134,149,169,161,44,14,1104
POA4697,3,9,0,10,12,3,3,0,0,40,23,16,9,17,38,25,19,7,0,154
POA4699,15,9,0,9,11,8,9,9,0,70,105,53,16,59,67,55,65,27,10,457
POA4700,263,255,222,198,234,222,135,80,45,1654,3029,2480,2302,1889,2193,2175,1571,1122,557,17318
POA4701,912,594,656,609,562,448,259,159,92,4291,8846,5586,6164,5726,5179,5071,3912,2362,980,43826
POA4702,689,519,723,722,555,527,315,173,30,4253,6311,3434,3845,4030,3608,4032,2930,1337,302,29829
POA4703,443,311,321,357,408,429,226,125,63,2683,4659,2785,2605,3003,3337,3709,2941,1562,535,25136
POA4704,0,0,0,3,0,4,0,0,0,7,19,6,12,16,16,21,17,14,0,121
POA4705,11,4,9,8,15,13,5,0,0,65,70,34,55,38,78,67,42,16,3,403
POA4706,0,0,0,0,0,0,6,0,0,6,15,0,7,8,9,11,11,6,3,70
POA4707,3,0,3,4,4,13,4,3,0,34,29,27,22,20,37,57,34,21,5,252
POA4709,15,13,11,16,14,9,0,0,0,78,197,105,118,135,95,74,9,0,0,733
POA4710,101,54,52,77,76,72,66,45,35,578,933,407,483,547,571,804,796,444,146,5131
POA4711,29,18,14,19,26,29,14,0,0,149,327,236,145,210,295,297,203,70,13,1796
POA4712,0,0,0,5,10,7,0,3,0,25,61,17,32,15,44,40,27,15,9,260
POA4713,65,14,12,7,5,4,0,0,0,107,362,172,172,98,108,69,36,8,0,1025
POA4714,97,51,51,47,75,82,69,37,7,516,400,272,216,259,384,568,535,245,65,2944
POA4715,223,137,147,120,134,115,85,57,34,1052,1511,863,955,983,915,865,496,331,139,7058
POA4716,9,3,3,6,13,14,9,3,0,60,165,76,76,102,107,118,103,61,8,816
POA4717,141,139,173,157,117,84,28,4,3,846,1098,665,843,811,636,424,159,52,7,4695
POA4718,97,68,67,103,75,47,33,19,0,509,613,301,378,376,299,295,213,88,15,2578
POA4719,35,20,20,17,12,33,21,7,4,169,208,102,143,127,123,161,115,78,25,1082
POA4720,377,232,291,308,218,207,81,40,32,1786,3793,1997,2364,2362,1889,1550,710,282,81,15028
POA4721,105,72,88,94,85,81,39,20,6,590,854,438,598,548,490,506,309,163,54,3960
POA4722,41,20,47,50,28,34,24,9,8,261,336,141,226,233,195,242,131,93,43,1640
POA4723,67,35,38,42,39,44,28,12,4,309,399,156,219,206,170,218,158,53,16,1595
POA4724,3,5,8,10,3,16,6,10,3,64,85,60,70,68,84,89,53,38,12,559
POA4725,49,24,19,30,24,34,18,27,10,235,291,153,181,161,202,208,162,130,43,1531
POA4726,6,3,0,3,0,5,0,4,0,21,76,37,37,44,53,60,33,23,3,366
POA4727,9,9,9,15,13,13,4,4,0,76,58,23,27,58,45,52,30,10,0,303
POA4728,7,0,3,4,6,4,8,0,0,32,57,10,29,29,27,28,27,18,4,229
POA4730,81,66,60,62,54,79,43,11,10,466,605,375,417,403,370,463,317,147,88,3185
POA4731,0,0,0,0,4,5,3,0,0,12,31,16,28,13,25,42,46,12,0,213
POA4732,6,0,0,5,10,9,5,0,0,35,33,11,14,22,26,19,26,6,0,157
POA4733,0,4,3,0,4,10,4,0,0,25,29,17,26,21,26,30,15,4,0,168
POA4735,32,15,19,22,18,20,35,19,0,180,161,78,96,116,136,154,129,80,21,971
POA4736,4,0,5,3,3,4,0,0,0,19,24,20,11,20,16,23,12,6,0,132
POA4737,231,108,149,182,147,142,104,51,12,1126,1612,947,880,1045,1135,1190,944,440,130,8323
POA4738,24,3,7,26,16,23,33,5,0,137,205,82,97,157,152,204,200,51,8,1156
POA4739,3,5,3,3,4,8,13,7,5,51,49,23,32,27,43,75,55,30,6,340
POA4740,1750,1211,1452,1450,1441,1244,665,413,197,9823,16888,10323,11474,11530,11373,10866,7459,3996,1592,85501
POA4741,176,154,246,196,242,226,99,53,11,1403,1218,790,829,894,1102,1251,817,381,73,7355
POA4742,65,51,86,74,71,49,16,5,0,417,199,114,217,196,174,177,84,26,9,1196
POA4743,19,15,42,29,24,14,3,3,0,149,109,49,115,113,91,59,16,9,0,561
POA4744,252,282,534,369,305,204,48,15,0,2009,2305,1163,1883,1725,1303,780,214,41,13,9427
POA4745,89,113,169,113,97,72,32,3,0,688,629,378,542,446,417,327,139,27,3,2908
POA4746,39,109,212,116,113,67,15,0,0,671,391,245,468,345,299,202,34,7,0,1991
POA4750,134,86,112,116,110,102,39,12,12,723,1372,707,787,875,830,813,434,167,28,6013
POA4751,102,78,75,76,105,74,37,28,9,584,1015,560,647,526,646,648,404,176,57,4679
POA4753,90,62,75,84,94,64,28,5,0,502,1209,541,668,734,623,474,258,105,16,4628
POA4754,101,66,48,72,70,45,35,18,0,455,600,308,299,335,317,278,219,113,48,2517
POA4756,21,16,12,12,20,19,13,13,4,130,120,49,55,58,118,110,89,42,8,649
POA4757,12,3,5,12,15,14,3,0,0,64,78,28,28,38,54,66,47,17,3,359
POA4798,34,7,8,19,26,21,11,16,3,145,132,65,44,79,101,126,65,69,12,693
POA4799,15,14,11,23,29,23,11,5,0,131,135,77,63,101,146,200,177,71,8,978
POA4800,187,100,139,150,188,184,118,58,19,1143,1915,961,966,1231,1465,1511,1263,578,188,10078
POA4802,231,276,481,313,309,254,154,46,4,2068,2005,1709,2695,2000,1829,1622,1095,377,44,13376
POA4804,40,40,103,61,90,77,33,16,3,463,359,177,322,219,344,328,231,103,35,2118
POA4805,269,183,192,204,214,225,153,91,22,1553,2115,1159,1483,1353,1455,1717,1393,732,235,11642
POA4806,67,54,46,35,61,53,28,48,14,406,607,401,329,350,509,551,532,328,156,3763
POA4807,247,184,191,169,156,143,104,73,39,1306,1780,1215,1289,1159,1371,1513,1330,812,315,10784
POA4808,32,7,16,13,13,15,20,7,0,123,210,103,108,127,145,180,150,71,14,1108
POA4809,21,9,14,9,14,20,5,10,6,108,165,97,88,106,132,156,150,71,14,979
POA4810,275,327,429,373,382,329,190,112,46,2463,2886,2732,3464,2801,3139,3150,2150,1016,353,21691
POA4811,184,376,618,482,312,177,89,43,14,2295,2193,2053,2332,1991,1799,1499,1068,584,167,13686
POA4812,373,277,319,289,269,226,137,89,36,2015,3259,2585,2694,2367,2466,2433,1753,1060,498,19115
POA4814,831,1370,822,614,542,386,270,188,118,5141,8364,8696,6337,5675,5692,4908,3641,2125,747,46185
POA4815,649,386,380,336,332,232,127,66,14,2522,4768,3072,2747,2590,2759,2344,1833,1023,254,21390
POA4816,205,101,133,134,193,187,124,54,8,1139,1760,913,1017,1006,1280,1499,1264,479,74,9292
POA4817,546,392,368,382,368,256,150,59,23,2544,6364,4258,4124,4071,4107,3610,2693,1196,366,30789
POA4818,714,350,514,489,414,240,149,42,8,2920,8025,3903,5477,4904,3757,3016,2038,720,168,32008
POA4819,22,24,31,35,31,70,50,15,6,284,232,132,181,228,291,587,568,203,46,2468
POA4820,345,226,167,201,225,188,174,99,32,1657,2167,1348,1072,1169,1373,1365,1275,713,237,10719
POA4821,35,31,40,14,36,37,26,9,8,236,276,152,210,129,193,191,170,104,31,1456
POA4822,26,14,26,17,21,20,19,9,4,156,162,68,130,87,85,122,75,34,6,769
POA4823,18,39,44,43,28,33,12,3,0,220,169,157,176,140,104,130,60,26,5,967
POA4824,104,68,107,98,71,75,34,18,0,575,667,448,591,519,407,408,232,90,19,3381
POA4825,473,375,464,383,353,268,109,61,19,2505,4514,2683,3450,2743,2358,1999,950,479,118,19294
POA4828,8,3,8,6,0,7,0,0,0,32,46,25,37,27,25,44,22,0,0,226
POA4829,14,12,14,10,23,15,13,0,0,101,100,62,89,67,59,85,53,12,0,527
POA4830,32,10,25,20,15,23,12,5,0,142,494,325,299,203,169,157,78,16,0,1741
POA4849,25,17,9,17,19,36,35,21,5,184,139,76,96,86,137,281,312,171,62,1360
POA4850,194,135,110,99,161,162,140,99,44,1144,1647,1007,947,961,1339,1828,1686,1046,459,10920
POA4852,88,40,61,60,80,64,72,28,3,496,628,275,383,452,588,763,653,265,49,4056
POA4854,131,58,109,95,87,78,60,36,11,665,980,577,669,612,700,797,672,391,127,5525
POA4855,31,8,9,25,20,14,8,9,0,124,140,80,73,99,104,149,105,47,15,812
POA4856,23,20,7,19,13,6,12,3,0,103,119,83,63,88,98,111,103,49,8,722
POA4858,37,11,13,21,24,28,18,14,8,174,317,120,155,169,197,245,185,90,33,1511
POA4859,24,14,19,10,7,20,13,7,0,114,88,50,69,52,83,99,55,21,5,522
POA4860,287,144,186,135,147,158,117,78,33,1285,2139,1148,1416,1209,1336,1600,1315,781,372,11316
POA4861,35,22,22,27,25,22,13,6,3,175,261,138,141,179,182,253,223,114,42,1533
POA4865,218,113,106,126,134,108,81,38,33,957,1862,1019,1023,1124,1157,1133,812,372,130,8632
POA4868,515,333,347,356,326,277,205,92,35,2486,4686,2729,2900,3053,3152,2734,2322,1048,276,22900
POA4869,632,328,374,340,314,166,107,82,67,2410,5131,2731,3051,2889,2692,1975,1346,648,166,20629
POA4870,1403,1239,1685,1337,1256,1028,723,340,137,9148,13073,8751,10420,10427,10699,9153,6607,3325,1346,73801
POA4871,327,170,165,170,213,221,160,86,21,1533,2026,1280,1215,1184,1404,1653,1334,575,133,10804
POA4872,105,53,63,53,96,102,83,34,12,601,690,381,403,410,626,727,615,319,80,4251
POA4873,165,89,84,95,136,114,105,41,9,838,1229,603,587,775,1028,1148,888,409,107,6774
POA4874,212,134,212,151,127,113,38,10,0,997,1435,793,1042,824,745,531,176,44,11,5601
POA4875,250,91,76,85,80,76,44,11,5,718,2229,1091,1156,978,814,713,384,129,23,7517
POA4876,209,52,43,49,44,40,14,4,0,455,970,472,429,300,260,236,105,23,3,2798
POA4877,67,78,182,95,85,120,120,51,14,812,599,440,956,707,723,873,740,337,77,5452
POA4878,231,179,190,194,218,173,128,60,19,1392,2579,1794,1896,2009,2225,2041,1605,684,211,15044
POA4879,311,214,231,255,344,330,216,101,21,2023,3881,2058,2382,2921,3341,3369,2588,1126,249,21915
POA4880,318,397,684,480,365,234,158,92,38,2766,2400,1617,2150,1705,1873,1717,1491,1032,351,14336
POA4881,156,51,64,103,85,121,72,32,0,684,847,405,374,610,720,882,634,291,63,4826
POA4882,70,49,58,32,60,41,39,24,6,379,575,309,367,378,389,436,445,229,55,3183
POA4883,203,130,122,116,122,106,125,71,59,1054,1546,943,989,878,1072,1142,1253,787,340,8950
POA4884,27,11,13,13,23,26,25,18,6,162,289,140,123,189,266,314,364,163,50,1898
POA4885,81,35,37,43,49,62,74,47,29,457,733,309,252,411,543,679,651,327,107,4012
POA4886,20,13,16,24,24,26,19,7,3,152,164,62,69,108,125,194,158,64,17,961
POA4887,65,55,21,27,44,45,35,19,4,315,387,242,139,190,233,398,342,160,48,2139
POA4888,56,46,31,30,63,72,47,26,6,377,414,259,212,214,389,532,463,217,46,2746
POA4890,44,26,30,18,23,8,14,10,0,173,384,200,216,166,167,165,94,43,3,1438
POA4891,6,8,8,7,10,10,3,10,0,62,41,28,41,46,78,125,84,44,6,493
POA4892,347,111,163,94,108,92,47,24,3,989,1245,911,880,662,735,528,261,88,12,5322
POA4895,181,74,80,78,109,108,82,29,4,745,982,476,545,536,624,675,523,212,27,4600
POA5000,71,360,508,297,211,148,150,60,22,1827,943,4566,4966,2409,1652,1551,1381,601,141,18210
POA5006,31,165,70,53,46,52,56,42,57,572,506,1392,1124,750,632,732,863,544,287,6830
POA5007,75,77,112,79,86,71,50,27,6,583,905,1056,2004,1161,933,899,638,343,259,8198
POA5008,145,121,156,153,120,108,68,36,16,923,2263,1714,2665,2037,1774,1730,1217,655,331,14386
POA5009,37,44,50,47,44,38,25,20,4,309,847,696,882,744,754,653,459,306,126,5467
POA5010,77,46,50,54,58,45,36,24,9,399,1012,772,946,803,845,703,541,304,193,6119
POA5011,118,104,158,117,103,120,52,39,23,834,2335,1693,2627,2089,1741,1615,1080,519,284,13983
POA5012,142,106,133,125,117,70,48,32,15,788,2123,1738,1972,1743,1469,1231,862,419,195,11752
POA5013,133,101,116,103,111,110,59,31,12,776,1688,1307,1607,1382,1441,1474,999,478,279,10655
POA5014,139,99,96,97,117,97,46,36,14,741,1871,1381,1932,1676,1614,1742,1268,676,378,12538
POA5015,59,50,58,66,57,53,38,21,8,410,820,625,882,875,859,953,660,241,90,6005
POA5016,103,68,65,74,70,82,52,24,15,553,1479,980,1177,1157,1224,1393,978,539,373,9300
POA5017,92,55,58,60,54,39,28,24,3,413,914,564,691,724,685,675,539,325,84,5201
POA5018,42,36,25,28,52,62,46,17,3,311,723,536,507,620,692,1048,978,377,116,5597
POA5019,108,84,82,94,124,133,82,34,15,756,1298,850,1044,1144,1372,1578,1232,575,297,9390
POA5020,29,13,16,16,19,26,27,9,10,165,526,277,299,408,382,456,561,244,81,3234
POA5021,38,32,26,33,28,47,55,41,18,318,756,586,662,646,729,947,1195,833,409,6763
POA5022,120,98,114,105,146,142,110,49,32,916,2465,1786,1600,1900,2443,2444,2078,1108,519,16343
POA5023,215,154,192,154,155,144,98,65,24,1201,2720,2008,3064,2316,2194,2092,1613,1216,663,17886
POA5024,123,95,86,101,138,127,72,66,33,841,2328,1680,1515,1779,2037,1934,1551,1259,595,14678
POA5025,94,88,68,76,79,63,44,34,12,558,1535,1090,1273,1227,1216,1139,873,759,240,9352
POA5031,72,77,105,93,74,67,37,21,17,563,1311,1305,2107,1404,1322,1203,756,441,260,10109
POA5032,92,76,102,103,101,99,61,44,29,707,2060,1509,2028,1942,1658,1652,1262,867,460,13438
POA5033,81,57,84,67,73,55,25,33,12,487,1192,1117,1792,1322,1041,908,666,460,367,8865
POA5034,77,57,59,68,63,69,59,33,15,500,1582,1217,1382,1350,1328,1296,1137,571,279,10142
POA5035,39,30,37,50,30,24,34,13,14,271,967,759,1186,955,740,682,566,315,193,6363
POA5037,92,80,116,83,54,72,40,56,25,618,1655,1562,2233,1584,1277,1180,946,700,566,11703
POA5038,102,140,171,117,97,105,62,45,30,869,2557,2151,3657,2538,1953,1822,1447,820,453,17398
POA5039,71,59,79,72,73,65,22,25,16,482,1622,1053,1495,1433,1094,1069,792,409,241,9208
POA5040,29,24,17,15,20,17,12,19,8,161,397,374,199,262,282,356,312,253,77,2512
POA5041,121,64,77,66,107,77,47,48,30,637,2414,1675,1455,1727,2009,1702,1321,746,496,13545
POA5042,108,121,155,103,103,75,77,53,33,828,1657,1778,2280,1656,1203,1112,970,784,394,11834
POA5043,161,170,179,165,152,134,93,59,50,1163,2868,2596,3651,2824,2126,2121,1951,1404,776,20317
POA5044,71,51,51,47,74,83,54,42,38,511,1706,1380,1115,1273,1527,1531,1472,937,637,11578
POA5045,88,86,102,123,120,117,124,87,34,881,1936,1523,2107,2055,1950,2316,2334,1273,578,16072
POA5046,74,61,65,57,63,61,49,24,22,476,1431,1095,1506,1344,1122,1066,1111,627,454,9756
POA5047,108,68,78,73,62,56,52,27,17,541,1435,1130,1503,1265,1020,943,929,553,204,8982
POA5048,118,84,89,101,120,146,150,79,28,915,2294,1627,1537,1859,1949,2164,2142,1260,682,15514
POA5049,110,83,61,69,81,90,70,44,10,618,1753,1131,999,1322,1422,1461,1364,699,233,10384
POA5050,50,32,25,32,40,39,26,22,18,284,943,647,546,676,795,678,690,498,258,5731
POA5051,136,84,52,82,111,82,70,51,22,690,2944,1725,1345,2078,2240,1931,1675,949,241,15128
POA5052,49,44,21,38,44,47,41,51,45,380,1173,779,493,860,982,798,816,616,243,6760
POA5061,60,50,47,47,63,68,54,28,13,430,1492,1180,1079,1153,1383,1308,1253,670,247,9765
POA5062,99,78,62,78,90,97,96,48,29,677,2606,1966,1415,1812,2147,2136,1898,1039,498,15517
POA5063,84,63,65,82,91,63,83,56,48,635,2101,1439,1573,1834,1695,1395,1376,822,521,12756
POA5064,62,49,44,59,64,55,43,55,41,472,1869,1269,737,1283,1461,1224,1267,1019,631,10760
POA5065,56,58,43,57,59,43,51,53,23,443,1853,1324,1102,1371,1387,1218,1323,905,494,10977
POA5066,97,61,22,46,69,47,47,44,21,454,2243,1551,858,1466,1835,1622,1436,919,311,12241
POA5067,72,87,116,89,91,73,55,32,13,628,1353,1355,1822,1469,1222,1360,1285,694,209,10769
POA5068,57,92,85,56,89,87,71,67,32,636,1852,1658,1436,1528,1554,1561,1453,1052,555,12649
POA5069,50,45,57,53,65,79,37,19,18,423,1274,1073,1117,1013,1129,1206,864,469,235,8380
POA5070,128,86,94,110,105,89,70,71,60,813,2256,1652,2450,2065,1797,1635,1470,1223,838,15386
POA5072,89,92,69,78,92,89,51,52,21,633,2300,1806,1630,1888,1901,1618,1396,931,466,13936
POA5073,127,93,92,97,124,98,44,60,26,761,2871,2022,2183,2291,2256,1952,1421,1275,553,16824
POA5074,130,91,118,107,91,72,71,107,110,897,2334,1574,2318,2045,1656,1470,1296,1105,581,14379
POA5075,87,86,70,65,93,91,55,68,67,682,1648,1305,1494,1391,1344,1383,1255,1021,451,11292
POA5076,85,53,62,54,68,74,41,20,9,466,1558,1128,1100,1222,1315,1365,1153,626,157,9624
POA5081,75,59,66,75,88,74,53,37,22,549,1513,1215,1177,1226,1268,1235,1147,715,377,9873
POA5082,113,118,166,125,128,111,74,38,33,906,2821,2026,2700,2397,2017,1953,1381,661,368,16324
POA5083,33,45,53,50,48,46,29,16,7,327,1364,966,1334,1169,947,961,739,300,177,7957
POA5084,180,146,143,127,121,85,49,29,8,888,1902,1539,2304,1564,1249,1072,725,381,166,10902
POA5085,247,215,547,441,277,138,82,69,27,2043,4634,2890,5188,4372,2714,2044,1557,909,480,24788
POA5086,214,122,160,191,142,96,66,35,30,1056,3312,2001,2960,2874,2069,1825,1462,757,360,17620
POA5087,131,105,125,106,88,65,50,35,18,723,2132,1384,2353,2062,1440,1218,955,661,332,12537
POA5088,39,33,25,33,32,21,22,13,9,227,649,406,616,633,440,398,314,198,70,3724
POA5089,81,55,38,38,61,39,45,17,6,380,1248,891,736,876,979,866,819,447,91,6953
POA5090,75,51,47,43,51,55,69,92,158,641,1227,764,952,992,860,805,967,951,670,8188
POA5091,67,45,41,49,70,49,43,26,13,403,1381,897,885,1022,1051,901,918,663,149,7867
POA5092,194,120,141,161,126,100,100,55,25,1022,3228,2075,2465,2706,2215,2063,2103,1077,367,18299
POA5093,105,88,68,75,73,46,43,53,12,563,1658,1117,1305,1308,1167,933,1039,738,166,9431
POA5094,12,27,17,0,6,6,4,4,0,76,133,126,151,123,115,106,78,76,7,915
POA5095,219,158,149,186,146,109,73,31,22,1093,3946,3126,3706,3364,2621,2137,1487,718,266,21371
POA5096,166,116,123,117,92,92,45,31,14,796,2543,1723,1982,1836,1739,1726,1304,683,233,13769
POA5097,149,71,75,97,113,88,73,54,20,740,2342,1442,1800,1784,1758,1703,1644,1015,426,13914
POA5098,186,116,113,110,105,58,75,42,27,832,2257,1521,1750,1766,1617,1311,1399,1041,402,13064
POA5106,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,8,7,22,40,90
POA5107,259,157,168,176,127,117,76,68,41,1189,3857,2422,2660,2680,2099,2166,1589,874,282,18629
POA5108,778,448,486,487,462,333,234,111,50,3389,8819,5686,6360,6019,5318,5084,3661,1737,651,43335
POA5109,312,172,171,193,184,165,105,68,31,1401,3950,2445,2692,2652,2581,2541,2092,1327,465,20745
POA5110,163,87,96,99,89,103,79,43,15,774,2029,1125,1326,1372,1063,1079,818,380,159,9351
POA5111,0,9,6,0,0,0,0,0,0,15,0,234,105,21,15,0,0,0,0,375
POA5112,426,281,304,246,206,169,130,95,110,1967,4071,2742,2851,2501,2457,2473,1736,1063,564,20458
POA5113,588,335,390,258,237,178,137,68,44,2235,4360,2568,3015,2441,2150,2170,1557,894,420,19575
POA5114,710,367,409,350,328,279,139,91,57,2730,8817,4927,5694,4854,4374,4152,2392,1213,427,36850
POA5115,260,130,168,123,76,50,35,14,4,860,3478,1825,2758,1777,1222,1005,635,261,63,13024
POA5116,181,91,102,93,60,90,61,50,21,749,2061,1372,1437,1305,1211,1240,1020,776,317,10739
POA5117,45,38,30,25,39,36,17,15,0,245,903,549,534,511,570,457,286,182,59,4051
POA5118,220,167,128,141,186,183,113,60,42,1240,3325,2295,2056,2183,2678,2841,2058,1259,544,19239
POA5120,61,36,40,44,44,25,26,9,5,290,629,274,523,393,345,320,232,100,42,2858
POA5121,33,16,30,19,16,21,25,22,5,187,431,242,423,255,221,272,256,191,56,2347
POA5125,174,138,83,84,147,158,79,51,23,937,3627,2730,1993,2524,3039,2935,2012,1144,405,20409
POA5126,69,57,49,47,71,50,44,33,11,431,1360,834,986,1012,987,839,871,442,81,7412
POA5127,63,61,49,57,58,71,44,16,4,423,1330,950,843,1034,982,1264,986,375,113,7877
POA5131,5,16,7,7,10,12,8,0,0,65,135,136,62,96,162,184,139,54,4,972
