POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA4174,13,4,0,0,0,16,7,0,0,0,0,11,4,0,0,0,0,4,10,5,0,0,0,11,18,3,0,0,0,19,33,11,0,0,0,37,95,3,0,0,0,98,157,3,0,0,0,156,99,0,0,0,0,99,46,0,0,0,0,46,12,0,0,0,0,12,16,0,0,0,0,20,508,28,0,0,0,536
POA4178,124,9,0,0,0,139,41,6,5,0,0,50,37,4,3,0,0,43,42,12,0,0,0,57,79,26,10,0,0,115,253,73,32,0,0,365,450,97,30,0,0,577,902,51,33,0,0,982,553,16,6,0,0,576,382,5,8,0,0,391,183,4,4,0,0,194,164,14,8,0,0,186,3216,314,150,0,0,3683
POA4179,91,12,4,0,0,111,49,8,0,0,0,59,31,8,0,0,0,42,52,0,0,0,0,56,66,9,0,0,0,74,207,43,7,3,0,258,310,79,5,0,0,399,714,58,12,0,0,783,446,17,3,0,0,469,369,11,0,0,0,374,181,9,0,0,0,188,164,10,0,0,0,174,2675,263,31,3,0,2981
POA4183,5,0,0,0,0,7,3,0,0,0,0,8,4,0,0,0,0,4,6,0,0,0,0,13,8,0,0,0,0,8,25,7,0,0,0,29,29,0,0,0,0,35,36,0,4,0,0,37,8,0,6,0,0,9,17,0,0,0,0,18,6,0,0,0,0,9,10,0,0,0,0,13,160,8,10,3,0,186
POA4184,94,0,0,0,0,94,76,0,0,0,0,75,74,0,0,0,0,76,105,0,0,0,0,105,111,0,0,0,0,111,207,0,0,0,0,204,99,0,0,0,0,99,62,0,0,0,0,62,8,0,0,0,0,8,7,0,0,0,0,7,11,0,0,0,0,11,68,0,0,0,0,68,920,0,0,0,0,919
POA4205,21,0,0,0,5,19,9,0,0,0,0,9,7,3,0,0,0,10,21,7,0,0,0,29,34,0,0,0,0,37,134,15,0,0,0,145,155,9,0,0,0,167,110,5,0,0,0,109,20,0,0,0,0,21,12,0,0,0,0,12,18,0,0,0,0,18,36,0,0,0,0,42,575,38,0,0,5,612
POA4207,301,9,3,0,0,313,123,10,0,0,0,137,105,12,3,0,0,121,214,32,4,0,0,248,302,60,20,0,0,388,1340,100,28,0,0,1471,2034,51,4,0,0,2099,1935,30,5,0,0,1973,657,9,6,0,0,667,406,0,4,0,0,411,179,3,0,0,0,184,526,21,9,0,0,550,8124,334,86,3,8,8557
POA4208,78,6,0,0,0,79,24,0,0,0,0,24,27,0,0,0,0,27,61,0,0,0,0,68,94,13,0,0,0,106,273,32,4,0,0,309,656,38,10,0,4,704,1299,15,0,0,3,1319,490,4,0,0,3,496,319,5,0,0,0,316,165,0,0,0,0,169,231,4,4,0,0,237,3721,116,19,0,11,3865
POA4209,188,20,0,0,0,210,60,15,0,0,0,73,64,12,0,0,0,69,106,27,0,0,0,138,148,51,0,3,0,210,557,284,0,0,3,848,1423,394,0,6,3,1817,2694,180,0,0,5,2881,1107,30,0,0,0,1143,616,15,0,0,0,632,300,6,0,0,0,312,442,54,0,0,0,500,7702,1094,6,6,13,8829
POA4210,98,11,0,0,0,113,34,7,0,0,0,46,30,9,0,0,0,41,55,17,0,0,0,78,94,40,3,0,0,129,274,146,0,0,0,426,535,103,5,0,0,644,1155,47,4,0,0,1200,537,9,0,0,0,547,383,6,0,0,0,388,211,4,0,0,0,221,243,20,0,0,0,271,3655,427,18,0,0,4105
POA4211,321,43,19,0,0,378,107,23,9,0,0,141,96,28,4,0,0,127,199,48,14,0,0,256,242,90,23,0,0,357,766,318,64,0,0,1147,1359,306,85,0,0,1751,2481,219,47,0,0,2749,1109,55,9,0,0,1176,655,48,7,0,0,711,323,19,4,0,0,350,527,69,16,0,0,619,8185,1264,304,3,5,9766
POA4212,141,22,6,0,0,171,46,13,3,0,0,63,39,4,3,0,0,53,71,24,6,0,0,101,89,35,12,0,0,135,292,102,37,0,0,432,411,117,45,0,5,575,876,108,66,0,5,1053,550,37,20,0,4,616,509,21,21,0,0,550,512,20,9,0,0,536,285,28,11,0,0,328,3822,533,231,4,19,4612
POA4213,196,14,3,0,0,212,70,10,0,0,0,77,44,5,0,0,0,51,99,18,0,0,0,120,129,20,0,0,0,151,393,80,4,0,0,483,576,102,0,0,3,687,1149,90,9,0,0,1244,725,19,4,0,0,747,597,17,3,0,4,618,322,7,0,0,0,331,332,23,6,0,0,360,4647,401,22,0,11,5084
POA4214,231,29,9,0,0,273,79,14,4,0,0,100,59,10,0,0,0,66,96,28,8,0,0,135,157,27,9,0,0,198,420,136,43,0,0,593,630,157,35,0,0,818,1207,113,10,0,0,1328,629,29,0,0,0,663,422,12,3,0,0,436,214,12,0,0,0,220,291,42,8,0,0,346,4436,611,130,0,4,5180
POA4215,89,91,80,0,0,257,40,49,27,0,0,124,14,35,18,0,0,64,46,71,59,0,0,174,60,111,112,0,0,290,193,415,316,0,0,928,299,426,276,0,0,1008,489,284,182,0,0,953,225,65,69,0,3,359,155,57,44,0,0,258,88,39,36,0,0,160,122,125,84,0,4,327,1821,1763,1304,7,16,4903
POA4216,114,58,39,0,0,218,44,28,24,0,0,106,28,26,19,0,0,72,73,47,18,0,0,152,78,72,52,3,0,203,230,253,158,5,0,650,298,262,176,0,0,736,518,208,142,0,0,867,285,95,44,0,0,415,335,83,37,0,0,450,349,53,27,0,0,430,202,58,44,0,0,308,2565,1254,777,10,7,4603
POA4217,114,29,117,0,0,270,26,16,31,0,0,71,19,10,33,0,0,68,28,15,82,0,0,127,41,18,130,0,0,186,116,82,371,3,5,572,117,100,332,0,0,560,256,86,340,5,0,693,227,49,133,0,0,412,300,66,119,0,4,487,416,45,102,0,0,567,144,51,133,0,0,323,1803,563,1935,14,21,4334
POA4218,135,24,64,0,0,225,40,12,29,0,0,76,26,10,23,0,0,59,44,12,34,0,0,87,49,33,69,0,0,143,149,122,212,0,6,485,152,125,247,0,0,526,374,120,257,0,3,759,303,38,64,0,0,403,431,26,68,0,0,527,441,41,47,0,0,537,189,37,89,0,0,318,2333,604,1197,3,7,4147
POA4220,123,37,25,0,0,189,38,16,7,0,0,62,33,24,4,0,0,57,48,25,24,0,0,91,76,44,41,0,0,156,214,153,98,0,0,470,282,227,130,0,0,646,574,258,151,0,0,989,425,90,46,0,0,555,450,75,42,0,0,565,261,41,29,0,0,335,162,56,26,0,0,247,2680,1039,634,8,5,4363
POA4221,115,25,15,0,0,158,47,11,6,0,0,65,26,9,7,0,0,52,54,19,15,0,0,91,81,28,27,0,0,138,222,96,112,0,0,434,294,121,139,0,0,559,633,166,116,0,0,914,484,67,34,0,0,587,417,61,32,0,0,505,193,26,18,0,0,244,203,38,23,0,0,264,2764,681,556,5,5,4005
POA4223,60,14,3,0,0,77,18,8,4,0,0,30,27,6,0,0,0,35,38,10,6,0,0,47,48,13,4,0,0,65,117,50,14,0,0,178,206,72,31,0,0,310,388,68,31,0,0,479,280,17,12,0,0,302,245,15,5,0,0,264,156,11,3,0,0,167,125,27,7,0,0,158,1704,304,117,0,0,2126
POA4224,18,9,8,0,0,44,13,7,5,0,0,26,8,4,0,0,0,14,17,8,0,0,0,28,17,9,3,0,0,37,51,38,23,0,0,117,72,57,35,0,0,166,156,74,30,0,0,265,98,24,12,0,0,134,86,19,4,0,0,106,30,9,8,0,0,44,33,25,17,0,0,67,597,291,151,0,0,1043
POA4225,14,0,32,0,0,43,6,0,6,0,0,15,0,5,11,0,0,8,5,0,3,0,0,9,7,0,31,0,0,40,18,11,79,0,0,107,12,9,81,0,0,101,43,6,116,0,0,168,26,8,37,0,0,79,26,4,33,0,0,64,22,9,20,0,0,48,9,3,30,0,0,48,193,55,488,3,5,740
POA4226,131,62,11,0,0,211,54,21,4,0,0,85,47,15,0,0,0,61,53,38,11,0,0,103,100,60,20,0,0,190,254,215,65,0,0,529,356,310,96,0,3,770,764,331,57,0,0,1153,472,77,22,0,0,564,373,38,11,0,0,423,228,12,9,0,0,249,234,76,16,0,0,331,3074,1272,318,0,4,4657
POA4227,80,31,15,0,0,124,29,15,4,0,0,52,28,12,5,0,0,40,32,27,7,0,0,67,44,47,18,0,0,106,186,196,34,0,0,413,226,310,48,0,0,589,506,250,53,0,0,806,402,72,12,0,0,484,310,25,8,0,0,345,143,16,0,0,0,163,137,61,15,0,0,214,2118,1057,220,0,3,3399
POA4228,36,0,0,0,0,36,12,0,0,0,0,12,14,0,0,0,0,14,15,0,0,0,0,14,18,0,0,0,0,18,55,0,0,0,0,57,67,0,0,0,0,68,121,0,0,0,0,124,102,0,0,0,0,105,140,3,0,0,0,149,102,0,0,0,0,108,71,0,0,0,0,76,764,7,6,0,0,782
POA4270,25,0,0,0,0,25,9,0,0,0,0,9,12,0,0,0,0,12,16,0,0,0,0,16,26,0,0,0,0,26,68,0,0,0,0,68,104,0,0,0,0,104,215,0,0,0,0,215,156,0,0,0,0,160,101,0,0,0,0,101,52,0,0,0,0,52,73,0,0,0,0,71,849,0,0,0,3,848
POA4272,64,0,0,0,0,65,14,0,0,0,0,17,23,3,0,0,0,22,30,0,0,0,0,28,56,0,0,0,0,56,152,3,0,0,0,156,197,3,0,0,0,197,276,0,0,0,0,280,131,0,0,0,0,127,87,0,0,0,0,87,64,0,0,0,3,69,74,0,0,0,0,72,1163,11,0,6,5,1190
POA4275,19,0,0,0,0,19,7,0,0,0,0,7,11,0,0,0,0,11,13,0,0,0,0,13,11,0,0,0,0,14,60,0,0,0,0,56,98,0,0,0,0,98,167,0,0,0,0,170,85,0,0,0,0,85,49,0,0,0,0,49,28,0,0,0,0,28,32,0,0,0,0,32,574,0,0,0,0,583
POA4280,103,0,3,0,0,98,31,0,0,0,0,31,27,0,0,0,0,34,70,0,0,0,0,70,116,0,0,0,0,111,376,0,0,0,0,383,707,0,0,0,0,707,1221,0,3,3,0,1227,493,0,0,0,0,493,226,0,0,0,0,232,106,0,0,0,0,106,257,0,0,0,0,261,3737,4,13,6,0,3758
POA4285,111,10,0,0,0,120,42,4,0,0,0,43,36,8,0,0,0,43,96,7,0,0,0,104,130,0,0,0,0,135,413,8,0,5,0,423,626,6,0,0,0,634,867,0,0,6,0,873,335,0,0,0,0,336,129,0,0,0,0,134,78,0,0,0,0,78,214,0,0,0,0,219,3080,43,0,8,3,3132
POA4287,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,13,6,0,0,0,0,6,9,0,0,0,0,9,10,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,74,0,0,0,0,75
POA4300,252,6,0,0,0,260,109,4,0,0,0,110,111,0,0,0,0,115,209,9,0,0,0,222,330,20,0,0,0,345,1367,67,4,0,3,1440,2206,48,6,0,3,2260,2690,33,0,0,0,2723,938,4,0,0,0,942,624,10,0,0,0,633,292,0,0,0,0,296,448,12,0,0,0,463,9582,220,13,3,4,9825
POA4301,111,4,0,0,0,121,43,7,0,0,0,49,38,0,0,0,0,45,86,15,0,0,0,102,146,20,0,0,0,164,889,34,4,0,0,928,1164,14,6,0,0,1176,666,3,0,0,0,671,137,0,0,0,0,137,81,0,0,0,0,81,61,0,0,0,0,60,175,4,5,0,0,182,3602,109,13,0,0,3724
POA4303,18,0,0,0,0,18,7,0,0,0,0,7,13,0,0,0,0,13,20,0,0,0,0,21,52,0,0,0,0,56,101,4,0,0,0,111,58,4,0,0,0,61,27,0,0,0,0,29,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,25,341,15,3,0,0,356
POA4304,71,4,0,0,0,74,42,0,0,0,0,46,31,5,0,0,0,28,89,4,4,0,0,98,189,15,3,0,0,206,704,22,4,0,0,727,536,3,0,0,0,546,230,0,0,0,0,235,44,0,0,0,0,44,42,0,0,0,0,42,20,0,0,0,0,20,126,0,0,0,0,124,2114,58,13,0,0,2187
POA4305,267,14,0,0,0,279,134,3,0,0,0,143,137,7,6,0,0,154,331,16,4,0,0,355,563,28,5,0,0,591,2198,53,11,0,0,2258,1902,22,3,6,0,1932,1200,11,5,0,0,1213,277,0,0,0,0,278,169,0,0,0,0,175,100,0,0,0,0,100,419,16,0,0,0,429,7697,167,29,3,3,7893
POA4306,230,0,4,0,0,232,80,4,0,0,0,83,79,0,0,0,0,76,145,4,0,0,0,154,239,3,0,0,0,251,896,19,10,0,0,930,1563,4,5,0,0,1576,1942,0,0,4,0,1948,799,0,0,0,0,811,500,0,0,0,0,497,229,0,0,0,0,230,351,5,0,3,0,353,7059,49,24,13,5,7145
POA4307,9,0,0,0,0,9,7,0,0,0,0,7,3,0,0,0,0,3,5,0,0,0,0,5,14,0,0,0,0,14,51,0,0,0,0,51,29,0,0,0,0,29,35,0,0,0,0,35,17,0,0,0,0,17,17,0,0,0,0,17,3,0,0,0,0,3,15,0,0,0,0,15,218,0,0,0,0,218
POA4309,17,0,0,0,0,19,5,0,0,0,0,5,16,0,0,0,0,16,12,0,0,0,0,12,23,0,0,0,0,23,94,0,0,0,0,94,92,0,0,0,0,89,82,0,0,0,0,82,29,0,0,0,0,34,21,0,0,0,0,21,5,0,0,0,0,11,29,0,0,0,0,29,436,0,0,3,0,442
POA4310,31,0,0,0,0,35,21,0,0,0,0,21,18,0,0,0,0,17,31,0,0,0,0,31,52,0,0,0,0,50,145,0,0,4,0,154,123,0,0,0,0,123,117,0,0,0,0,117,43,0,0,0,0,41,41,0,0,0,0,41,24,0,0,0,0,24,37,0,0,0,0,37,685,5,0,4,0,694
POA4311,61,0,0,0,0,62,30,0,0,0,0,32,43,0,0,0,0,43,88,3,0,0,0,94,115,0,0,0,0,113,357,0,0,0,0,357,318,0,0,0,0,319,241,0,0,0,0,244,63,0,0,0,0,63,37,0,0,0,0,38,26,0,0,0,0,26,86,0,0,0,0,86,1466,10,0,5,0,1481
POA4312,18,0,0,0,0,18,16,0,0,0,0,16,4,0,0,0,0,4,21,0,0,0,0,21,38,0,0,0,0,38,64,0,0,0,0,66,61,0,0,0,0,61,40,0,0,0,0,40,16,0,0,0,0,16,12,0,0,0,0,9,6,0,0,0,0,6,20,0,0,0,0,20,318,0,0,0,0,319
POA4313,11,0,0,0,0,11,5,0,0,0,0,5,12,0,0,0,0,12,20,0,0,0,0,20,26,0,0,0,0,26,57,0,0,0,0,57,48,0,0,0,0,52,44,0,0,0,0,44,16,0,0,0,0,16,4,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,12,272,0,0,0,0,270
POA4314,18,0,0,0,0,18,23,0,0,4,0,28,27,0,0,0,0,27,35,0,0,0,0,35,41,0,0,0,0,41,73,0,0,0,0,73,40,0,0,0,0,40,20,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,30,0,0,0,0,30,330,0,0,4,0,336
POA4340,24,0,0,0,0,24,10,0,0,0,0,10,13,0,0,0,0,13,25,0,0,0,0,25,49,0,0,0,0,52,155,0,0,0,0,161,142,0,0,0,0,142,129,0,0,0,0,129,70,0,0,0,0,66,26,0,0,0,0,26,15,0,0,0,0,15,32,0,0,0,0,32,699,5,0,0,0,703
POA4341,89,0,0,0,0,93,50,0,0,0,0,50,59,0,0,0,0,65,94,0,0,0,0,94,168,4,0,0,0,172,551,3,0,0,0,556,594,3,0,0,0,601,482,0,0,0,0,480,114,0,0,0,0,113,64,0,0,0,0,61,41,0,0,0,0,41,135,0,0,0,0,137,2446,14,0,3,0,2460
POA4342,23,0,0,0,0,23,12,0,0,0,0,12,9,0,0,0,0,9,20,0,0,0,0,20,42,0,0,0,0,43,82,0,0,0,0,82,70,0,0,0,0,73,57,0,0,0,0,61,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,0,23,353,0,4,0,0,357
POA4343,49,7,0,0,0,51,24,0,0,0,0,24,24,0,0,0,0,24,57,5,0,0,0,59,88,0,0,0,0,94,276,0,0,4,0,289,268,4,0,4,0,272,199,3,0,0,0,202,52,0,0,0,0,48,40,0,0,4,0,45,15,0,0,0,0,15,79,0,0,0,0,87,1165,20,7,9,0,1210
POA4344,13,0,0,0,0,17,4,0,0,0,0,4,8,0,0,0,0,8,12,0,0,0,0,12,30,0,0,0,0,30,72,0,0,0,0,74,74,0,0,0,0,74,76,0,0,0,0,76,32,0,0,0,0,32,20,0,0,0,0,20,5,0,0,0,0,5,21,0,0,0,0,21,374,0,0,0,0,380
POA4346,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,45,0,0,0,0,45,40,0,0,0,0,40,36,0,0,0,0,36,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,170,0,0,0,0,170
POA4347,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,44,0,0,0,0,44,38,3,0,0,0,42,26,0,0,0,0,26,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13,185,3,0,0,0,189
POA4350,487,32,19,0,3,540,208,25,7,0,0,242,214,35,17,0,0,263,470,64,14,0,0,547,754,94,32,0,0,878,2761,244,61,0,0,3073,2782,124,21,0,0,2934,2243,49,15,0,4,2312,722,15,7,0,0,750,516,9,0,0,0,524,336,9,0,0,0,344,596,35,10,0,0,638,12094,745,201,9,15,13052
POA4352,163,0,0,0,0,163,76,0,0,0,0,76,59,0,0,0,0,62,132,0,0,4,0,138,203,0,0,0,0,203,720,17,0,0,0,736,1084,10,0,0,0,1099,1223,13,0,0,0,1238,471,3,0,0,0,481,273,0,0,0,0,270,152,0,0,0,0,153,231,5,0,0,0,230,4785,47,6,5,8,4854
POA4353,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,11,0,0,0,0,11,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,43,0,0,0,0,43
POA4354,7,0,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,5,18,0,0,0,0,18,20,0,0,0,0,25,57,0,0,0,0,57,32,0,0,0,0,32,28,0,0,0,0,28,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,183,0,0,0,0,186
POA4355,10,0,0,0,0,10,11,0,0,0,0,11,15,0,0,0,0,14,23,0,0,0,0,23,27,0,0,0,0,28,71,0,0,0,0,70,49,0,0,0,0,49,25,0,0,0,0,25,5,0,0,0,0,8,12,0,0,0,0,12,3,0,0,0,0,6,15,0,0,0,0,15,268,7,0,3,0,272
POA4356,26,0,0,0,0,26,17,0,0,0,0,17,11,0,0,0,0,14,28,0,0,0,0,28,49,0,0,0,0,49,144,0,0,0,0,144,121,0,0,0,0,123,90,0,0,0,0,90,35,0,0,0,0,35,24,0,0,0,0,28,20,0,0,0,0,20,39,0,0,0,0,39,592,0,0,0,0,597
POA4357,20,0,0,0,0,20,6,0,0,0,0,6,9,0,0,0,0,9,22,0,0,4,0,25,26,0,0,0,0,32,45,0,0,0,0,45,23,0,0,0,0,23,21,0,0,0,0,21,3,0,0,0,0,3,7,0,0,0,0,11,7,0,0,0,0,7,15,0,0,0,0,16,210,0,0,5,0,215
POA4358,11,0,0,0,0,12,8,0,0,0,0,8,10,0,0,0,0,10,16,0,0,0,0,16,30,0,0,0,0,30,104,0,0,0,0,105,95,0,0,0,0,97,55,0,0,0,0,55,33,0,0,0,0,33,24,0,0,0,0,24,20,0,0,0,0,20,16,0,0,0,0,16,422,5,0,0,0,427
POA4359,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,24,0,0,0,0,24,54,0,0,0,0,55,46,0,0,0,0,46,17,0,0,0,0,17,15,0,0,0,0,15,7,0,0,0,0,7,6,0,0,0,0,6,15,0,0,0,0,15,212,0,0,0,0,209
POA4360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,12,0,0,0,0,12,15,0,0,0,0,15,11,0,0,0,0,11,12,0,0,0,0,12,4,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,80,0,0,0,0,75
POA4361,28,0,0,0,0,27,5,0,0,0,0,5,18,0,0,0,0,18,23,0,0,0,0,25,34,0,0,0,0,34,63,0,0,0,0,63,45,0,0,0,0,48,35,0,0,0,0,35,20,0,0,0,0,17,19,0,0,0,0,19,7,0,0,0,0,7,13,0,0,0,0,13,312,4,0,4,0,315
POA4362,18,0,0,0,0,18,15,0,0,0,0,11,4,0,0,0,0,4,18,0,0,0,0,18,36,0,0,0,0,36,82,0,0,0,0,82,55,0,0,0,0,55,38,0,0,0,0,38,13,0,0,0,0,13,11,0,0,0,0,11,11,0,0,0,0,11,24,0,0,0,0,24,323,0,0,0,0,324
POA4363,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,13,0,0,0,0,13,15,0,0,0,0,15,14,0,0,0,0,14,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,77,0,0,0,0,77
POA4364,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA4365,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,11,0,0,0,0,11,14,0,0,0,0,14,17,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,68,0,0,0,0,68
POA4370,101,3,0,0,0,106,47,4,0,0,0,55,54,4,0,0,0,56,143,0,0,0,0,143,232,4,0,0,0,239,581,7,0,0,0,585,377,5,0,0,0,384,264,0,0,0,0,264,83,0,0,0,0,83,55,0,0,0,0,62,37,0,0,0,0,37,123,0,0,0,0,121,2098,38,0,3,8,2141
POA4371,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,17,0,0,0,0,17,17,0,0,0,0,17,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,97,0,0,0,0,93
POA4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,21,0,0,0,0,21
POA4373,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,15,0,0,0,0,15,12,0,0,0,0,12,25,0,0,0,0,25,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,90,0,0,0,0,93
POA4374,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,51,0,0,0,0,47
POA4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
POA4376,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
POA4377,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,10,6,0,0,0,0,7,19,0,0,0,0,19,3,0,0,0,0,3,8,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,7,65,4,0,0,0,76
POA4378,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,15,0,0,0,0,15,12,0,0,0,0,12,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,59,0,0,0,0,59
POA4380,48,0,0,0,0,53,25,0,0,0,0,26,31,0,0,0,0,31,62,3,0,0,0,61,78,0,0,0,0,78,199,3,0,0,0,206,145,0,0,0,0,142,114,0,0,0,0,114,41,0,0,0,0,41,25,0,0,0,0,25,6,0,0,0,0,6,31,0,0,0,0,29,807,6,0,0,0,820
