POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA4557,0,0,0,0,0,0,0,0,10,4,0,3,0,4,0,0,0,13,3,23,30,66,63,128,70,38,419,8,25,36,66,65,128,70,38,443,1089,1110,1263,1239,1065,816,328,57,6967,52,84,81,70,61,44,19,5,403,1153,1216,1382,1380,1185,989,418,99,7815,0,0,0,0,0,0,0,0,4,0,0,6,6,0,0,0,0,9,0,8,10,17,11,9,7,0,70,7,7,14,27,18,9,7,0,82,1159,1293,1435,1453,1270,934,428,120,8105,64,71,63,59,56,55,17,16,397,1223,1378,1518,1539,1344,995,448,137,8579,4,0,0,0,0,0,0,0,14,4,6,5,6,3,0,0,0,20,5,30,42,83,77,146,72,37,491,11,36,56,90,81,146,72,37,526,2253,2406,2706,2695,2330,1746,753,179,15073,110,152,140,127,115,97,37,24,801,2371,2591,2897,2914,2527,1986,863,240,16399
POA4558,0,7,4,0,3,0,0,0,11,0,4,0,5,0,0,0,0,14,5,33,50,65,77,202,170,92,700,5,44,52,73,82,202,170,92,721,1022,1510,1160,1052,1189,1209,625,186,7953,89,154,121,107,109,127,99,74,883,1123,1708,1335,1230,1383,1542,898,351,9555,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,10,24,22,21,13,4,96,0,0,8,22,25,21,13,4,102,1204,1644,1242,1270,1646,1584,987,401,9976,89,159,103,100,109,124,119,150,959,1294,1804,1357,1398,1782,1731,1121,549,11036,0,7,4,0,3,0,0,0,11,0,4,5,7,4,0,0,0,17,3,37,59,90,100,221,178,93,793,3,45,65,101,109,221,178,93,821,2229,3151,2397,2319,2834,2787,1614,585,17931,181,311,225,205,225,252,223,224,1836,2417,3511,2689,2624,3163,3263,2014,904,20591
POA4559,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,8,24,25,28,53,27,12,182,0,10,26,28,28,53,27,12,189,440,322,411,500,460,355,163,38,2681,14,19,31,25,17,23,20,16,164,457,348,471,557,511,435,207,62,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,3,0,0,23,0,3,3,5,7,3,0,0,27,404,342,453,567,490,384,194,42,2879,13,11,14,20,20,19,25,16,135,418,357,469,590,517,406,217,63,3038,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,10,28,32,39,61,31,14,204,0,13,26,30,41,61,31,14,212,842,658,862,1069,949,740,359,80,5558,34,25,45,42,38,45,39,28,298,868,700,941,1143,1030,840,423,119,6066
POA4560,9,0,4,0,3,0,0,0,14,7,0,5,3,10,0,0,0,35,4,46,61,109,172,300,247,120,1068,19,51,70,118,185,300,247,120,1114,1677,1839,2004,1883,1942,1739,1018,244,12357,110,123,155,154,102,78,65,34,821,1806,2015,2231,2155,2232,2120,1332,401,14291,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,12,0,3,13,20,42,28,27,11,144,5,3,17,25,43,28,27,11,151,1722,2024,2234,2284,2436,2221,1356,554,14835,92,103,127,109,97,81,71,47,729,1815,2134,2380,2410,2580,2333,1454,612,15722,9,0,4,0,3,0,0,0,14,4,0,11,8,15,0,0,0,46,9,47,75,127,214,327,276,128,1208,26,59,90,140,229,327,276,128,1266,3402,3862,4239,4173,4379,3962,2373,801,27196,202,227,283,255,200,166,131,85,1549,3628,4147,4609,4574,4808,4453,2781,1017,30012
POA4561,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,6,15,27,26,42,19,9,155,0,5,14,27,31,42,19,9,163,440,441,491,560,577,423,150,27,3111,19,19,35,43,32,13,11,0,174,459,472,539,629,634,479,180,46,3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,4,0,22,0,0,0,3,13,0,4,0,22,382,494,549,600,646,410,171,36,3285,17,17,25,26,26,15,11,6,137,400,512,574,629,682,423,186,41,3447,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,11,14,33,39,41,28,9,179,0,12,18,33,40,41,28,9,179,818,935,1033,1163,1222,832,322,62,6393,37,36,59,66,54,26,22,8,313,862,985,1111,1253,1318,906,369,87,6890
POA4562,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,14,26,34,57,41,7,195,0,3,14,31,38,57,41,7,201,430,259,441,676,612,522,194,29,3160,30,15,32,45,23,20,10,6,184,467,278,491,751,675,600,247,37,3545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,8,9,0,0,0,23,0,4,6,12,9,0,0,0,28,384,281,552,720,746,498,191,40,3408,29,17,32,41,29,18,12,5,193,414,302,590,775,784,524,198,42,3629,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,13,0,3,23,34,43,63,41,11,219,0,9,23,38,50,63,41,11,231,818,540,993,1397,1358,1018,378,65,6563,60,32,64,88,59,37,21,5,373,880,576,1078,1525,1460,1117,444,82,7171
POA4563,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,17,35,51,117,59,28,309,0,8,17,34,53,117,59,28,312,433,297,437,581,638,625,353,56,3420,24,28,38,55,47,30,25,21,272,458,337,487,670,734,769,435,103,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,8,3,0,46,0,0,9,13,16,8,3,0,48,423,309,538,663,777,770,360,98,3934,18,32,31,33,44,36,23,57,280,444,342,575,711,829,817,393,152,4261,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,9,22,43,65,128,61,26,355,0,8,22,45,63,128,61,26,361,856,605,975,1245,1409,1398,714,148,7351,42,63,73,86,90,67,49,78,551,900,677,1063,1373,1561,1592,833,257,8261
POA4564,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,13,25,42,54,123,74,28,366,3,16,26,43,59,123,74,28,371,521,492,534,644,807,696,357,85,4136,50,35,51,67,46,32,28,14,326,567,541,611,754,911,850,464,129,4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,13,6,0,43,0,3,0,4,11,13,6,0,48,531,532,623,764,969,857,435,167,4864,42,31,37,40,49,42,40,12,290,573,566,667,804,1025,907,479,175,5203,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,16,23,49,68,133,79,28,407,3,21,30,53,70,133,79,28,417,1050,1019,1157,1405,1770,1552,791,245,8999,89,60,87,109,95,77,71,28,613,1144,1105,1277,1565,1938,1760,941,301,10032
POA4565,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,14,20,39,52,134,97,45,406,4,15,20,35,52,134,97,45,415,697,472,616,885,936,968,538,145,5260,50,40,57,85,54,54,58,37,438,761,527,688,1009,1046,1165,689,230,6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,13,16,6,0,54,0,3,0,11,13,16,6,0,59,599,464,785,1035,1219,1118,719,259,6186,36,35,59,67,65,63,82,94,504,636,504,847,1106,1300,1197,806,355,6748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,20,46,62,154,104,50,460,4,18,20,47,66,154,104,50,470,1300,941,1398,1917,2157,2086,1251,405,11447,86,73,118,149,123,117,143,134,943,1393,1033,1533,2116,2343,2361,1493,581,12858
POA4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,11,30,22,83,74,30,249,6,7,11,30,22,83,74,30,251,327,230,319,462,539,684,468,97,3131,24,28,18,27,29,37,34,19,213,353,263,343,520,592,802,574,146,3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,9,3,0,35,0,0,4,10,3,9,3,0,40,301,237,410,580,699,874,556,184,3843,14,18,21,34,28,37,46,22,224,320,255,439,620,732,921,608,208,4108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,12,40,20,87,79,34,287,5,10,15,41,20,87,79,34,292,628,467,729,1043,1245,1562,1025,279,6972,39,49,41,60,55,76,79,43,444,670,519,786,1142,1329,1726,1185,353,7704
POA4567,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,20,23,28,82,67,27,250,0,9,21,25,35,82,67,27,255,505,458,552,780,832,826,388,65,4404,34,52,38,69,44,36,26,11,314,536,514,614,874,909,947,482,107,4980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,0,6,31,0,0,4,0,13,7,0,6,34,491,481,656,908,976,911,380,119,4922,30,43,56,55,31,28,30,25,305,527,523,719,960,1025,947,411,155,5263,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,8,0,4,19,25,42,87,67,37,281,0,9,22,27,47,87,67,37,295,999,935,1206,1687,1810,1733,772,186,9324,69,95,100,124,78,67,52,37,621,1062,1033,1330,1841,1932,1891,889,254,10239
POA4568,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,14,19,23,33,8,99,0,3,3,14,16,23,33,8,105,193,116,160,250,257,233,93,10,1313,18,14,17,13,29,12,9,0,105,211,129,183,285,302,268,125,24,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,20,0,0,3,3,4,5,0,0,20,134,125,206,291,351,260,114,26,1499,14,11,13,16,15,8,6,0,78,144,136,219,311,367,274,123,25,1595,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,18,19,26,32,10,118,0,3,6,18,23,26,32,10,120,317,237,367,546,604,495,206,39,2819,32,18,27,30,42,22,10,0,181,352,263,401,592,668,538,250,47,3115
POA4569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,9,15,12,0,50,0,5,6,7,9,15,12,0,50,68,59,103,98,125,89,35,11,588,3,7,8,9,12,8,0,0,48,72,68,114,117,145,109,43,11,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,0,0,0,9,59,73,107,139,167,96,34,14,690,0,8,6,8,12,9,6,0,56,64,86,117,144,181,105,46,16,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,11,15,15,0,57,0,5,6,7,11,15,15,0,55,126,128,206,239,291,186,68,21,1271,8,15,14,19,23,13,6,0,100,138,153,231,259,326,213,86,28,1434
POA4570,0,4,5,3,4,0,0,0,15,0,4,8,4,10,0,0,0,22,8,48,80,153,287,468,260,104,1405,12,53,90,153,301,468,260,104,1451,2275,1968,2032,2505,3002,2572,1238,285,15876,202,202,216,239,245,201,104,33,1438,2492,2226,2335,2898,3547,3244,1605,417,18758,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,6,18,50,53,48,22,11,219,6,15,27,49,53,48,22,11,228,2142,2133,2471,2922,3502,2913,1502,531,18123,155,172,157,222,190,155,125,50,1230,2308,2315,2656,3199,3747,3117,1651,592,19578,7,5,3,6,4,0,0,0,23,0,3,10,4,10,0,0,0,22,16,58,98,203,344,515,281,111,1625,20,71,115,212,354,515,281,111,1678,4418,4098,4499,5433,6500,5491,2745,813,33995,358,378,371,459,432,353,231,88,2667,4804,4544,4982,6102,7286,6360,3255,1012,38338
POA4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,3,13,0,0,3,5,4,3,0,3,13,27,34,41,62,74,58,26,4,326,6,5,3,8,10,4,0,0,41,35,36,44,72,93,74,23,6,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,40,74,77,52,14,10,329,4,11,8,7,5,4,0,0,40,28,48,41,83,84,56,20,10,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,3,18,0,0,3,5,5,3,0,3,18,50,69,80,139,156,109,36,10,648,12,11,5,12,20,13,0,0,78,58,79,84,155,177,125,44,8,744
POA4572,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,5,6,15,12,29,20,17,103,3,4,11,17,15,29,20,17,109,212,268,194,253,294,237,95,32,1589,17,29,10,21,25,19,7,6,141,226,312,218,292,335,283,128,48,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,4,21,0,0,0,9,4,3,4,4,22,230,320,202,279,346,232,125,55,1789,10,27,15,17,23,17,16,3,118,241,348,213,309,368,250,136,63,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,5,6,17,18,34,26,17,131,3,5,11,21,23,34,26,17,137,442,590,403,533,643,467,224,83,3376,21,57,26,46,45,36,21,5,260,470,654,434,598,707,536,266,109,3772
POA4573,0,0,6,8,0,0,0,0,13,0,0,7,4,4,0,0,0,16,13,26,65,67,104,167,146,66,653,11,27,77,81,106,167,146,66,683,1514,1206,1939,2031,1722,1438,642,145,10634,62,78,155,129,65,75,40,13,624,1586,1313,2174,2238,1901,1679,827,229,11942,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,9,11,32,33,17,16,9,123,0,7,15,32,33,17,16,9,131,1444,1532,2280,2355,2049,1672,816,369,12517,60,95,121,97,82,59,56,12,582,1508,1631,2413,2481,2165,1752,883,392,13226,3,0,8,8,0,0,0,0,19,0,3,10,4,4,0,0,0,22,13,32,76,95,133,186,157,80,777,11,34,92,112,138,186,157,80,815,2958,2740,4216,4384,3776,3106,1455,521,23155,124,171,273,228,147,135,93,21,1204,3094,2948,4581,4724,4061,3427,1709,621,25173
POA4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,19,9,3,43,0,8,4,0,7,19,9,3,43,52,63,74,84,122,94,38,8,532,9,0,3,9,9,8,0,4,43,62,70,81,100,135,121,45,15,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,5,0,0,4,5,0,3,0,0,5,49,54,63,82,129,98,41,10,521,6,4,8,3,3,9,6,0,36,52,60,76,88,136,109,46,11,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,7,18,9,3,55,0,8,8,5,7,18,9,3,55,106,114,138,163,249,194,77,16,1058,10,8,12,11,14,18,10,3,79,112,127,153,185,270,228,97,21,1193
POA4575,3,4,4,0,3,0,0,0,13,0,3,5,5,10,0,0,0,21,0,37,62,84,85,181,154,117,724,5,46,69,92,93,181,154,117,761,1518,1425,1465,1579,1519,1208,742,219,9678,73,133,105,97,84,77,50,24,646,1599,1610,1638,1769,1702,1466,953,354,11084,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,6,15,12,21,34,33,16,5,143,5,14,17,25,35,33,16,5,152,1439,1615,1688,1840,1928,1594,1021,452,11581,69,118,81,64,95,77,86,44,631,1514,1744,1780,1929,2062,1701,1120,505,12364,6,3,4,0,8,0,0,0,23,0,4,8,5,10,0,0,0,24,5,53,73,108,116,217,172,120,866,12,65,83,112,130,217,172,120,914,2948,3045,3155,3418,3450,2804,1765,674,21261,147,250,181,167,177,151,136,61,1272,3109,3358,3418,3699,3759,3173,2073,859,23448
POA4580,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,3,19,45,148,73,19,319,3,6,3,19,51,148,73,19,324,126,92,122,233,372,620,311,40,1920,17,12,20,30,38,46,38,9,201,151,114,142,277,464,808,421,71,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,4,3,36,0,0,0,4,5,16,4,3,37,103,107,148,228,490,678,293,63,2109,9,4,14,27,28,43,29,20,180,117,118,167,255,530,744,324,86,2327,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,24,55,165,80,25,355,3,9,3,25,54,165,80,25,359,235,201,269,454,864,1296,596,108,4030,26,21,35,53,72,93,69,30,385,268,231,306,527,990,1553,744,159,4770
POA4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,6,0,38,0,0,3,0,0,18,6,0,40,41,40,54,84,129,131,50,6,541,13,12,15,16,18,13,8,0,87,58,52,68,107,151,161,69,4,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,27,63,55,85,136,118,40,4,523,5,7,0,12,12,17,5,0,69,34,75,60,93,153,131,50,7,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,18,8,0,42,0,0,3,4,0,18,8,0,42,69,99,108,174,265,244,97,10,1064,21,21,14,24,29,24,17,0,160,94,122,128,202,300,290,120,13,1265
POA4600,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,14,4,0,34,0,0,6,4,7,14,4,0,37,31,24,36,51,77,75,35,6,324,6,0,6,8,6,4,3,4,32,38,23,41,58,86,88,44,9,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,6,22,25,38,65,73,76,27,10,336,3,3,4,8,11,0,3,0,32,27,30,43,74,82,79,28,10,371,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,7,19,4,0,42,0,0,4,8,7,19,4,0,44,54,51,79,113,147,146,58,17,658,8,6,7,11,18,4,7,4,64,63,56,85,134,174,167,71,16,765
POA4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,21,4,4,37,0,0,0,4,6,21,4,4,37,52,46,46,73,77,69,48,7,412,4,6,3,3,7,6,9,0,39,58,47,49,79,88,95,62,10,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,51,48,58,69,90,69,31,10,431,8,5,7,4,6,3,8,0,42,60,52,63,75,107,77,37,10,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,10,4,43,0,0,0,4,9,18,10,4,43,103,90,102,143,168,139,81,15,839,9,9,11,13,17,14,15,0,78,116,100,110,155,193,171,99,20,961
POA4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,42,18,19,106,0,0,3,13,19,42,18,19,107,254,186,170,236,257,210,124,34,1465,43,17,23,34,33,20,14,0,186,299,197,196,278,309,273,149,53,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,17,0,0,5,0,3,8,0,0,18,254,248,202,266,287,279,144,65,1747,35,17,30,27,29,37,16,0,198,285,270,237,298,319,319,162,70,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,17,48,18,19,119,0,5,3,11,17,48,18,19,125,507,432,370,502,548,487,265,101,3212,84,39,49,61,63,59,26,6,379,592,470,429,569,633,591,311,122,3715
POA4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,46,21,14,107,0,0,4,4,14,46,21,14,108,133,91,73,135,133,131,107,19,824,10,7,5,10,12,15,20,3,82,144,97,83,146,163,187,147,46,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,14,0,0,0,3,4,3,4,0,20,87,105,98,143,173,162,132,46,945,7,15,3,12,13,6,8,6,79,97,117,104,160,192,172,146,55,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,21,46,25,17,121,0,6,9,6,19,46,25,17,125,222,194,172,273,311,297,235,70,1766,16,17,11,23,27,16,27,10,162,239,217,192,309,360,359,290,97,2053
POA4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,12,8,0,42,0,0,3,5,8,12,8,0,42,34,17,38,65,58,57,35,4,309,6,8,5,4,4,10,4,0,40,38,26,45,72,74,81,44,3,384,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,36,30,44,53,79,62,21,0,341,6,4,4,7,3,9,4,0,31,42,38,48,63,88,75,25,0,380,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,3,3,6,9,12,9,0,42,0,3,3,6,9,12,9,0,47,76,52,79,121,144,122,53,8,654,9,7,10,11,11,17,10,0,74,78,62,91,133,163,151,74,6,766
POA4610,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,10,22,38,67,135,82,36,403,8,14,24,41,69,135,82,36,409,808,827,698,734,833,731,407,93,5132,74,76,62,69,63,65,46,15,470,891,918,784,844,971,926,536,143,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,11,4,9,63,0,0,7,8,18,11,4,9,62,843,835,776,863,920,894,471,193,5786,70,70,55,68,66,61,29,29,447,916,906,835,942,1001,963,505,226,6294,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,20,29,48,82,145,80,44,459,8,20,32,54,84,145,80,44,470,1651,1661,1473,1602,1755,1619,878,282,10919,145,139,118,138,127,124,75,44,913,1801,1819,1619,1788,1967,1892,1037,368,12303
