POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3380,35,123,93,2273,43,2567,0,0,3,87,0,90,95,0,0,5,4,104,0,0,0,5,0,5,33,18,4,18,0,73,184,145,94,2031,35,2489,104,5,8,0,6,123,0,0,0,10,0,10,18,24,8,238,9,297,8,0,0,6,0,14,3,3,0,8,0,14,39,7,0,0,0,46,33,25,17,552,7,634,11,6,7,81,0,105,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,17,3,0,0,0,0,3,14,11,0,12,0,37,4,0,0,6,0,10,0,3,0,3,0,6,8,0,0,0,0,8,54,28,24,549,5,660,0,0,0,3,0,3,7,0,0,3,0,10,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,5,4,0,18,0,27,261,21,31,67,4,384,8,3,0,71,489,571,812,249,180,4395,585,6221
POA3381,3,40,40,444,3,530,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,23,10,3,9,0,45,81,54,38,385,12,570,3,0,5,0,0,8,3,0,0,3,0,6,13,8,7,57,0,85,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,5,11,7,9,98,3,128,4,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,5,19,10,9,141,4,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,47,7,7,8,0,69,4,0,0,9,170,183,201,82,68,862,189,1402
POA3384,5,17,17,229,3,271,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,9,31,16,3,186,3,239,4,0,0,0,0,4,5,0,0,3,0,8,8,0,0,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,64,0,67,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,65,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,15,0,0,0,11,55,66,64,30,16,435,57,602
POA3385,0,6,11,173,0,190,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,17,27,9,8,192,6,242,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,31,0,40,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,58,8,71,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,74,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,24,0,0,0,3,43,46,60,24,11,388,59,542
POA3387,0,6,0,101,0,107,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,4,8,4,4,124,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,9,26,6,3,236,11,282
POA3388,0,14,12,229,0,255,0,0,0,4,0,4,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,19,4,156,0,194,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,4,42,0,53,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,75,0,79,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,30,0,4,7,0,41,0,0,0,13,40,53,72,25,13,411,40,561
POA3390,3,14,19,374,4,414,0,6,0,14,0,20,0,0,0,3,0,3,0,0,0,8,0,8,3,0,3,4,0,10,19,9,14,345,0,387,3,0,4,0,0,7,0,0,0,6,0,6,8,3,3,102,3,119,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,4,0,95,0,102,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,74,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,4,0,27,0,0,0,6,44,50,72,30,30,764,58,954
POA3391,0,3,0,71,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,63,0,81,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,25,14,3,4,135,18,174
POA3392,4,13,7,199,11,234,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,29,14,5,138,17,203,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,48,7,68,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,7,3,48,0,58,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,40,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,7,0,27,0,0,0,11,39,50,68,26,15,402,77,588
POA3393,9,44,36,1044,18,1151,0,0,0,51,0,51,3,0,0,0,0,3,4,0,0,0,0,4,8,0,3,3,0,14,69,45,41,879,15,1049,5,0,0,0,0,5,0,0,0,3,0,3,10,10,3,214,0,237,12,0,0,4,0,16,0,0,0,0,0,0,20,0,0,4,0,24,5,7,6,239,4,261,13,4,0,6,0,23,0,0,0,0,0,0,0,5,0,6,0,11,0,0,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,10,0,13,5,0,0,0,0,5,0,0,0,0,0,0,18,9,4,238,0,269,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,42,8,11,34,0,95,3,0,3,20,216,242,214,77,61,2011,247,2610
POA3395,3,3,4,163,4,177,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,125,0,141,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,14,14,23,7,3,295,19,347
POA3396,0,18,14,313,0,345,0,0,0,4,0,4,4,0,0,3,0,7,0,0,0,0,0,0,5,0,4,0,0,9,22,17,7,235,0,281,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,57,0,61,0,3,0,0,0,3,6,0,0,0,0,6,16,0,0,0,0,16,6,3,0,62,0,71,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,15,25,40,62,27,21,557,28,695
POA3400,44,285,205,5594,77,6205,0,12,4,294,7,317,89,5,5,20,0,119,6,7,0,7,0,20,69,31,28,95,3,226,307,270,209,5374,84,6244,117,0,16,8,0,141,14,0,0,49,0,63,55,35,33,1387,10,1520,23,7,4,12,3,49,12,0,0,7,0,19,181,0,0,6,0,187,87,46,32,1374,15,1554,131,28,22,297,0,478,4,0,0,0,0,4,8,0,0,5,0,13,0,0,3,0,0,3,4,9,0,11,0,24,14,0,3,0,0,17,20,15,7,6,0,48,26,8,0,33,0,67,6,0,4,3,0,13,0,0,0,0,0,0,74,58,52,1474,14,1672,5,0,0,3,0,8,20,4,0,0,0,24,11,5,0,8,0,24,13,3,0,6,0,22,14,0,0,3,0,17,9,7,3,53,0,72,463,52,32,117,0,664,28,5,4,184,716,937,1576,527,387,11758,884,15132
POA3401,8,68,63,1977,33,2149,0,0,0,16,0,16,8,0,0,4,0,12,0,0,0,0,0,0,17,18,5,27,0,67,89,80,52,1701,22,1944,18,0,10,4,3,35,6,0,5,19,0,30,16,8,10,475,4,513,0,0,0,8,0,8,0,0,0,0,0,0,4,0,0,0,0,4,15,18,8,392,3,436,16,9,0,60,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,5,5,0,6,0,16,3,0,0,3,0,6,0,0,0,0,0,0,24,31,12,440,0,507,0,0,0,0,3,3,6,4,0,0,0,10,5,0,0,3,0,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,8,0,8,47,8,17,17,0,89,3,7,0,46,223,279,237,147,111,3819,283,4597
POA3407,6,3,10,180,0,199,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,8,159,5,208,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,5,0,35,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,32,0,38,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,18,24,39,12,10,331,24,416
POA3409,8,16,25,376,0,425,0,0,0,10,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,10,46,22,20,344,3,435,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,90,0,94,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,9,0,6,92,0,107,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,92,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,4,4,11,0,35,0,0,0,9,56,65,95,36,33,759,63,986
POA3412,3,6,6,114,0,129,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,7,4,112,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,26,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,32,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,5,0,0,0,6,12,18,21,11,8,239,20,299
POA3413,0,0,9,70,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,82,0,95,4,0,0,0,0,4,0,0,0,3,0,3,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,18,18,16,7,6,156,19,204
POA3414,5,33,32,656,11,737,0,0,0,46,4,50,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,8,0,38,68,38,22,560,12,700,7,0,3,0,0,10,4,0,0,3,0,7,8,7,3,211,3,232,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,11,14,4,143,0,172,5,5,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,163,4,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,18,9,0,13,0,40,0,0,0,14,76,90,144,72,49,1341,115,1721
POA3415,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36
POA3418,7,37,42,985,21,1092,0,0,0,26,0,26,4,0,0,3,0,7,0,0,0,0,0,0,14,0,4,9,0,27,88,46,33,879,14,1060,23,0,3,0,0,26,5,0,0,6,0,11,5,4,11,389,4,413,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,13,4,5,188,0,210,3,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,15,0,15,0,0,0,0,0,0,4,0,0,0,0,4,22,17,5,253,0,297,0,0,0,0,0,0,11,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,278,5,0,12,3,298,0,0,0,32,182,214,477,74,66,2033,229,2879
POA3419,5,25,15,361,6,412,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,25,26,21,338,4,414,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,65,0,68,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,6,3,0,56,0,65,6,3,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,5,0,0,0,5,0,0,0,0,0,0,8,0,8,77,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,6,0,16,0,31,3,0,0,5,36,44,73,43,31,705,44,896
POA3420,0,3,8,128,0,139,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,0,8,110,0,125,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,33,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,8,22,30,16,3,16,224,23,282
POA3423,3,11,9,166,0,189,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,27,10,9,141,7,194,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,58,0,65,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,26,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,31,0,44,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,5,4,14,0,0,0,10,32,42,66,22,13,332,47,480
POA3424,0,17,11,249,4,281,0,0,0,10,0,10,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,0,0,4,29,11,13,273,0,326,9,0,0,0,0,9,0,0,0,0,0,0,9,3,7,126,0,145,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,65,0,68,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,11,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,71,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,4,0,23,0,0,0,0,55,55,68,26,27,567,64,752
POA3427,96,175,142,1313,24,1750,0,7,0,63,0,70,72,4,4,8,0,88,73,13,10,19,0,115,22,13,8,30,0,73,239,142,106,1008,9,1504,182,0,17,5,0,204,12,3,0,5,0,20,45,16,17,109,0,187,29,18,8,35,0,90,16,6,4,6,0,32,415,3,6,13,3,440,59,25,29,361,0,474,191,61,31,218,0,501,13,0,0,0,0,13,17,8,0,0,0,25,34,8,3,17,6,68,83,47,13,103,0,246,13,5,0,3,0,21,31,9,0,0,0,40,34,3,11,30,0,78,0,0,6,3,0,9,16,3,0,3,0,22,57,31,30,281,3,402,15,3,4,0,0,22,9,0,0,0,0,9,23,8,0,3,6,40,21,0,3,3,0,27,26,0,4,3,5,38,7,3,0,12,0,22,594,66,52,67,5,784,22,3,0,31,281,337,2076,408,303,2554,326,5667
POA3428,16,24,19,130,0,189,4,0,0,24,0,28,21,0,0,0,0,21,9,4,0,0,0,13,5,5,0,7,0,17,33,19,19,88,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,16,0,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,4,8,7,9,44,0,68,67,12,0,42,0,121,0,0,0,0,0,0,11,0,8,0,0,19,0,0,0,0,0,0,15,3,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,5,5,0,0,0,0,5,8,8,0,32,0,48,8,0,0,0,0,8,0,3,0,0,0,3,5,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,83,4,10,6,0,103,0,0,0,0,43,43,270,47,37,269,49,672
POA3429,289,1655,1254,11351,77,14626,4,27,10,424,9,474,367,30,58,67,0,522,260,64,30,119,6,479,254,123,90,279,0,746,2586,1315,1033,9750,91,14775,378,31,80,24,0,513,70,8,12,69,0,159,413,124,114,877,11,1539,211,77,32,207,7,534,80,23,17,50,4,174,762,39,22,26,0,849,776,375,224,3627,29,5031,876,317,163,1298,10,2664,28,0,6,0,0,34,98,18,7,44,0,167,75,20,0,36,7,138,583,199,129,581,0,1492,125,27,10,17,0,179,159,87,64,29,0,339,231,57,39,181,0,508,61,15,9,21,0,106,64,17,3,5,0,89,754,336,234,2742,18,4084,91,19,4,16,0,130,83,25,9,19,0,136,91,18,9,32,0,150,107,20,12,31,0,170,78,7,9,3,0,97,81,14,21,101,0,217,1962,353,274,565,16,3170,120,30,16,199,1389,1754,9722,3136,2252,22369,1614,39093
