POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA4491,0,3,10,7,7,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,13,6,0,3,3,44
POA4492,0,3,20,37,14,4,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,4,0,0,0,0,0,12,0,3,4,0,0,0,0,0,9,0,10,25,46,16,8,3,0,109
POA4493,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
POA4494,0,5,3,15,18,10,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,18,10,3,0,44
POA4496,0,3,13,26,15,9,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,12,26,15,9,3,0,75
POA4497,0,0,16,34,28,12,7,3,99,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,32,28,11,7,3,104
POA4498,0,0,7,15,19,12,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,19,12,0,0,55
POA4500,7,41,216,5056,6488,1173,272,130,13377,0,106,497,102,14,0,0,9,731,3,17,263,1010,70,0,0,21,1384,3,129,761,1110,81,0,0,32,2111,0,56,79,14,3,0,0,4,163,0,6,4,11,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5,0,6,0,0,40,7,67,100,31,11,8,0,10,226,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,11,232,1078,6204,6583,1184,273,166,15730
POA4501,4,11,71,997,396,78,22,17,1604,0,41,239,76,9,0,0,5,370,0,11,27,147,3,0,0,5,198,0,54,261,222,15,0,0,9,567,0,26,29,61,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,27,47,62,0,0,0,0,140,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,93,385,1283,414,78,21,31,2314
POA4502,0,10,66,1291,1130,183,24,28,2719,0,0,31,77,3,0,0,0,107,0,4,36,102,0,0,0,0,145,0,5,60,179,3,0,0,0,251,0,46,67,19,0,0,0,3,140,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,46,97,22,4,0,0,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,221,1490,1134,183,21,37,3148
POA4503,8,55,366,5030,6946,959,184,142,13679,9,230,637,727,35,5,0,26,1661,3,36,284,2437,188,3,3,34,2984,13,270,925,3162,220,4,3,62,4647,0,21,35,84,4,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,3,0,0,0,21,0,33,42,91,4,0,0,0,175,33,161,41,3,0,0,0,15,256,3,5,0,4,7,0,0,4,25,55,519,1377,8290,7177,966,189,222,18785
POA4504,5,16,82,1260,3937,703,138,55,6193,0,16,22,59,19,5,0,0,121,0,3,9,92,10,0,0,0,113,0,20,32,156,23,5,0,5,238,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,6,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,5,39,114,1419,3966,706,138,57,6454
POA4505,12,94,826,2054,3889,673,231,98,7877,0,38,159,254,101,3,0,6,560,0,7,95,396,30,0,0,4,530,0,44,262,649,122,3,0,12,1095,0,0,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,3,7,4,4,0,34,0,8,23,4,4,4,4,0,46,0,25,9,0,0,0,0,0,37,0,0,13,3,3,0,0,0,21,12,170,1127,2714,4028,677,233,116,9076
POA4506,4,86,267,2327,3754,468,136,91,7120,0,65,384,471,53,0,4,21,1003,0,5,72,304,33,0,0,12,434,0,75,461,779,86,0,4,35,1436,0,5,6,56,5,0,0,5,77,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,9,0,0,0,0,49,0,26,32,62,5,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,178,756,3167,3845,473,141,125,8696
POA4507,3,50,797,3162,2475,351,56,83,6983,13,59,386,271,28,0,0,21,778,4,153,425,295,15,7,0,22,924,13,214,806,569,44,7,0,43,1703,0,70,132,39,8,0,0,17,266,0,15,126,40,0,0,0,0,185,0,0,80,42,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,87,339,118,9,0,0,24,583,29,168,50,6,8,0,0,15,273,0,8,6,3,0,0,0,0,17,48,529,1997,3867,2533,365,58,161,9553
POA4508,4,48,509,3015,1930,317,69,96,5990,0,5,22,19,6,0,0,0,52,0,0,121,484,13,0,0,11,631,0,9,147,506,14,0,0,15,685,0,37,98,33,11,3,4,12,187,0,0,0,0,0,0,0,0,0,0,24,75,8,0,0,0,5,105,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,65,180,34,13,3,3,10,313,10,64,33,7,0,0,0,7,126,0,0,0,3,0,0,0,0,4,14,191,871,3563,1958,316,72,128,7120
POA4509,0,14,199,2252,6355,837,86,90,9839,0,28,190,121,3,0,0,8,346,0,44,229,1282,296,0,0,28,1886,0,71,420,1402,301,0,0,31,2230,0,19,9,17,3,0,0,0,51,0,3,45,27,0,0,0,0,73,0,43,145,7,0,0,0,5,198,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,64,198,48,4,5,0,4,327,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,16,3,150,819,3717,6667,838,86,121,12413
POA4510,21,123,1130,6221,7540,906,253,224,16421,10,401,551,829,97,3,0,62,1956,8,84,321,219,54,0,0,19,715,17,484,875,1048,158,3,5,77,2666,0,86,163,72,6,0,0,9,333,10,25,28,5,0,0,0,7,77,0,13,25,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,14,26,13,7,3,0,0,63,11,140,236,86,11,3,0,19,508,22,67,37,10,5,0,0,8,148,5,3,7,7,11,0,0,6,38,76,827,2287,7374,7716,911,264,334,19782
POA4511,4,8,168,1247,1670,199,58,42,3387,0,3,88,93,0,0,0,6,177,0,0,40,40,13,0,0,0,100,0,3,128,131,13,0,0,7,273,0,0,6,0,0,0,0,0,11,0,0,8,0,0,0,0,0,12,0,0,9,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,0,29,3,4,33,26,0,0,0,0,66,11,79,63,7,8,0,0,5,171,0,3,3,0,4,0,0,0,9,20,91,391,1409,1689,199,58,51,3903
POA4512,0,14,57,300,506,146,49,14,1092,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,22,63,305,514,146,49,14,1110
POA4514,4,59,226,912,928,186,65,27,2402,0,4,24,13,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,24,13,4,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,5,4,4,5,0,0,0,3,23,0,0,0,0,0,0,0,0,10,9,63,256,931,934,184,68,31,2465
POA4515,4,22,196,679,452,92,24,28,1490,0,0,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,5,3,0,0,5,14,0,0,0,0,0,0,0,0,4,6,24,216,684,453,92,24,29,1533
POA4516,0,4,34,307,658,198,64,13,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,21,0,0,8,0,3,0,0,0,21,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,46,308,665,201,63,13,1308
POA4517,0,6,71,124,122,11,5,5,345,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,73,126,120,11,5,3,355
POA4518,4,20,98,683,860,148,40,27,1874,0,0,6,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,3,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,26,107,697,860,148,40,27,1910
POA4519,8,25,178,1130,1288,186,56,30,2905,0,0,42,56,4,0,0,3,103,0,0,3,18,0,0,0,0,19,0,0,46,71,4,0,0,3,121,0,15,65,123,0,0,0,7,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,14,0,17,71,124,4,6,0,7,226,19,17,6,0,0,0,0,5,41,0,3,0,0,0,0,0,0,3,25,59,299,1331,1293,187,58,41,3297
POA4520,6,67,243,910,1963,793,303,26,4316,0,0,9,16,0,0,0,0,22,0,0,14,4,0,0,0,0,17,0,0,23,21,0,0,0,0,45,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,6,5,0,0,37,0,16,16,8,6,5,0,0,46,0,0,0,0,0,0,0,0,10,3,0,4,0,5,4,0,0,22,14,86,282,933,1977,802,304,26,4426
POA4521,6,35,137,586,680,202,54,24,1733,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,9,0,0,0,5,3,0,0,0,8,16,41,138,591,686,200,58,25,1760
POA4550,7,24,114,661,602,111,38,14,1561,0,0,17,20,3,0,0,4,42,0,0,23,30,0,0,0,3,57,0,0,43,53,3,0,0,4,103,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,3,9,0,3,0,0,0,18,12,35,16,9,9,0,0,5,76,0,6,0,0,0,0,0,0,5,22,60,179,715,617,110,38,20,1764
POA4551,20,143,1281,6862,8566,1382,238,201,18683,6,46,1089,819,81,5,0,41,2079,8,95,428,867,98,11,5,18,1523,9,141,1515,1681,179,12,5,56,3604,16,213,334,191,14,4,0,32,810,4,67,409,117,3,0,4,8,603,0,90,820,497,26,0,0,13,1445,10,62,248,385,10,0,0,7,724,0,15,12,3,3,0,0,0,29,28,443,1813,1192,62,13,4,64,3614,15,92,85,19,5,0,0,10,220,0,9,14,14,3,0,0,7,44,76,823,4705,9766,8811,1400,253,332,26162
POA4552,12,130,486,1505,929,194,53,40,3352,0,3,36,28,0,0,0,0,68,0,6,9,25,0,0,0,0,41,0,10,46,57,0,0,0,0,114,0,0,11,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,3,5,9,8,5,0,0,0,31,3,19,25,26,14,6,0,0,90,0,4,5,4,6,0,0,0,18,20,163,580,1599,953,197,57,41,3611
POA4553,9,32,139,1109,1580,282,81,42,3282,0,0,23,20,8,0,0,0,53,0,0,0,43,21,0,0,0,68,0,0,24,60,30,0,0,0,115,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18,0,5,16,0,4,0,0,0,31,0,0,0,0,0,0,0,0,7,0,4,0,8,4,0,0,0,16,11,45,177,1183,1626,279,84,47,3445
POA4554,3,29,78,195,178,72,39,8,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,81,195,178,72,39,8,614
POA4555,25,65,172,840,1026,245,70,29,2461,0,3,73,72,6,0,0,0,155,0,0,24,6,0,0,0,3,31,0,0,98,81,6,0,0,3,182,0,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,17,3,8,18,8,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,26,70,281,923,1032,252,70,35,2691
POA4556,15,109,775,3790,6183,1356,303,107,12630,11,85,932,925,18,0,3,42,2018,0,25,196,589,38,0,3,9,859,10,117,1127,1513,56,0,5,46,2876,14,121,385,221,49,0,0,23,816,0,4,133,75,3,0,0,3,226,0,17,330,245,60,0,0,11,666,0,0,0,0,0,0,0,0,0,0,7,8,0,7,0,0,0,32,21,159,852,544,119,6,0,40,1739,0,0,0,0,0,0,0,0,0,0,0,10,8,4,0,0,0,21,46,379,2768,5854,6358,1360,308,194,17270
POA4557,4,20,64,1576,2405,375,47,50,4542,0,7,89,117,9,0,0,3,221,0,5,125,283,50,5,0,6,461,0,3,212,401,59,5,0,10,683,19,96,712,445,42,4,0,22,1334,0,40,288,105,3,0,0,8,448,0,48,148,65,3,0,0,4,264,3,25,116,96,7,0,0,8,251,0,0,4,0,0,0,0,0,10,24,202,1265,712,55,5,0,39,2302,4,16,14,7,5,0,0,0,50,0,12,8,10,3,0,0,0,35,35,250,1563,2699,2521,381,47,105,7605
POA4558,7,62,360,2066,1310,227,36,64,4135,0,10,360,239,7,0,0,3,622,18,109,619,745,63,0,5,30,1596,18,117,984,983,72,0,6,37,2218,10,128,457,193,9,0,3,12,810,0,48,312,191,3,0,0,9,565,0,138,544,364,9,0,0,4,1065,3,51,512,202,11,0,0,19,801,0,8,5,4,0,0,0,0,10,15,373,1833,949,36,3,5,52,3258,7,47,29,8,6,0,0,7,104,0,10,18,26,0,0,0,0,57,53,616,3212,4032,1425,235,47,152,9771
POA4559,0,42,305,737,860,242,77,42,2311,0,5,26,43,0,0,0,3,80,0,3,18,8,5,0,0,0,31,0,9,42,47,6,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,13,0,0,7,0,0,0,0,0,18,29,49,30,0,0,0,0,3,112,0,3,7,0,0,0,0,0,18,29,101,396,794,874,242,79,49,2571
POA4560,37,182,923,4717,4050,743,254,142,11048,0,58,461,415,28,6,5,25,1003,3,54,460,345,15,0,0,6,894,3,113,927,764,45,6,5,37,1896,25,170,318,50,3,0,0,21,592,0,10,34,9,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,13,6,4,3,0,58,25,191,375,71,8,3,3,24,701,29,84,18,5,0,0,0,4,135,0,5,9,13,3,0,0,8,42,90,579,2247,5567,4112,749,258,219,13825
POA4561,19,52,178,987,1068,252,83,40,2680,0,8,30,28,0,0,0,4,65,0,0,7,4,0,0,0,0,12,0,8,29,32,0,0,0,4,77,0,26,39,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4,0,0,0,0,30,4,28,59,4,3,0,4,0,102,0,20,21,6,0,0,0,4,54,4,0,4,4,4,0,0,0,17,26,124,296,1025,1073,254,82,50,2927
POA4562,17,74,229,978,1106,317,118,31,2868,0,0,4,8,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,3,3,0,0,36,0,6,20,5,3,3,0,0,36,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,12,24,75,256,991,1112,327,123,30,2933
POA4563,18,84,457,1287,1213,222,68,50,3394,0,0,6,5,4,0,0,0,14,0,4,8,8,0,3,0,0,20,0,4,8,12,4,0,0,0,33,5,24,105,47,0,0,0,4,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,15,6,27,104,50,0,0,0,4,197,0,6,0,0,0,0,0,0,15,0,0,0,4,0,3,0,0,9,23,126,578,1360,1221,226,66,54,3650
POA4564,0,39,190,1241,1128,169,28,26,2816,0,7,296,95,6,0,0,10,416,4,34,120,348,25,0,0,5,543,4,43,412,441,33,0,0,13,961,0,28,156,85,0,0,0,5,278,3,4,92,73,9,3,0,4,189,0,0,103,145,0,0,0,6,255,9,9,5,0,0,0,0,0,34,0,6,0,0,0,0,0,0,10,15,43,363,309,11,5,0,7,751,6,18,3,0,5,0,0,4,33,0,0,4,5,4,0,0,0,8,25,139,965,1999,1175,176,30,55,4567
POA4565,25,96,428,2236,1737,301,71,69,4960,3,89,175,131,3,0,4,6,414,0,4,29,57,5,0,0,0,95,3,92,199,187,13,0,3,6,506,9,82,85,43,0,0,0,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,16,9,87,89,46,0,0,0,6,241,5,14,8,6,4,6,0,0,35,5,34,7,3,0,0,0,0,50,44,332,721,2481,1755,304,74,81,5793
POA4566,0,11,136,780,1099,196,14,23,2258,14,10,180,187,0,0,0,15,413,4,13,307,305,15,0,0,4,643,18,25,490,488,17,0,0,22,1058,0,26,144,48,0,0,0,5,231,0,19,84,41,0,0,0,4,152,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,4,0,46,237,92,3,6,0,6,389,0,3,7,0,0,0,0,0,12,0,0,6,4,0,0,0,0,12,22,86,868,1367,1114,196,14,52,3721
POA4567,7,22,162,1391,1303,239,34,32,3182,0,5,50,4,0,0,0,0,58,0,30,370,232,32,6,0,5,676,0,33,419,239,32,8,0,5,736,0,17,211,71,13,0,0,3,314,0,12,173,59,3,0,0,3,257,0,3,38,120,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,37,426,252,15,0,4,6,743,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,18,9,87,1015,1885,1353,244,41,51,4679
POA4568,8,43,155,573,430,80,22,25,1331,0,0,7,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,6,18,51,166,576,432,80,22,22,1361
