POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4030,9,4,8,0,25,11,0,4,0,15,0,0,7,0,9,0,0,7,0,8,12,3,15,0,33,24,9,21,0,53,41,6,33,7,79,68,11,51,12,143,86,20,45,10,162,156,49,50,21,281,105,46,35,11,200,133,49,38,9,231,359,118,78,28,587,255,166,28,20,470,180,162,16,8,364,129,145,20,4,301,413,884,43,13,1349,86,97,36,0,219,9,12,5,5,26,2075,1788,538,156,4557
POA4031,15,0,12,0,28,10,0,0,0,9,4,0,0,0,9,0,0,5,0,5,20,3,16,3,46,13,8,32,3,48,48,13,32,3,97,49,8,53,6,112,64,24,40,4,142,102,56,57,11,223,76,41,38,7,162,87,59,30,9,193,219,131,93,16,462,158,155,22,11,353,125,159,33,9,330,102,170,4,4,287,276,795,30,5,1108,57,84,41,3,185,11,9,0,0,26,1433,1720,554,104,3814
POA4032,23,4,13,3,45,18,0,3,0,27,9,0,6,0,20,9,0,25,0,27,32,6,30,7,74,24,12,52,6,95,137,21,56,8,221,134,40,84,26,283,148,67,106,19,338,165,88,76,19,353,137,91,66,11,315,172,92,56,14,338,286,258,88,25,656,234,202,44,13,496,162,195,27,12,399,103,122,14,0,243,181,308,21,3,510,78,104,53,3,238,19,7,13,4,39,2070,1627,843,171,4709
POA4034,80,13,28,3,120,30,4,8,0,39,42,7,19,4,66,26,0,39,0,71,91,18,77,4,188,79,40,124,6,245,437,50,152,11,653,333,96,192,30,649,405,155,228,29,822,408,259,226,27,916,253,258,168,28,706,292,280,163,27,766,631,767,244,33,1677,505,734,130,30,1403,372,716,69,16,1173,260,449,26,9,737,395,1196,58,16,1666,186,366,116,4,668,53,28,32,6,114,4870,5438,2104,292,12694
POA4035,45,3,10,0,61,24,4,3,0,31,20,0,3,0,26,15,0,8,0,23,59,5,14,0,75,42,8,32,3,86,179,15,44,3,246,171,21,75,10,273,224,53,95,3,378,238,94,89,11,426,130,103,94,4,335,164,152,70,6,392,375,444,151,11,981,274,483,59,4,824,204,523,47,8,779,130,445,19,0,593,386,1508,41,6,1937,96,271,71,4,444,31,24,11,0,62,2809,4153,932,77,7981
POA4036,12,4,4,0,16,5,5,0,0,8,0,5,0,0,3,4,0,4,0,9,12,3,11,0,30,13,4,22,0,41,80,7,32,0,113,43,12,29,0,86,57,34,40,0,136,56,40,41,0,133,35,55,34,5,132,33,65,27,4,131,122,167,32,12,340,87,164,17,0,266,59,106,15,0,178,20,65,3,5,98,34,89,6,6,140,26,77,23,0,124,4,11,4,0,16,709,897,354,34,1991
POA4037,11,0,0,0,15,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,8,5,4,0,22,45,8,9,0,57,31,6,22,0,60,47,14,29,0,88,66,23,32,0,125,34,41,12,0,96,44,58,19,0,125,95,124,36,4,262,91,172,23,0,290,78,193,13,0,284,41,144,5,0,194,90,419,7,0,522,31,94,11,0,137,6,4,0,0,12,741,1315,236,10,2305
POA4051,31,0,12,4,50,6,0,7,3,16,7,0,5,0,20,9,6,17,0,31,42,10,29,0,85,23,4,47,9,77,104,24,62,9,197,99,23,56,13,191,141,37,86,11,278,200,60,98,28,384,117,75,90,17,290,155,84,74,13,331,367,261,130,21,786,295,261,48,13,618,258,320,43,14,641,193,330,15,4,535,601,1854,97,13,2560,110,219,60,3,392,21,16,7,5,48,2769,3585,996,181,7530
POA4053,52,9,25,0,91,28,3,3,0,37,24,6,16,0,43,8,0,26,0,41,79,8,64,5,159,48,15,112,0,177,326,39,128,12,501,244,61,178,29,508,281,105,216,28,632,365,182,224,25,796,254,220,180,21,665,228,227,165,17,633,718,662,263,35,1683,575,755,101,28,1459,445,814,97,13,1358,345,636,24,12,1010,639,1912,81,9,2650,213,317,131,3,665,44,23,18,3,85,4908,5982,2048,249,13187
POA4054,18,3,6,0,27,9,0,9,0,16,4,3,8,0,14,4,0,14,0,16,34,0,22,0,56,22,10,45,0,74,118,14,45,4,176,86,22,59,7,176,121,42,100,4,273,138,59,70,5,275,84,90,71,3,244,81,83,42,4,224,180,223,106,7,516,160,250,36,7,451,128,249,30,0,401,96,203,10,0,307,166,370,16,0,554,52,108,50,0,206,14,4,3,0,21,1496,1733,733,58,4026
POA4055,25,6,8,0,39,16,0,0,0,20,15,0,7,3,21,4,4,6,0,18,44,0,13,0,58,43,4,41,0,85,166,12,45,0,230,136,28,72,5,238,204,44,82,12,342,157,73,75,0,307,106,113,71,5,297,124,136,80,0,341,239,373,111,10,734,231,446,41,6,724,195,509,38,0,750,150,390,14,0,556,286,1038,27,5,1355,72,240,61,0,374,12,18,9,0,34,2228,3436,794,63,6514
POA4059,28,5,21,3,53,3,0,4,3,18,3,0,10,0,15,3,3,4,0,8,13,7,8,0,28,19,13,21,4,56,36,7,21,6,74,67,12,20,11,107,67,41,34,5,154,84,39,47,14,186,73,47,21,7,146,81,45,36,11,178,149,107,65,13,338,120,76,18,16,234,109,121,19,10,253,87,79,4,0,174,271,553,44,3,873,46,77,26,4,156,5,11,7,0,15,1275,1253,434,121,3074
POA4060,10,0,9,0,15,3,0,3,0,12,6,0,5,0,12,6,0,8,3,10,17,0,11,0,32,12,3,19,0,32,42,3,18,0,71,41,11,27,0,87,60,23,23,9,105,72,18,31,0,122,51,17,33,0,105,50,28,36,0,120,132,126,72,13,345,109,111,29,0,247,80,166,18,3,270,65,139,5,0,210,248,1200,54,0,1502,40,111,37,0,186,9,3,4,0,14,1055,1963,427,44,3498
POA4061,22,7,3,0,30,10,0,4,4,13,11,5,4,0,12,3,5,10,0,23,33,4,8,0,45,33,3,19,4,56,88,7,30,5,128,99,16,36,3,148,115,34,57,5,217,169,45,53,4,274,84,71,54,0,206,101,67,58,4,227,164,216,138,4,529,140,283,44,3,471,120,323,39,0,485,77,265,20,0,368,292,1100,53,6,1447,55,161,59,0,273,10,11,3,0,23,1627,2614,694,46,4978
POA4064,15,0,3,0,21,8,0,3,0,6,4,0,0,3,6,0,0,6,0,3,10,0,4,0,20,13,4,12,3,38,26,9,12,0,50,34,6,23,3,65,60,17,18,10,104,66,26,19,10,119,49,21,24,3,98,66,12,13,4,102,197,64,50,19,327,163,58,15,7,240,114,85,18,6,229,107,88,9,9,213,363,710,53,9,1126,68,76,32,0,172,0,5,0,3,14,1367,1180,313,93,2952
POA4065,4,0,0,0,9,5,0,0,0,5,3,0,3,0,3,0,0,6,0,7,8,0,7,0,20,5,3,12,0,16,27,6,11,0,43,36,0,16,5,52,46,9,26,3,79,54,23,16,4,101,31,10,22,0,67,41,21,24,5,87,96,65,46,8,207,69,63,12,5,143,80,96,23,0,202,53,118,10,5,184,238,996,49,0,1279,33,110,28,6,174,8,8,4,0,18,828,1520,307,40,2700
POA4066,24,0,29,4,58,16,0,3,5,29,5,4,3,3,17,4,0,4,0,18,27,9,16,5,48,15,7,27,4,43,51,11,20,5,96,66,19,28,16,126,128,38,37,28,223,155,38,42,18,253,115,38,32,18,202,134,48,38,11,240,301,124,69,20,511,242,112,20,22,396,204,129,18,4,367,138,106,7,3,258,424,769,50,7,1251,87,91,30,6,210,8,4,3,0,25,2155,1533,483,194,4364
POA4067,16,7,15,8,46,5,3,10,3,13,8,5,4,7,16,4,0,3,7,14,14,3,3,6,26,14,16,24,8,54,34,13,10,5,62,43,17,19,13,92,91,33,20,15,155,68,42,21,16,148,50,30,13,7,105,47,40,12,0,102,137,81,34,6,257,99,68,13,7,191,77,77,10,4,160,40,46,7,0,91,186,323,23,0,539,34,61,16,4,107,8,8,0,0,18,958,865,248,118,2195
POA4068,37,11,61,6,111,12,4,15,3,44,16,10,12,3,39,4,4,14,3,26,38,12,18,8,74,29,22,50,11,103,92,21,56,17,188,111,36,43,23,216,136,67,87,7,304,194,94,69,31,378,120,100,71,17,306,157,103,68,10,340,332,293,113,22,754,275,228,25,20,552,220,284,26,3,533,145,190,4,3,350,487,1253,64,9,1811,94,191,64,5,353,16,16,0,3,39,2507,2932,871,211,6519
POA4069,64,13,34,0,119,35,0,6,0,51,16,6,11,0,38,11,4,0,0,21,67,4,19,6,93,51,13,39,4,100,185,25,41,3,251,170,42,59,9,279,242,65,68,8,386,274,90,69,16,449,143,118,74,4,342,176,146,68,11,404,361,369,145,9,891,258,409,69,6,743,265,543,61,5,873,164,462,14,6,654,766,2845,118,4,3739,105,404,83,0,586,36,27,8,0,74,3388,5587,984,98,10067
POA4070,26,4,8,0,35,10,0,5,0,15,11,0,0,0,15,4,4,6,0,15,18,5,15,0,34,11,7,18,0,37,98,12,18,3,128,86,18,42,0,149,90,22,39,4,152,110,48,48,0,207,54,60,43,4,162,45,85,37,0,166,136,209,77,4,419,111,241,33,0,380,79,243,19,0,340,68,189,10,0,265,176,581,23,0,780,49,134,24,0,206,8,11,7,0,29,1193,1865,464,21,3541
POA4073,19,3,0,0,25,3,0,0,0,9,7,0,0,0,7,4,0,8,0,8,22,0,5,0,25,13,3,5,0,27,57,15,9,0,80,75,15,10,0,104,67,31,34,0,134,72,29,24,0,139,45,32,33,3,109,44,49,28,0,123,103,125,45,0,277,87,139,19,5,253,72,162,10,0,242,35,154,7,0,204,170,551,19,0,739,27,102,23,0,145,7,0,0,0,11,941,1408,286,16,2655
POA4074,57,9,21,0,91,29,7,5,0,36,21,0,11,0,35,8,5,11,0,29,40,0,15,0,64,47,9,41,0,100,201,31,55,3,288,148,49,74,8,278,217,72,97,8,401,222,119,100,4,440,134,127,84,6,349,134,144,67,11,358,332,407,148,8,894,243,424,53,9,728,223,438,35,8,701,140,366,18,3,521,335,993,35,11,1370,90,225,60,7,373,19,16,5,0,40,2639,3442,933,81,7095
POA4075,30,11,12,0,53,8,9,6,0,28,9,0,6,0,24,7,3,15,0,35,30,11,34,3,74,27,6,45,0,74,144,37,51,7,236,139,43,69,12,268,164,61,93,8,336,175,77,84,15,351,112,103,86,6,305,140,135,67,7,347,296,296,148,22,759,262,340,43,10,658,207,370,36,4,617,171,327,9,3,512,405,1418,46,3,1870,89,194,76,3,360,19,13,8,0,35,2440,3433,950,113,6940
POA4076,7,6,11,0,23,0,4,0,0,7,0,3,4,0,8,0,0,11,0,14,8,5,15,0,30,8,9,28,0,49,53,27,18,6,95,20,21,23,4,75,31,22,25,6,90,40,41,30,3,113,20,36,18,5,75,25,44,14,0,89,61,91,28,4,184,42,64,12,0,117,25,64,11,5,100,15,27,3,0,41,24,33,0,0,65,14,43,15,3,69,4,4,8,0,16,393,533,282,43,1249
POA4077,71,57,73,3,208,16,11,14,0,43,13,20,71,0,105,22,20,98,0,143,84,57,130,9,280,43,79,180,6,306,288,152,207,20,671,202,227,273,25,731,175,322,268,30,790,257,403,194,33,888,146,342,151,28,672,183,282,114,26,603,325,601,162,26,1113,200,379,71,8,656,96,245,29,5,382,58,171,20,5,248,72,215,37,0,337,111,283,132,10,538,41,38,65,0,149,2405,3911,2289,252,8855
POA4078,51,16,36,0,108,19,0,4,0,28,18,11,21,0,48,10,6,28,0,43,52,22,57,0,128,46,20,77,9,150,194,47,119,6,365,153,86,152,7,402,157,138,150,14,460,197,251,146,11,608,111,223,113,10,460,145,235,95,7,484,341,569,160,18,1091,231,447,84,12,775,168,392,32,6,605,91,235,19,0,344,147,514,28,0,687,93,226,79,3,403,23,19,11,0,55,2245,3468,1415,110,7236
POA4101,85,23,48,7,164,32,5,8,7,55,27,0,14,8,46,26,3,24,0,54,47,9,20,5,90,37,24,51,5,109,132,32,67,14,246,119,40,70,19,247,200,74,117,19,412,260,82,78,27,444,201,86,89,15,397,247,85,71,21,420,547,298,168,25,1045,459,233,34,23,749,363,252,58,11,684,269,179,15,5,465,871,925,92,8,1898,170,171,64,7,416,19,9,6,0,34,4106,2528,1103,229,7965
POA4102,23,7,5,0,33,5,0,0,0,4,0,0,7,0,5,0,0,6,0,6,24,3,12,0,39,8,0,14,4,23,50,8,21,4,77,43,7,26,9,84,57,23,24,9,111,88,31,25,14,154,72,20,31,4,131,77,28,18,3,126,178,60,24,27,293,128,56,11,9,207,93,84,9,4,195,84,56,6,3,145,167,221,11,8,404,36,42,18,6,103,7,3,7,4,14,1135,642,275,110,2158
POA4103,8,9,3,5,26,4,0,3,0,11,4,8,4,0,18,4,0,10,0,16,9,0,24,0,33,17,10,39,3,69,72,17,30,13,128,54,16,39,13,122,94,34,49,12,183,132,48,43,11,231,82,59,31,11,181,121,41,35,12,206,237,130,71,20,454,193,129,28,16,353,178,150,12,10,347,110,143,0,3,265,238,453,24,10,720,60,69,26,8,163,9,3,7,0,22,1611,1317,485,124,3546
POA4104,9,0,7,0,9,5,0,0,0,6,5,0,3,0,5,3,0,9,0,9,14,0,3,0,15,9,3,11,0,17,44,9,12,3,64,38,12,14,6,80,49,3,19,0,79,73,17,13,10,115,41,22,16,3,86,45,21,19,4,91,93,62,28,10,198,101,52,8,0,169,76,72,7,8,162,50,58,3,3,113,150,331,15,7,501,29,43,18,0,92,8,3,0,0,6,828,721,204,54,1807
POA4105,18,0,5,0,34,10,4,0,0,12,0,3,6,0,14,3,0,15,0,21,18,3,30,0,57,19,3,25,4,58,74,14,32,12,133,50,20,46,15,128,82,43,37,8,165,117,55,55,13,242,78,64,47,11,200,84,46,39,5,180,195,143,62,20,425,186,166,23,6,382,137,190,28,6,359,109,168,7,3,281,242,524,14,3,785,52,95,32,0,180,9,3,0,0,15,1493,1545,501,116,3655
POA4106,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,7,0,0,7,0,11,8,0,5,4,20,5,5,10,0,15,7,9,10,0,32,9,3,0,0,17,5,9,5,0,22,4,15,9,0,25,33,23,4,0,65,19,15,3,0,44,18,11,5,0,32,7,12,0,0,17,3,10,0,0,18,12,7,3,0,24,0,0,0,0,3,135,134,65,15,348
POA4107,10,0,7,0,14,0,0,0,0,5,0,0,6,0,10,4,0,0,3,10,5,0,5,0,11,8,3,25,0,36,46,4,17,0,64,31,7,27,0,61,34,19,22,3,85,47,29,39,8,116,41,31,29,7,104,35,33,21,5,94,70,120,31,0,222,86,128,15,9,235,60,118,4,0,178,45,99,3,0,144,72,212,10,3,298,31,32,15,0,79,0,0,0,0,4,624,836,284,50,1791
POA4108,15,7,11,0,34,5,0,4,0,6,3,0,5,0,10,7,0,6,0,9,14,0,13,0,25,9,4,15,0,31,54,13,25,0,93,49,15,28,12,111,56,34,29,9,131,66,35,23,7,125,33,42,16,4,97,49,43,16,3,114,93,97,30,4,224,56,82,15,9,156,41,73,6,0,125,23,39,4,0,66,22,55,0,6,84,27,42,16,4,89,8,3,5,0,20,634,593,263,53,1540
POA4109,205,43,73,13,328,46,12,10,4,77,40,18,25,9,85,42,17,30,3,89,135,46,50,3,235,94,45,116,5,259,362,92,120,15,586,302,157,162,28,653,285,232,173,16,709,333,335,175,22,865,192,300,109,18,612,219,289,82,21,605,422,642,152,25,1242,201,492,89,18,795,179,350,48,12,586,88,244,26,5,358,200,612,39,8,856,127,320,86,11,544,40,31,11,5,79,3498,4269,1566,236,9568
POA4110,42,14,20,3,84,11,8,5,0,20,0,4,15,0,19,3,6,18,0,35,22,23,56,0,103,15,25,56,0,91,109,33,67,0,216,68,61,94,6,230,64,102,82,11,265,80,134,63,10,289,83,177,53,9,320,96,165,54,10,321,221,390,73,7,691,181,291,30,5,509,102,245,24,5,375,65,154,3,8,228,78,253,13,0,345,42,136,46,0,227,17,17,15,0,50,1304,2237,791,80,4407
POA4111,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,0,0,5,7,0,0,0,10,11,5,9,0,22,10,0,6,0,14,5,0,6,0,10,4,7,0,0,12,14,13,6,0,27,9,8,0,0,20,10,8,0,0,15,8,10,0,0,12,0,23,0,0,28,0,4,0,0,9,0,0,0,0,0,78,88,28,8,208
POA4112,22,8,10,0,38,9,5,6,0,16,4,7,0,0,20,9,3,4,0,12,22,13,8,0,44,11,14,15,0,37,79,26,7,0,122,39,37,36,0,104,51,72,22,0,143,62,99,25,3,187,32,75,13,4,128,45,75,21,3,146,79,193,32,7,309,58,161,18,0,240,34,133,13,0,183,23,112,7,3,143,50,267,11,0,322,20,91,21,0,133,6,10,0,0,25,649,1383,272,27,2331
POA4113,101,29,28,5,164,45,6,11,3,63,40,4,14,5,61,17,4,29,0,50,84,23,42,0,153,55,35,56,11,157,258,89,72,9,433,208,127,92,16,450,199,217,127,13,555,229,297,132,26,685,154,281,103,11,551,195,278,85,11,571,373,593,126,29,1122,222,411,67,12,714,159,371,39,11,577,81,243,16,8,349,189,560,32,11,787,88,267,65,3,422,33,24,18,0,74,2743,3877,1149,176,7944
POA4114,25,44,56,0,120,14,5,12,4,32,20,17,46,3,78,9,14,92,6,112,56,51,151,8,266,47,63,252,3,361,323,134,270,23,746,178,185,263,21,650,165,267,255,34,724,186,305,214,21,732,97,227,138,13,472,98,193,77,15,383,171,322,108,26,631,84,197,55,5,337,39,116,20,0,175,18,65,8,0,90,21,64,21,0,111,73,228,128,10,440,47,41,56,3,145,1671,2534,2218,195,6621
POA4115,66,7,23,0,102,18,4,3,0,23,8,0,8,0,28,12,11,23,0,50,51,11,21,0,90,38,30,46,8,121,181,41,53,0,281,133,78,79,5,294,138,129,94,3,374,153,199,88,8,450,92,198,71,11,375,96,177,60,7,342,245,448,97,10,800,155,412,45,10,628,123,354,25,0,508,57,240,12,0,307,120,413,14,0,552,52,158,55,5,267,14,17,9,0,41,1767,2960,833,72,5625
POA4116,135,22,63,3,222,34,11,14,0,60,16,20,18,4,56,21,14,30,0,66,65,26,40,5,135,48,43,61,0,158,209,77,87,6,381,141,118,110,3,373,160,208,112,7,489,180,290,128,10,606,113,267,77,12,467,151,325,74,5,554,267,668,134,13,1086,213,514,57,7,794,149,388,30,7,575,68,256,15,3,344,135,617,35,3,791,89,273,70,3,440,35,28,15,0,70,2245,4154,1162,99,7663
POA4117,8,0,0,0,13,3,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,0,9,0,8,0,3,13,0,18,16,14,16,0,51,6,16,16,0,39,8,28,22,0,52,9,35,20,0,57,12,29,8,0,54,5,33,8,0,49,28,81,14,0,120,12,61,0,0,77,7,26,3,5,38,4,15,0,0,23,13,40,7,0,51,0,32,10,0,46,3,3,0,0,9,140,418,152,8,714
POA4118,58,16,30,0,112,15,3,5,0,23,20,10,28,0,53,14,10,32,4,54,63,25,71,8,164,55,26,129,0,212,278,68,157,12,509,187,108,190,16,500,211,172,211,9,602,273,328,193,24,818,171,302,129,5,606,185,296,102,15,601,435,735,156,21,1350,294,561,56,12,926,143,362,42,0,545,72,246,18,0,334,106,420,27,0,544,127,300,106,6,538,30,32,31,0,91,2731,4006,1709,140,8587
POA4119,29,5,8,0,43,6,0,0,0,11,3,5,4,0,9,0,4,6,0,10,16,3,19,0,34,12,4,7,0,30,52,13,16,3,86,37,22,34,0,96,47,58,32,3,136,41,65,28,4,145,30,65,19,6,116,30,63,17,0,105,71,156,15,8,247,51,145,13,6,216,35,106,8,0,159,18,60,3,0,80,43,176,3,4,220,18,53,23,0,94,4,0,4,4,15,535,1017,256,36,1844
POA4120,11,0,4,0,21,4,0,0,0,4,0,3,4,3,9,0,0,9,0,9,7,0,11,4,20,14,11,15,6,43,40,4,12,7,65,43,13,33,7,90,56,24,38,11,134,81,30,29,11,147,74,25,21,8,133,81,23,23,6,138,200,87,48,17,355,156,83,15,11,272,135,102,13,5,251,82,72,6,0,166,202,321,24,4,548,46,43,17,6,111,4,7,3,0,10,1245,855,314,104,2515
POA4121,33,6,14,0,51,16,4,8,0,28,5,0,9,0,14,5,0,15,0,24,43,9,26,0,83,26,10,49,5,84,137,27,48,5,220,103,20,94,6,232,138,54,74,17,286,155,77,88,22,334,76,75,68,14,230,110,94,71,11,290,272,292,158,24,750,194,318,45,16,572,193,432,42,9,673,155,377,18,0,552,477,1648,57,6,2185,76,192,74,7,346,16,9,12,0,34,2228,3641,967,147,6986
POA4122,122,16,62,5,203,42,8,15,0,63,35,12,25,3,72,14,10,44,4,75,102,23,72,4,201,68,34,104,18,226,393,72,128,4,600,239,103,165,31,544,312,183,218,32,740,346,253,207,30,833,223,275,202,16,723,265,321,130,17,734,605,816,232,42,1698,409,762,91,28,1289,298,712,80,16,1104,216,574,29,5,821,402,1409,78,16,1898,148,294,129,7,578,43,33,30,8,105,4286,5912,2029,286,12517
POA4123,83,15,19,4,122,12,4,3,0,22,10,18,4,0,33,10,9,22,0,41,51,18,37,0,114,32,22,46,0,100,193,46,66,9,310,154,75,77,8,308,150,122,90,5,365,173,189,89,9,458,101,164,82,6,347,133,176,66,0,378,271,484,115,10,875,221,455,46,5,731,148,430,29,4,607,98,302,16,5,418,165,643,20,7,837,76,232,52,4,355,19,22,14,0,60,2095,3425,903,66,6489
POA4124,36,6,15,0,60,12,0,9,0,23,14,4,8,0,34,12,6,23,0,40,55,10,46,3,113,32,11,74,0,116,218,34,92,7,347,137,66,126,7,336,137,100,108,4,354,166,176,97,6,442,126,194,88,6,409,125,217,51,5,397,308,502,86,10,904,228,460,38,7,740,144,358,20,0,526,80,274,5,0,364,106,524,17,0,644,90,270,62,5,423,31,35,20,3,91,2062,3252,984,68,6371
POA4125,23,0,10,0,36,10,0,7,0,15,7,3,9,0,18,5,3,9,6,16,34,5,20,0,59,33,5,41,0,84,188,12,57,3,262,110,41,72,5,222,121,91,69,4,291,129,130,64,7,326,79,105,43,3,236,78,112,36,8,235,192,264,45,0,498,130,206,17,4,359,66,143,8,0,221,30,112,3,0,147,47,162,10,3,221,60,121,24,6,209,25,13,17,0,50,1384,1520,561,52,3515
POA4127,58,15,30,3,108,22,0,13,0,29,11,9,32,0,48,13,4,23,6,51,57,14,73,0,142,42,27,118,4,195,277,46,122,11,458,205,77,167,8,456,209,129,181,13,537,246,208,167,16,628,136,219,113,9,474,159,196,104,16,479,331,453,156,19,957,223,394,73,16,712,142,316,38,8,515,101,204,13,3,327,145,481,37,0,661,105,222,89,4,417,31,32,18,0,81,2510,3058,1572,130,7272
POA4128,40,10,11,0,58,10,0,7,0,13,7,8,5,0,19,4,0,13,3,22,36,5,26,0,70,25,7,41,3,84,174,21,46,3,245,117,33,70,4,223,128,59,79,4,272,148,107,70,4,326,76,123,49,0,255,104,119,55,9,288,239,335,91,11,676,197,324,42,3,557,143,303,24,5,475,96,230,14,0,335,146,491,25,0,659,60,169,42,0,280,14,16,7,0,38,1770,2362,710,45,4888
POA4129,17,3,8,0,32,0,0,0,0,9,0,0,0,0,9,4,0,8,0,10,16,0,15,0,33,8,0,28,4,42,65,10,33,0,114,31,25,43,3,102,41,40,47,5,132,56,60,56,0,172,36,51,35,0,125,41,61,24,0,119,102,170,28,3,301,71,136,18,0,219,41,92,5,0,135,26,64,3,0,96,22,78,13,3,120,15,56,18,0,94,4,6,6,0,19,603,845,393,26,1871
POA4130,24,4,5,0,25,6,0,0,0,8,5,0,0,0,6,3,3,8,0,15,21,4,13,0,44,17,6,18,0,42,111,4,18,0,134,49,18,33,0,103,75,17,37,3,140,83,43,35,3,163,47,46,32,0,122,56,58,21,0,135,107,140,41,9,299,114,153,22,5,295,76,189,10,0,274,43,119,11,0,173,97,379,14,0,486,29,93,23,0,146,11,7,5,0,22,982,1285,337,18,2627
POA4131,17,11,11,0,52,0,7,4,0,12,10,3,10,3,29,4,0,30,0,34,28,15,48,0,86,17,17,66,0,102,96,37,77,5,224,71,57,106,12,252,62,98,85,9,254,93,107,77,5,287,46,110,62,6,218,65,98,44,3,207,121,189,63,9,384,81,129,25,4,238,33,91,6,0,128,15,38,6,0,61,18,69,8,0,99,23,79,36,3,148,19,9,7,4,33,824,1174,774,76,2848
POA4132,31,23,48,0,110,3,3,12,0,19,5,9,23,0,38,8,3,51,0,63,28,27,91,0,153,36,37,175,0,250,179,93,199,3,476,132,154,211,15,512,109,226,227,16,583,175,348,185,18,730,113,274,135,14,536,111,299,84,7,499,226,480,107,15,836,115,346,52,10,519,44,176,19,3,250,20,93,11,0,129,25,123,17,0,159,78,256,89,9,430,18,34,26,0,77,1471,3008,1760,135,6376
POA4133,38,10,23,0,69,11,0,8,0,21,7,8,12,4,27,16,6,21,0,45,44,13,49,3,111,34,28,98,6,159,246,54,113,6,421,165,94,155,12,426,138,127,139,8,412,190,204,132,6,532,118,197,107,6,429,127,188,52,12,383,267,461,120,17,866,178,313,41,6,536,84,219,16,3,326,44,115,7,3,173,73,176,14,5,262,90,198,73,4,360,31,29,11,0,74,1888,2442,1204,98,5631
