POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA4402,13,0,12,3,0,39,36,12,4,0,16,17,4,3,23,4,16,122,12,220,0,0,0,0,0,0,0,0,0,0,0,0,37,38,58,17,15,0,23,21,10,6,31,4,34,123,51,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,4,0,0,0,0,7,60,17,14,0,18,20,6,5,33,4,28,100,6,218,0,0,0,0,0,0,0,0,0,0,0,0,40,37,58,17,15,0,23,21,10,6,31,4,34,101,41,265
POA4403,17,4,20,0,0,39,68,66,24,0,31,27,7,18,59,0,33,472,21,723,0,0,0,0,0,0,0,0,0,0,0,5,84,85,91,69,29,5,49,35,11,24,76,5,55,478,106,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,9,0,0,4,3,0,3,5,0,19,8,4,0,0,9,0,0,4,3,0,3,5,0,19,81,60,25,5,43,37,11,18,71,6,42,323,18,576,0,0,0,0,0,0,0,0,0,0,0,0,64,68,91,58,26,5,47,35,11,24,75,5,47,328,85,661
POA4404,0,0,0,0,0,7,27,38,16,0,21,15,9,3,34,0,21,270,15,409,0,0,0,0,0,0,0,0,0,0,0,0,56,56,28,44,12,5,22,20,9,3,34,0,24,270,69,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,5,29,36,12,5,22,20,9,3,34,0,26,200,14,330,0,0,0,0,0,0,0,0,0,0,0,0,43,41,28,35,12,5,22,20,9,3,34,0,26,206,54,377
POA4405,318,69,354,98,24,990,1053,1382,313,14,623,462,102,192,1222,85,734,7634,525,12332,18,9,0,0,15,9,0,0,9,3,3,64,938,1042,1349,1577,399,93,812,667,169,282,1551,160,1090,7793,1490,14360,0,0,0,0,0,0,0,0,0,0,0,9,0,14,81,34,34,3,59,50,12,25,59,15,34,106,3,302,81,36,34,3,59,50,12,25,59,15,34,119,7,314,1234,1260,356,81,729,592,148,256,1355,139,889,5241,419,9985,25,14,8,9,12,12,4,3,11,5,10,33,757,838,1339,1302,397,92,804,659,161,280,1425,160,934,5387,1185,11142
POA4406,19,4,28,5,5,75,123,135,53,0,56,44,11,14,80,8,63,977,42,1446,0,0,0,0,0,0,0,0,4,0,0,21,168,195,159,159,62,0,68,55,13,26,102,15,95,998,220,1712,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,4,0,7,4,0,7,6,0,4,7,0,29,11,3,4,0,7,4,0,7,6,0,4,6,0,29,143,115,60,0,61,45,11,21,93,15,78,724,34,1191,3,3,0,0,6,0,0,0,3,0,0,6,143,157,159,123,62,0,68,55,14,26,100,15,83,741,176,1380
POA4407,9,0,14,5,0,34,36,47,6,0,19,27,4,9,29,5,20,255,19,412,0,0,0,0,0,0,0,0,0,0,0,0,53,61,50,58,11,0,33,32,6,13,43,8,30,256,74,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,6,0,0,0,0,0,5,0,10,46,51,11,0,26,28,3,12,42,9,27,194,12,366,4,4,0,0,0,0,0,0,0,0,0,4,41,54,50,54,11,0,33,31,6,13,43,8,30,200,54,428
POA4408,9,3,19,6,0,32,54,58,16,0,24,24,5,11,42,3,29,281,13,470,0,0,0,0,0,0,0,0,0,0,0,0,36,40,71,64,17,0,26,29,3,12,51,7,47,280,47,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,11,0,18,3,0,0,0,0,0,0,3,5,0,3,11,0,17,66,53,17,0,24,28,3,8,44,7,36,195,6,381,0,0,0,0,0,0,0,0,0,0,0,3,32,34,71,52,17,0,26,29,3,14,51,7,36,213,41,440
POA4410,55,15,27,8,0,130,149,108,22,3,71,52,5,23,93,6,72,498,30,906,9,0,0,0,0,0,0,0,8,0,0,9,106,124,217,128,45,20,85,92,19,40,152,22,100,515,141,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,3,5,0,0,10,0,6,14,0,44,15,4,4,0,3,5,0,0,10,0,6,15,0,46,184,103,36,18,74,81,18,38,131,17,87,346,25,806,7,4,0,0,4,3,0,0,3,0,0,6,88,101,217,110,45,20,85,92,19,40,145,22,92,369,112,954
POA4411,6,0,12,0,0,18,21,30,3,0,12,9,0,4,16,4,19,158,5,238,0,0,0,0,0,0,0,0,0,0,0,0,35,38,31,31,7,0,13,6,5,8,24,3,29,157,44,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,29,7,0,13,3,5,4,28,6,21,101,4,190,0,0,0,0,0,0,0,0,0,0,0,0,27,27,31,29,7,0,13,6,5,8,28,3,19,99,34,219
POA4412,4,0,3,3,0,11,24,11,0,0,7,0,0,0,14,0,10,105,0,160,0,0,0,0,0,0,0,0,0,0,0,0,43,43,24,18,0,0,7,0,0,0,15,0,18,109,43,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,7,0,0,0,15,0,12,85,0,136,0,0,0,0,0,0,0,0,0,0,0,0,31,32,24,18,0,0,7,0,0,0,15,0,15,87,28,167
POA4413,144,31,155,40,10,402,477,686,186,13,339,213,57,105,589,41,372,4889,235,7199,11,9,3,0,5,4,0,0,5,0,8,47,1002,1073,614,791,234,30,413,286,87,138,740,70,529,4977,1249,8675,0,0,0,0,0,0,0,0,0,0,0,11,0,11,41,29,12,5,31,31,6,12,42,8,33,76,0,198,41,29,12,5,31,31,6,12,42,8,33,86,0,201,557,606,219,33,373,251,73,123,645,61,428,3388,188,5643,14,9,0,0,7,4,0,0,10,0,0,29,800,860,618,638,233,32,411,280,77,138,699,70,460,3504,998,6711
POA4415,45,6,46,9,6,142,168,201,59,5,94,81,23,37,177,20,94,1035,49,1718,3,3,4,0,3,4,0,0,5,0,0,13,281,306,232,234,81,26,128,116,34,61,225,29,138,1057,333,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,8,16,6,8,12,3,6,16,5,66,17,4,3,3,8,16,6,8,12,3,6,16,5,65,211,197,71,18,117,93,29,53,196,24,119,733,44,1446,3,0,0,0,0,0,0,0,0,0,0,12,227,247,232,206,79,26,128,116,34,60,213,29,124,762,276,1753
POA4416,0,0,3,0,0,6,20,32,9,0,11,6,4,3,22,3,11,264,11,362,0,0,0,0,0,0,0,0,0,0,0,9,38,44,24,32,16,0,10,5,4,10,23,3,12,273,40,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,25,30,13,0,12,3,4,0,22,3,10,197,5,295,0,0,0,0,0,0,0,0,0,0,0,4,24,26,24,31,16,0,10,5,4,0,23,3,12,197,33,325
POA4417,7,0,17,3,0,36,58,62,15,0,34,36,4,17,42,8,31,377,33,607,0,0,0,0,0,0,0,0,0,0,0,0,54,54,75,72,15,5,43,40,7,19,47,9,48,380,86,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,5,7,0,19,0,0,0,0,3,6,0,5,0,0,5,7,0,19,75,66,15,5,35,42,10,20,48,4,35,233,19,462,0,0,0,0,0,0,0,0,0,0,0,3,41,46,75,66,15,5,43,40,7,19,47,9,38,241,63,522
POA4418,0,0,0,5,0,3,5,9,3,0,3,4,0,0,4,0,0,48,5,78,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,3,0,3,3,0,0,4,0,0,50,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,3,0,0,4,0,0,47,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,3,0,3,3,0,0,4,0,0,44,3,74
POA4419,4,0,23,0,0,37,52,56,13,0,29,25,5,11,54,3,53,598,30,844,0,0,0,0,0,0,0,0,0,0,0,7,191,198,68,62,20,0,40,30,13,11,61,4,68,604,226,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,4,3,0,0,9,0,23,4,4,0,0,4,4,0,4,3,0,0,11,0,24,60,50,12,0,35,33,13,5,50,4,54,433,27,675,0,0,0,0,0,0,0,0,0,0,0,6,174,182,68,51,16,0,40,30,13,11,57,4,59,449,202,879
POA4420,17,9,33,0,0,63,80,81,36,4,39,27,4,15,55,3,39,741,28,1041,3,0,0,0,0,0,0,0,0,0,0,13,108,121,109,89,43,24,56,37,9,22,71,8,70,756,136,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,3,0,3,7,3,18,4,0,4,0,4,0,0,0,3,0,3,7,3,18,104,77,40,24,51,34,5,21,68,12,63,526,21,846,0,0,0,0,0,0,0,0,0,0,0,4,87,101,109,77,41,24,56,40,10,21,68,8,66,542,114,964
POA4421,113,22,121,25,4,284,234,215,59,3,123,96,19,59,209,29,132,879,65,1646,0,8,0,0,0,4,0,0,7,3,4,10,219,245,342,285,88,23,164,154,33,105,322,52,256,908,288,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,12,0,11,13,7,8,14,5,12,15,3,64,24,12,12,0,11,13,7,8,14,5,12,19,3,62,321,243,74,23,152,141,29,93,298,48,217,612,42,1522,4,4,0,0,4,0,0,0,0,0,3,9,183,197,342,253,88,23,163,155,33,105,311,52,227,629,230,1785
POA4422,4,6,5,0,0,18,28,36,17,0,24,20,5,6,16,8,12,250,7,364,0,0,0,0,0,0,0,0,0,0,0,0,63,69,46,42,20,0,26,22,7,4,22,3,17,254,75,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,0,0,0,0,5,0,0,0,0,8,42,36,16,0,24,19,7,9,15,3,13,192,7,311,0,0,0,0,0,0,0,0,0,0,0,0,54,54,46,37,20,0,24,22,7,4,22,3,17,190,58,376
POA4423,3,0,8,0,0,9,14,13,0,0,8,3,0,5,11,0,9,113,6,162,0,0,0,0,0,0,0,0,0,0,0,0,21,27,22,22,7,0,7,10,0,3,14,7,10,113,28,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,7,0,9,3,0,3,14,7,10,77,3,133,0,0,0,0,0,0,0,0,0,0,0,0,19,17,22,16,7,0,7,10,0,3,14,7,10,77,25,151
POA4424,3,0,7,0,0,6,16,17,13,0,6,8,0,4,14,0,14,141,3,206,0,0,0,0,0,0,0,0,0,0,0,0,14,16,23,19,13,0,13,11,0,3,21,0,15,144,18,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,4,20,19,9,0,13,3,0,3,14,0,15,88,3,154,0,0,0,0,0,0,0,0,0,0,0,0,11,11,23,18,13,0,13,11,0,3,13,0,16,90,11,169
POA4425,3,0,3,0,0,15,11,17,7,0,7,6,0,8,11,0,8,99,3,146,0,3,0,0,0,0,0,0,0,0,0,0,9,9,12,22,6,0,8,13,0,8,14,0,13,96,15,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,10,14,11,9,0,8,8,0,3,14,0,10,61,3,118,0,0,0,0,0,0,0,0,0,0,0,0,8,11,12,14,6,0,8,13,0,8,14,0,13,63,15,133
POA4426,0,0,0,8,0,10,6,10,0,0,5,3,0,0,3,0,3,69,11,102,0,0,0,0,0,0,0,0,0,0,0,0,29,29,10,10,3,0,9,10,0,0,3,0,3,72,34,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,10,3,0,9,10,0,0,3,0,3,60,8,94,0,0,0,0,0,0,0,0,0,0,0,0,25,24,10,10,3,0,9,10,0,0,3,0,3,60,32,128
POA4427,3,0,8,3,0,23,27,22,10,0,16,10,0,9,10,0,3,149,12,247,0,0,0,0,0,0,0,0,0,0,0,4,42,49,38,31,15,0,18,19,3,10,19,0,15,155,53,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,0,0,0,0,0,5,0,6,29,24,16,0,18,17,5,11,19,0,12,114,6,209,0,0,0,0,3,0,0,0,0,0,0,0,42,50,38,25,15,0,18,18,3,10,19,0,15,115,47,267
POA4428,10,0,12,5,0,31,63,46,28,0,16,13,0,7,35,4,17,370,25,544,0,0,0,0,0,0,0,0,0,0,0,4,45,49,76,62,30,3,17,17,3,18,39,4,25,380,72,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,13,0,0,0,0,0,4,0,0,0,0,0,10,0,13,71,53,29,3,17,17,3,18,38,4,20,263,23,443,0,0,0,0,0,0,0,0,0,0,0,0,39,45,76,49,30,3,17,20,3,18,39,4,20,268,60,499
POA4454,5,0,5,0,0,23,42,49,17,3,20,20,3,13,34,0,29,410,20,579,0,4,0,0,0,0,0,0,0,0,0,3,118,122,53,55,20,5,26,23,5,17,44,8,35,413,132,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,9,4,0,0,0,0,0,0,0,3,0,3,3,0,9,49,39,16,5,25,20,3,14,33,8,29,316,17,490,0,0,0,0,0,0,0,0,0,0,0,3,92,92,53,43,20,5,26,23,5,17,32,8,30,328,103,599
POA4455,87,23,94,24,9,288,562,844,185,10,304,262,54,100,568,32,374,4708,313,7326,3,3,3,0,5,3,0,0,12,0,0,38,928,990,667,906,215,17,356,319,66,126,664,59,470,4769,1244,8610,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,15,10,0,17,24,6,11,26,5,12,75,4,161,30,19,10,0,17,24,6,11,26,5,12,79,4,163,623,724,203,20,332,287,57,115,613,46,400,3285,231,5764,13,13,0,0,6,5,0,0,4,0,4,21,744,795,666,752,216,17,355,316,65,129,641,52,414,3385,977,6728
POA4461,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,27,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,22,4,31
POA4462,0,0,4,0,0,5,6,11,4,0,3,4,0,3,3,0,3,66,0,101,0,0,0,0,0,0,0,0,0,0,0,4,16,19,15,15,4,0,3,6,0,6,8,0,8,70,20,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,0,0,0,0,0,6,0,6,7,15,4,0,3,7,0,6,3,0,8,54,3,89,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15,11,4,0,3,6,0,6,8,0,8,55,14,106
POA4465,17,4,19,16,6,81,81,89,28,5,52,64,12,28,86,12,52,676,29,1051,0,4,0,0,0,0,0,0,0,0,0,4,117,125,110,107,36,12,63,88,12,32,101,19,72,693,152,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,16,3,3,0,0,0,0,0,5,0,0,0,3,0,16,101,82,36,4,61,83,9,24,99,20,68,482,34,890,5,4,0,3,6,3,0,0,0,0,0,10,98,118,110,84,36,12,63,87,12,32,101,19,72,497,130,1020
POA4467,0,0,0,0,0,9,4,9,5,0,3,3,6,0,15,0,0,90,3,123,0,0,0,0,0,0,0,0,0,0,0,5,20,21,11,8,7,0,9,4,3,3,12,0,6,91,26,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,0,8,4,3,3,13,0,6,70,3,115,0,0,0,0,0,0,0,0,0,0,0,0,16,14,11,8,7,0,9,4,3,3,12,0,6,68,22,133
POA4468,9,3,0,0,0,9,19,18,4,0,8,19,0,12,13,0,8,152,12,233,0,0,0,0,0,0,0,0,0,0,0,0,14,20,18,28,8,4,9,18,0,14,21,3,10,148,27,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,26,8,4,9,20,0,12,21,3,10,126,12,203,0,0,0,0,0,6,0,0,0,0,0,0,14,15,18,26,8,4,9,18,0,14,21,3,10,127,23,227
POA4470,43,15,64,19,3,197,261,253,76,4,161,110,31,49,191,21,143,1600,95,2555,5,0,0,0,5,4,0,0,5,0,5,15,396,429,342,292,92,18,201,156,47,75,236,34,218,1634,494,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,9,12,4,3,9,0,7,18,4,58,21,0,8,0,9,12,4,3,9,0,7,19,4,64,319,251,83,18,186,141,43,66,216,33,185,1182,86,2204,5,5,0,0,3,0,0,0,0,0,0,8,332,351,342,251,92,18,201,151,47,70,229,34,195,1206,419,2620
POA4472,20,12,27,11,7,95,117,118,33,0,79,59,9,24,92,13,70,735,41,1192,0,0,0,0,0,0,0,0,0,0,0,7,105,114,150,137,49,9,95,90,19,34,113,23,101,749,149,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,6,0,3,12,3,22,0,4,0,0,4,3,0,3,6,0,3,10,3,26,144,113,45,9,84,81,19,33,103,22,87,551,39,1046,3,3,0,0,4,3,0,0,0,0,0,15,89,108,150,122,49,9,95,90,19,34,111,23,93,571,130,1186
POA4474,0,0,0,0,0,3,9,10,3,0,0,3,0,3,0,0,4,44,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,3,0,3,0,0,3,0,0,5,44,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,3,0,0,3,0,0,4,39,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,3,0,3,0,0,3,0,0,4,37,5,64
POA4477,9,3,16,6,0,33,57,43,15,0,29,28,9,10,36,3,22,296,14,446,0,0,0,0,0,0,0,0,5,0,0,0,39,51,67,53,15,4,34,40,11,17,51,5,37,308,53,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,0,0,0,0,6,0,6,66,40,13,4,30,42,11,17,46,5,31,217,17,381,0,0,0,0,0,0,0,0,0,0,0,0,30,35,67,46,15,4,34,40,11,17,48,5,28,223,44,424
POA4478,6,3,9,6,0,24,34,44,11,0,24,21,6,6,32,0,26,274,27,435,0,0,0,0,0,0,0,0,0,0,0,5,32,45,44,50,11,0,35,27,12,4,37,3,40,282,59,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,8,0,15,4,0,0,0,0,0,3,0,0,0,0,8,0,15,37,38,13,4,28,23,5,5,33,3,30,208,15,355,0,0,0,0,0,0,0,0,0,0,0,0,31,36,44,40,11,0,36,27,12,4,37,3,28,212,50,406
POA4479,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7
POA4480,8,0,11,5,0,30,56,59,20,0,32,25,3,11,41,0,27,357,18,552,0,0,0,0,0,0,0,0,0,0,0,0,40,44,71,67,20,6,42,26,3,11,54,0,35,361,59,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,4,0,0,4,3,0,12,3,3,0,0,5,3,0,4,0,0,4,3,0,12,65,46,17,6,42,23,3,9,49,0,26,264,13,450,0,0,0,0,0,0,0,0,0,0,0,5,29,37,70,50,20,6,42,27,3,11,47,0,27,268,43,496
POA4481,0,0,0,0,0,5,3,3,0,0,5,6,0,0,4,0,5,66,4,100,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,3,0,0,5,9,0,5,8,0,5,66,23,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,9,0,5,8,0,5,58,4,88,0,0,0,0,0,0,0,0,0,0,0,0,14,20,7,4,0,0,5,9,0,5,8,0,5,57,23,109
POA4482,0,0,0,0,0,0,0,12,4,0,3,0,0,0,7,0,0,61,6,91,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,12,4,0,3,0,0,0,7,0,0,65,23,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,4,0,3,0,0,0,3,0,0,53,4,79,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,12,4,0,3,0,0,0,7,0,0,57,17,98
POA4486,5,3,11,4,0,29,78,46,23,0,44,26,7,14,38,11,24,393,18,589,0,3,0,0,0,0,0,0,0,0,0,3,38,50,84,46,28,3,54,30,11,21,40,14,33,399,54,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,7,0,0,4,0,0,4,3,0,20,9,4,0,0,7,0,0,4,0,0,4,3,0,20,74,36,28,4,52,30,11,16,41,10,25,298,14,495,0,0,0,0,0,0,0,0,0,0,0,4,35,45,84,38,28,3,54,30,11,21,44,14,25,311,48,560
POA4487,41,10,45,20,5,140,240,294,56,3,158,93,22,53,156,12,123,1790,99,2703,3,5,0,0,0,0,0,0,0,0,3,30,299,339,285,326,75,10,182,117,29,68,199,26,167,1836,400,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,8,7,5,0,6,0,0,23,0,53,10,5,3,0,8,7,5,0,6,0,0,23,0,53,268,272,72,10,167,104,28,63,187,24,141,1305,68,2206,5,0,0,0,4,0,0,6,0,0,0,10,244,265,284,274,75,10,182,117,29,68,187,26,142,1340,311,2515
