POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA4478,189,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,3,193,443,29,..,223,443
POA4479,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,..,9,7
POA4480,228,498,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,15,16,3,11,0,0,0,3,0,6,6,18,8,19,255,553,115,..,366,553
POA4481,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,8,37,100,25,..,66,100
POA4482,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,41,74,35,..,67,74
POA4486,182,416,59,153,0,0,57,155,0,3,0,0,0,0,0,0,0,0,0,3,8,9,10,12,0,0,0,0,10,14,5,10,261,605,84,..,352,605
POA4487,1045,2649,58,83,5,3,62,92,15,30,0,0,0,0,0,0,0,0,15,30,12,28,3,4,4,4,0,0,19,40,10,11,1154,2824,201,..,1354,2824
POA4488,86,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,210,51,..,147,210
POA4489,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,29,66,29,..,61,66
POA4490,569,1308,28,29,0,0,28,29,0,4,0,0,0,0,0,0,0,0,0,4,13,35,6,7,0,0,4,14,22,55,0,16,625,1411,206,..,835,1411
POA4491,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,3,5,44,86,28,..,71,86
POA4492,83,209,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,7,8,0,0,4,7,5,3,3,4,12,19,9,35,109,264,27,..,137,264
POA4493,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,7,11,4,..,11,11
POA4494,44,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,129,32,..,76,129
POA4496,71,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,0,75,182,21,..,94,182
POA4497,99,255,8,15,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,270,28,..,136,270
POA4498,55,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,160,21,..,71,160
POA4500,13377,39193,731,1190,1384,3057,2111,4249,163,263,21,58,0,0,0,0,40,85,226,410,0,0,0,0,0,0,0,0,0,0,7,20,15730,43868,601,..,16326,43868
POA4501,1604,4195,370,581,198,445,567,1023,120,228,0,0,12,19,0,0,7,18,140,270,0,4,0,0,0,0,5,14,8,13,0,4,2314,5503,119,..,2430,5503
POA4502,2719,7648,107,210,145,289,251,498,140,193,23,47,0,0,0,0,6,13,167,255,0,0,0,0,0,0,0,0,0,0,0,0,3148,8405,161,..,3307,8405
POA4503,13679,39790,1661,2889,2984,6577,4647,9466,155,324,0,0,0,0,0,0,21,27,175,351,94,119,165,207,0,0,0,0,256,322,25,46,18785,49977,917,..,19694,49977
POA4504,6193,19375,121,271,113,284,238,563,3,13,0,0,0,0,0,0,9,15,14,25,0,0,0,0,0,0,0,0,0,0,10,28,6454,19985,233,..,6684,19985
POA4505,7877,22095,560,1162,530,1188,1095,2352,17,26,0,0,0,0,0,0,34,84,46,109,9,19,28,31,0,0,3,4,37,50,21,37,9076,24649,360,..,9446,24649
POA4506,7120,20447,1003,1921,434,1065,1436,2987,77,166,10,15,0,0,0,0,49,79,132,254,0,0,0,0,7,9,0,0,0,19,4,15,8696,23720,548,..,9245,23720
POA4507,6983,15359,778,1168,924,1423,1703,2586,266,383,185,266,133,218,0,0,9,16,583,892,110,145,155,209,0,0,4,7,273,362,17,27,9553,19234,1316,..,10871,19234
POA4508,5990,15988,52,106,631,1368,685,1476,187,325,0,0,105,162,0,0,16,36,313,524,12,11,106,153,0,0,0,7,126,175,4,10,7120,18169,382,..,7505,18169
POA4509,9839,30672,346,609,1886,4573,2230,5183,51,85,73,140,198,305,0,0,7,11,327,538,0,0,0,0,0,0,0,0,0,0,16,29,12413,36417,568,..,12982,36417
POA4510,16421,45714,1956,3440,715,1418,2666,4860,333,527,77,90,34,48,0,0,63,124,508,791,54,86,85,122,0,5,11,17,148,228,38,74,19782,51666,1461,..,21244,51666
POA4511,3387,8624,177,288,100,158,273,456,11,13,12,17,15,36,0,0,29,54,66,121,136,184,31,58,0,0,0,4,171,244,9,12,3903,9453,227,..,4131,9453
POA4512,1092,3271,8,27,0,0,8,26,0,0,0,0,0,0,0,0,6,7,7,8,0,0,0,4,0,0,0,0,0,4,4,4,1110,3317,53,..,1168,3317
POA4514,2402,6533,35,53,0,0,35,53,4,3,0,0,0,0,0,0,3,8,6,6,9,7,0,3,4,3,9,13,23,27,10,12,2465,6639,220,..,2685,6639
POA4515,1490,3848,19,57,0,8,19,66,0,14,0,0,0,0,0,0,0,0,3,13,3,9,6,9,6,3,0,5,14,27,4,12,1533,3974,194,..,1729,3974
POA4516,1283,3988,0,3,0,0,0,3,0,0,0,0,0,0,0,0,21,40,21,40,0,0,0,0,6,4,9,36,11,40,0,0,1308,4069,59,..,1368,4069
POA4517,345,836,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,355,855,26,..,379,855
POA4518,1874,5169,21,45,0,0,21,45,0,0,0,0,0,0,0,0,9,20,12,20,0,0,0,0,0,6,0,0,0,6,4,9,1910,5252,124,..,2035,5252
POA4519,2905,8039,103,203,19,49,121,255,212,395,0,0,0,0,0,4,14,22,226,425,36,53,3,4,0,0,0,9,41,67,3,11,3297,8798,200,..,3498,8798
POA4520,4316,13068,22,35,17,28,45,65,9,12,0,0,0,0,0,0,37,83,46,93,0,3,0,0,0,4,0,0,10,12,22,54,4426,13293,209,..,4635,13293
POA4521,1733,4799,7,13,0,0,7,13,0,0,0,0,0,0,0,0,4,13,4,13,6,15,0,0,0,0,0,4,9,21,8,16,1760,4858,146,..,1910,4858
POA4550,1561,4294,42,90,57,109,103,197,13,18,0,0,0,0,0,0,11,18,18,33,33,64,32,53,4,3,0,4,76,124,5,6,1764,4660,97,..,1863,4660
POA4551,18683,50531,2079,3551,1523,3037,3604,6593,810,1330,603,1015,1445,2539,724,1287,29,53,3614,6225,151,212,34,49,12,16,23,39,220,318,44,89,26162,63750,3587,..,29750,63750
POA4552,3352,7772,68,107,41,68,114,173,12,27,0,8,0,0,0,0,11,22,31,52,4,20,86,176,6,8,6,4,90,204,18,43,3611,8248,530,..,4141,8248
POA4553,3282,9669,53,105,68,185,115,292,12,12,0,0,0,0,0,0,18,26,31,39,0,0,0,4,3,16,0,3,7,28,16,27,3445,10060,206,..,3650,10060
POA4554,607,1790,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,1794,57,..,666,1794
POA4555,2461,6854,155,264,31,54,182,325,16,26,0,0,0,0,0,0,17,28,32,51,0,0,0,0,0,4,0,0,0,4,7,14,2691,7242,136,..,2827,7242
POA4556,12630,35291,2018,3140,859,1814,2876,4957,816,1248,226,406,666,1574,0,0,32,70,1739,3300,0,0,0,0,0,0,0,4,0,4,21,42,17270,43589,1011,..,18286,43589
POA4557,4542,12953,221,416,461,1064,683,1474,1334,2564,448,818,264,475,251,431,10,19,2302,4307,3,9,37,59,0,0,8,13,50,85,35,65,7605,18883,1037,..,8641,18883
POA4558,4135,10594,622,1050,1596,3130,2218,4177,810,1417,565,1003,1065,1914,801,1433,10,33,3258,5795,90,139,10,11,0,0,3,8,104,162,57,104,9771,20831,1418,..,11186,20831
POA4559,2311,6558,80,138,31,56,109,201,0,11,0,0,0,0,0,0,13,43,18,48,44,90,64,97,0,13,0,0,112,199,18,42,2571,7047,103,..,2679,7047
POA4560,11048,29421,1003,1800,894,1687,1896,3492,592,864,56,86,0,0,0,0,58,125,701,1078,101,139,30,38,4,4,3,10,135,195,42,79,13825,34262,790,..,14618,34262
POA4561,2680,7733,65,120,12,15,77,128,69,101,0,0,0,0,0,0,30,57,102,159,28,57,23,37,0,0,0,0,54,100,17,45,2927,8159,146,..,3072,8159
POA4562,2868,8063,20,42,0,3,16,48,3,6,0,0,0,0,0,0,36,73,36,77,0,0,0,0,3,5,0,0,0,5,12,27,2933,8221,267,..,3201,8221
POA4563,3394,8690,14,28,20,44,33,72,187,269,0,0,0,0,0,0,15,19,197,292,10,30,0,0,7,6,0,0,15,39,9,32,3650,9125,287,..,3937,9125
POA4564,2816,7175,416,724,543,1159,961,1884,278,497,189,381,255,480,34,47,10,12,751,1415,33,57,0,0,0,0,0,0,33,57,8,16,4567,10548,582,..,5154,10548
POA4565,4960,12494,414,576,95,172,506,746,224,331,0,0,0,0,0,0,16,33,241,358,13,23,10,23,7,14,0,0,35,62,50,81,5793,13742,699,..,6491,13742
POA4566,2258,5495,413,620,643,1174,1058,1790,231,391,152,276,0,8,0,0,4,17,389,687,3,9,0,0,0,0,6,3,12,13,12,19,3721,8010,1034,..,4753,8010
POA4567,3182,8081,58,101,676,1298,736,1398,314,589,257,463,165,337,0,0,3,4,743,1392,0,0,0,5,0,0,0,0,0,5,18,38,4679,10915,2070,..,6749,10915
POA4568,1331,3480,5,10,7,6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,8,11,22,6,11,1361,3537,127,..,1484,3537
POA4569,642,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,1593,63,..,701,1593
POA4570,16193,40674,554,882,208,312,761,1195,235,337,0,0,0,0,0,0,9,9,244,346,61,101,52,73,77,164,20,40,211,374,65,125,17477,42720,1760,..,19235,42720
POA4571,326,779,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,7,3,6,334,793,56,..,386,793
POA4572,641,1756,25,51,120,253,142,306,231,420,298,484,385,630,47,89,0,3,964,1628,23,38,17,28,0,0,0,0,42,65,11,15,1803,3774,470,..,2273,3774
POA4573,8582,23698,608,1123,1349,2688,1955,3805,348,608,277,499,253,458,30,46,48,73,949,1678,24,51,0,0,5,4,3,10,32,63,25,55,11546,29292,1645,..,13195,29292
POA4574,526,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,4,0,0,10,17,3,11,544,1328,81,..,621,1328
POA4575,7171,19825,1306,2063,388,866,1694,2933,103,202,323,601,1206,2122,82,118,11,14,1719,3062,0,0,36,62,0,0,3,9,43,69,16,28,10646,25906,1139,..,11780,25906
POA4580,2054,4241,33,52,46,72,79,127,84,120,0,0,0,0,0,0,0,0,84,120,55,83,28,33,35,65,0,0,118,175,47,57,2377,4721,403,..,2782,4721
POA4581,399,853,37,49,45,84,81,134,33,51,15,11,0,0,0,0,0,4,43,69,19,39,6,20,0,0,3,3,30,65,28,39,582,1163,458,..,1039,1163
POA4600,372,813,4,3,0,0,4,3,9,14,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,5,386,835,52,..,437,835
POA4601,427,1001,3,13,0,0,3,13,16,12,0,0,0,0,0,0,0,0,16,12,4,6,0,0,0,3,0,6,5,12,0,0,458,1046,79,..,534,1046
POA4605,1527,4018,8,26,3,3,10,30,72,122,0,0,0,0,0,0,0,0,72,122,4,12,0,0,5,6,0,0,8,16,3,3,1623,4194,230,..,1856,4194
POA4606,902,2021,47,70,0,0,47,70,10,17,0,0,0,0,0,0,0,0,15,16,4,3,0,0,0,0,0,0,7,6,6,17,976,2128,130,..,1101,2128
POA4608,359,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,359,814,84,..,443,814
POA4610,5121,12928,178,269,8,16,184,288,350,553,0,0,0,0,0,0,0,0,350,553,20,35,0,0,4,7,4,13,31,54,9,27,5699,13852,721,..,6420,13852
POA4611,47,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,111,12,..,57,111
POA4612,88,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,7,0,0,7,13,0,0,91,207,37,..,129,207
POA4613,337,737,5,3,3,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,8,3,5,350,761,105,..,460,761
POA4614,478,1069,12,17,0,4,16,23,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,7,0,0,0,0,10,17,3,4,509,1110,81,..,584,1110
POA4615,2665,6083,14,17,0,0,14,17,107,130,0,0,0,0,0,3,0,0,105,132,58,82,0,11,3,17,3,6,68,110,20,38,2872,6382,440,..,3311,6382
POA4620,180,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,178,394,36,..,213,394
POA4621,711,1545,7,6,4,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,4,0,4,3,8,22,34,9,14,739,1598,105,..,844,1598
POA4625,913,2188,34,55,5,13,40,64,5,7,0,0,0,0,0,0,0,0,5,7,11,15,11,16,3,4,3,10,27,43,7,19,996,2317,233,..,1231,2317
POA4626,670,1604,0,9,0,0,0,9,27,66,0,0,0,0,0,0,0,0,27,66,27,42,5,11,0,0,0,0,33,51,6,12,739,1730,184,..,922,1730
POA4627,284,704,11,17,0,0,11,17,16,20,0,0,0,0,0,0,0,0,16,20,0,3,0,0,0,4,0,0,3,12,6,14,318,766,74,..,385,766
POA4630,913,1986,6,8,0,0,6,8,8,6,0,0,0,0,0,0,0,0,6,11,6,7,0,0,4,5,0,0,7,17,9,10,943,2032,210,..,1152,2032
POA4650,12304,29446,586,779,123,187,706,964,381,545,5,3,5,11,0,0,13,28,401,584,94,146,55,85,8,26,5,10,171,270,37,79,13619,31346,1601,..,15222,31346
POA4655,22263,54915,1680,2658,1224,2054,2901,4711,249,403,143,223,293,505,3,13,19,40,704,1183,219,375,162,243,13,50,32,64,437,734,142,292,26450,61826,2638,..,29087,61826
POA4659,2096,4635,10,23,4,3,11,24,68,99,0,0,0,0,0,0,0,0,66,100,116,162,6,6,5,15,0,6,124,186,10,19,2308,4965,371,..,2680,4965
POA4660,2952,6759,32,48,10,25,42,73,68,87,0,0,0,0,0,0,0,0,68,87,119,158,7,20,0,5,3,6,127,184,37,51,3227,7160,758,..,3984,7160
POA4662,279,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,733,29,..,315,733
POA4670,27363,69605,2102,3224,472,816,2571,4036,2042,3152,41,75,140,242,0,0,9,3,2230,3474,417,670,78,130,14,23,26,51,537,879,60,127,32768,78116,3000,..,35764,78116
POA4671,2308,5347,42,63,0,0,42,63,9,17,0,0,0,0,0,0,0,0,8,20,21,47,12,25,4,9,0,0,44,83,5,23,2412,5529,513,..,2926,5529
POA4673,246,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,18,0,0,0,0,14,18,0,0,265,607,26,..,287,607
POA4674,611,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,11,17,4,7,632,1373,160,..,789,1373
POA4676,69,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,69,151,21,..,92,151
POA4677,1391,3238,17,20,27,47,42,64,46,76,20,28,7,14,0,0,0,3,75,125,30,58,6,11,3,3,0,0,43,77,8,20,1554,3529,711,..,2270,3529
POA4678,279,637,33,75,0,0,33,75,4,16,0,0,0,0,0,0,0,0,4,16,0,4,0,0,0,0,3,17,3,20,3,6,323,747,264,..,582,747
POA4680,17008,45731,603,1160,722,1267,1321,2426,1084,1732,178,250,205,323,89,132,4,12,1560,2450,166,266,35,79,6,16,0,3,211,364,37,71,20141,51043,2845,..,22987,51043
POA4694,42,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,102,3,..,49,102
POA4695,374,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,7,9,376,983,65,..,439,983
POA4697,44,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,100,9,..,50,100
POA4699,155,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,160,423,27,..,186,423
POA4700,5427,12942,281,452,208,329,486,783,489,777,20,37,22,31,98,167,9,17,640,1035,3,8,7,11,0,0,6,9,16,27,27,70,6601,14844,1076,..,7678,14844
POA4701,14072,36501,1077,1868,320,511,1399,2379,639,1039,0,0,0,0,0,4,20,34,655,1077,14,24,0,0,4,5,3,8,22,34,29,53,16176,40042,1544,..,17715,40042
POA4702,9458,25198,86,130,26,48,108,181,53,97,0,0,0,0,0,0,0,0,56,101,118,192,40,64,25,33,0,8,186,296,72,133,9876,25902,1812,..,11695,25902
POA4703,7682,20056,397,586,128,209,518,796,510,809,82,148,104,184,8,14,0,3,709,1155,68,111,29,44,9,9,6,19,110,183,38,89,9065,22284,1377,..,10442,22284
POA4704,50,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,114,9,..,59,114
POA4705,119,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,12,0,0,6,15,7,19,138,338,36,..,181,338
POA4706,38,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,72,14,..,58,72
POA4707,106,205,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111,208,65,..,172,208
POA4709,214,632,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,219,642,208,..,423,642
POA4710,1766,4312,92,135,9,25,100,156,53,79,0,5,0,0,0,0,0,3,54,81,8,24,0,0,9,9,0,0,19,32,0,6,1939,4588,368,..,2305,4588
POA4711,579,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,5,4,0,0,579,1701,28,..,606,1701
POA4712,97,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,9,8,0,0,103,233,45,..,147,233
POA4713,213,786,10,24,0,0,10,24,44,118,0,0,0,0,0,0,0,0,44,118,0,0,0,0,0,0,0,5,0,5,0,0,273,931,16,..,290,931
POA4714,1131,2362,14,16,4,4,10,17,9,8,0,0,0,0,0,0,0,0,9,8,4,13,0,0,0,0,9,13,14,35,4,18,1168,2433,338,..,1508,2433
POA4715,2175,5640,79,133,13,39,93,171,109,190,0,0,0,0,0,0,13,26,122,214,21,34,8,6,0,0,3,3,25,41,3,10,2421,6081,420,..,2836,6081
POA4716,308,777,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,312,783,57,..,366,783
POA4717,1387,3659,20,25,9,12,31,39,73,108,0,0,0,0,0,0,0,0,73,108,0,0,0,0,0,0,0,3,5,3,0,4,1492,3811,697,..,2191,3811
POA4718,792,2013,14,18,0,0,14,18,20,26,0,0,0,0,0,0,0,0,20,26,4,3,6,0,0,0,0,0,10,10,3,4,838,2064,267,..,1103,2064
POA4719,377,886,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,10,12,12,10,0,0,0,0,5,7,15,17,4,6,397,921,108,..,503,921
POA4720,4012,11701,307,552,199,361,499,905,387,635,4,6,0,0,0,0,0,0,396,642,13,29,0,0,6,16,4,16,30,64,48,100,4981,13410,969,..,5956,13410
POA4721,1125,2914,39,55,68,132,106,184,14,20,0,0,0,0,0,0,0,0,14,20,34,60,0,4,0,0,0,9,40,70,10,19,1288,3204,431,..,1712,3204
POA4722,481,1248,7,12,3,5,13,17,17,23,0,0,0,0,0,0,0,0,17,23,0,0,0,0,0,0,0,0,0,5,13,42,528,1328,109,..,628,1328
POA4723,465,1216,14,41,4,5,14,41,5,6,0,0,0,0,0,0,0,0,5,6,3,10,9,9,0,0,0,0,9,20,4,11,502,1297,148,..,655,1297
POA4724,194,477,6,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,15,3,6,200,498,53,..,252,498
POA4725,547,1237,3,3,0,0,3,3,17,22,0,0,0,0,0,0,0,0,17,22,5,7,0,3,0,0,0,0,4,10,9,21,581,1290,147,..,731,1290
POA4726,130,297,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,4,5,9,0,4,0,0,0,3,3,20,0,10,145,326,88,..,234,326
POA4727,102,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,0,5,107,241,30,..,138,241
POA4728,74,186,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,4,4,4,0,0,0,0,0,0,4,4,0,0,78,196,60,..,138,196
POA4730,1013,2404,47,63,15,29,66,95,33,39,0,0,0,0,0,0,0,0,33,39,20,46,3,14,0,0,5,7,30,66,27,50,1165,2658,246,..,1415,2658
POA4731,84,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,6,88,192,36,..,123,192
POA4732,54,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,120,11,..,65,120
POA4733,38,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,15,41,123,19,..,64,123
POA4735,339,685,3,6,0,0,3,6,9,14,0,0,0,0,0,0,0,0,9,14,12,28,0,0,0,0,0,0,13,35,19,41,390,775,107,..,496,775
POA4736,43,93,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,6,4,0,0,0,0,0,0,0,5,0,0,50,106,17,..,65,106
POA4737,2671,6976,146,239,15,22,160,262,28,51,0,0,0,0,0,4,0,0,31,58,20,50,0,0,0,3,0,0,19,52,11,17,2887,7362,477,..,3365,7362
POA4738,375,959,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,13,28,0,0,0,0,0,0,13,28,8,17,396,1015,105,..,500,1015
POA4739,132,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,6,0,0,135,302,44,..,181,302
POA4740,25062,66404,2653,4544,1206,2117,3862,6657,1072,1766,36,57,116,219,185,343,13,30,1429,2413,135,225,208,290,8,15,15,36,365,560,147,246,30868,76289,3292,..,34155,76289
POA4741,2230,5729,39,87,0,0,39,87,8,16,5,3,0,0,0,0,0,0,6,19,25,37,4,6,6,13,0,6,30,59,14,26,2324,5932,551,..,2879,5932
POA4742,252,628,17,34,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,4,6,21,7,11,283,701,93,..,378,701
POA4743,138,342,22,27,0,0,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,8,163,380,179,..,339,380
POA4744,2156,6479,154,296,282,511,437,808,28,33,9,19,0,0,0,0,0,0,37,47,0,0,0,0,0,0,3,3,3,3,5,5,2634,7346,1106,..,3746,7346
POA4745,793,2037,21,32,28,40,46,75,18,27,0,0,0,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,3,3,5,8,864,2147,539,..,1406,2147
POA4746,409,1140,15,23,9,22,27,44,28,41,0,0,0,0,0,0,0,0,28,41,0,0,0,3,0,0,0,0,0,3,0,0,467,1234,344,..,815,1234
POA4750,1841,5139,61,101,34,54,98,155,56,95,0,0,0,0,0,0,0,0,56,95,11,24,23,29,0,6,0,0,40,53,6,12,2040,5449,205,..,2241,5449
POA4751,1455,3957,88,157,8,20,99,172,11,14,0,0,0,0,0,0,0,0,11,14,0,6,0,0,0,7,0,3,9,16,0,6,1572,4172,125,..,1697,4172
POA4753,1429,4143,13,20,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,3,1446,4169,103,..,1547,4169
POA4754,699,1999,18,26,0,0,18,26,7,9,0,0,0,0,0,0,0,0,7,9,0,34,0,0,0,0,0,8,4,40,7,15,735,2086,48,..,779,2086
POA4756,227,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,8,11,0,0,234,530,45,..,280,530
POA4757,118,279,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,289,73,..,195,289
POA4798,222,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,4,8,0,3,231,551,89,..,315,551
POA4799,342,799,0,4,0,0,0,7,5,21,0,0,0,0,0,0,0,0,5,21,4,13,3,10,0,4,0,0,10,20,0,0,360,846,174,..,536,846
POA4800,3161,8272,79,127,51,84,130,209,189,320,0,0,0,0,0,0,0,4,192,323,46,84,4,7,7,15,8,25,60,128,13,38,3559,8966,691,..,4255,8966
