POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA6057,950,1114,323,86,526,423,103,229,1311,92,890,7490,470,11997,46,60,14,4,37,35,3,11,39,0,29,451,26,693,266,112,91,16,154,126,18,78,149,40,148,703,37,1454,36,14,19,4,19,20,6,6,19,6,38,158,9,283,27,4,14,5,25,20,4,0,19,6,10,97,8,193,4,0,0,0,3,0,0,0,3,5,6,23,0,35,29,29,13,0,53,18,7,4,21,7,37,414,10,571,3,0,0,0,0,0,0,0,7,0,8,73,3,85,20,5,0,4,32,16,3,0,3,5,17,164,8,239,10,6,4,0,3,8,0,0,10,0,10,49,0,87,28,21,14,0,26,16,0,4,31,0,38,207,7,330,480,252,178,36,347,259,43,112,289,77,346,2337,109,3976,22,17,3,0,11,7,0,7,11,4,8,41,631,725,1443,1382,506,121,892,687,144,337,1611,170,1242,9871,1212,16697,..,..,..,..
POA6058,731,831,222,48,462,317,65,156,1001,84,688,5342,333,8722,49,58,19,0,35,30,0,13,55,0,33,366,25,593,199,104,67,22,105,99,19,49,123,25,124,451,31,1023,34,11,10,5,25,35,3,17,11,6,22,133,3,258,35,7,4,7,16,12,9,6,17,3,16,108,0,188,0,0,0,0,4,0,3,3,3,0,0,31,0,45,38,34,4,3,48,12,4,0,20,3,46,415,13,589,3,9,0,0,3,0,0,0,4,0,9,97,4,121,17,14,9,0,48,15,8,7,20,0,23,466,12,585,3,7,0,0,6,5,3,5,0,0,8,54,0,83,20,9,4,0,14,5,3,0,13,0,23,255,10,336,399,252,137,42,302,213,49,99,275,47,311,2374,99,3829,7,6,4,5,13,9,0,0,7,4,7,36,558,632,1132,1095,368,95,780,527,117,258,1286,136,1009,7756,989,13181,..,..,..,..
POA6059,1030,1144,442,92,519,519,98,214,1298,110,1070,8932,440,13726,29,36,15,9,12,17,0,4,31,8,31,232,14,377,217,108,65,24,90,101,22,64,118,34,116,637,44,1235,49,22,17,4,18,28,4,14,30,0,46,262,18,428,308,65,90,52,222,172,27,59,107,42,174,834,68,1675,36,11,9,5,36,24,3,3,21,9,57,364,28,538,127,87,50,12,170,94,13,13,61,26,148,1412,72,2059,18,14,13,0,54,15,3,4,10,6,47,648,18,807,64,27,13,9,89,33,9,11,19,6,66,789,19,1052,18,20,3,0,12,12,0,8,17,0,22,193,13,283,94,88,34,8,67,44,12,15,65,5,77,667,30,1049,958,478,318,131,773,542,102,187,488,139,788,6034,323,9506,35,14,20,5,15,31,4,17,17,10,9,105,729,938,2023,1629,780,230,1304,1096,205,416,1810,254,1866,15066,1495,24169,..,..,..,..
POA6060,1020,1207,362,102,470,434,107,192,1768,107,1244,8826,434,13945,39,47,17,0,24,14,5,14,50,4,51,330,14,523,194,121,72,36,79,88,23,40,198,13,155,807,45,1506,53,40,26,7,27,15,3,8,45,4,53,487,17,690,267,72,98,75,160,167,56,43,142,52,160,807,53,1544,25,18,6,8,28,15,11,0,27,3,41,367,17,503,72,66,28,8,93,41,10,5,54,6,114,977,39,1366,8,25,9,5,16,7,4,0,29,0,31,612,15,731,28,23,3,3,49,13,3,5,22,8,55,1760,26,1937,20,28,10,0,12,14,3,7,42,3,33,413,22,546,68,65,29,19,43,30,7,13,84,14,77,655,31,993,779,506,295,151,540,407,118,146,688,112,766,7211,279,10348,23,11,8,4,15,15,3,3,14,4,13,83,1044,1195,1817,1727,670,263,1019,858,231,348,2475,220,2019,16123,1758,25486,..,..,..,..
POA6061,1324,1865,359,70,805,594,148,380,2208,152,1461,11800,726,18397,69,101,24,5,55,38,12,20,84,8,54,597,31,919,282,139,71,18,151,122,35,86,202,28,153,601,35,1347,68,36,17,9,30,35,7,16,48,5,44,469,18,669,326,87,103,49,277,174,39,52,183,38,223,1375,74,2333,94,67,22,10,105,43,11,8,80,12,114,1361,66,1820,192,186,66,23,341,112,34,30,142,32,347,3704,162,4944,15,18,11,0,43,11,10,5,15,0,55,740,5,895,96,76,24,9,160,59,14,22,68,10,100,3298,62,3793,33,24,11,3,24,6,0,4,39,3,42,497,18,650,66,92,16,0,151,37,16,9,81,13,110,2288,84,2827,1233,818,372,131,1332,636,171,247,942,161,1243,14943,553,20203,39,30,20,3,28,30,9,11,29,13,22,236,2726,3085,2597,2712,753,206,2170,1256,331,638,3182,318,2727,26978,4007,41683,..,..,..,..
POA6062,1320,1696,484,135,758,617,151,304,1870,156,1590,11942,708,18725,58,64,29,3,41,34,3,13,55,3,54,442,20,715,310,136,121,46,187,149,31,77,180,32,187,811,63,1716,64,35,32,14,35,44,9,27,45,11,55,362,20,612,417,84,123,68,259,220,46,72,132,59,225,1073,52,2126,48,29,10,0,43,16,0,3,27,0,48,451,26,651,205,165,74,31,308,113,45,21,130,45,298,2562,96,3652,32,18,19,3,59,21,6,5,20,8,64,1177,25,1393,118,75,29,21,159,87,21,22,40,18,107,1416,47,1891,24,21,6,0,9,9,0,7,18,0,31,238,15,345,81,64,39,4,84,54,5,17,69,8,94,616,23,981,1366,689,473,197,1186,755,169,266,717,180,1157,9151,391,14090,24,17,6,3,18,11,7,4,14,5,20,126,1124,1333,2716,2402,966,335,1963,1383,323,574,2605,351,2768,21218,2225,34144,..,..,..,..
POA6063,504,795,144,19,342,196,68,121,775,52,662,5336,396,8162,23,37,5,0,21,15,10,4,29,3,23,258,24,416,131,74,42,5,81,58,16,50,67,3,53,287,23,638,14,12,6,0,14,16,0,10,16,0,8,102,3,170,61,9,21,12,46,37,14,16,22,11,47,302,13,488,20,29,4,0,31,8,8,3,19,0,39,280,29,419,96,88,33,7,162,57,16,12,53,17,124,1361,57,1874,10,3,5,0,14,3,0,0,11,3,17,218,0,280,66,43,17,0,136,44,12,8,34,10,61,921,39,1255,5,6,0,0,7,6,0,5,0,0,8,46,5,80,34,34,9,5,46,15,6,3,20,0,33,425,18,586,471,328,144,40,551,252,83,111,266,60,424,4206,197,6201,11,7,0,0,9,8,0,0,5,0,10,47,593,679,987,1127,288,60,900,455,150,233,1039,114,1093,9588,1189,15045,..,..,..,..
POA6064,1227,1867,356,79,781,537,142,367,1905,145,1477,10558,740,16950,56,64,20,4,38,27,5,26,66,9,52,396,25,651,330,172,107,40,181,152,31,100,195,39,186,633,64,1514,61,30,14,11,25,22,6,10,36,3,35,208,15,370,252,69,93,25,230,145,33,43,157,47,182,870,59,1654,49,34,3,0,61,24,5,8,30,3,59,594,35,809,237,198,75,35,400,114,47,47,143,43,378,3496,201,4884,9,14,0,5,26,7,0,3,8,4,18,234,12,316,91,32,24,10,107,60,14,15,47,7,85,856,47,1189,28,19,0,0,28,12,3,7,13,3,19,154,9,248,60,43,12,0,67,23,15,6,44,12,62,701,34,963,1180,678,349,130,1159,583,158,257,735,163,1076,8136,484,12595,44,27,11,125,36,17,6,3,27,5,25,145,1154,1518,2448,2568,716,332,1981,1140,307,627,2668,315,2575,18836,2379,31068,..,..,..,..
POA6065,2169,3351,768,140,1155,970,222,419,3263,197,2799,27333,1515,39605,192,172,64,4,99,77,11,31,156,15,131,1332,68,2049,1072,551,375,98,497,472,82,223,730,101,724,4643,240,8067,139,75,42,17,50,65,15,19,95,21,110,847,39,1294,220,77,70,20,186,110,15,30,112,28,181,1310,57,2041,43,58,10,5,54,29,5,3,41,6,65,778,33,1050,151,181,57,17,240,85,28,31,112,15,299,2703,92,3662,14,13,10,4,40,12,4,5,18,4,33,642,16,782,102,78,25,16,227,90,16,15,57,19,159,2407,80,3051,33,37,29,3,36,21,0,7,55,6,56,382,18,588,167,170,77,17,196,116,26,21,185,26,282,3068,116,4154,2130,1411,769,203,1620,1086,215,387,1559,233,2049,18114,767,26736,63,30,20,5,28,24,4,10,35,10,21,175,1782,2095,4365,4790,1551,349,2800,2080,446,817,4851,432,4862,45621,4075,68443,..,..,..,..
POA6066,750,1012,222,30,444,322,65,149,1102,61,835,7147,466,10964,45,39,9,0,38,15,4,4,35,11,30,353,23,521,194,101,73,16,112,99,11,50,91,30,116,453,37,1006,37,20,13,0,11,16,0,5,7,0,12,135,12,232,82,17,23,4,75,64,11,9,41,13,75,363,27,651,19,21,9,0,37,17,6,0,23,3,51,347,30,509,132,105,40,15,217,70,26,20,64,18,174,1533,76,2229,7,0,7,0,11,4,0,0,5,4,12,222,5,265,62,41,12,0,91,51,14,12,23,6,43,500,20,749,17,10,3,0,9,3,0,0,9,0,13,85,3,136,45,39,15,3,57,26,6,5,33,3,44,318,18,528,640,392,200,47,671,362,87,120,331,84,567,4308,242,6826,12,7,0,0,6,0,0,0,5,0,4,35,611,669,1400,1409,417,73,1120,680,149,264,1444,149,1413,11489,1324,18459,..,..,..,..
POA6067,0,4,0,0,0,6,0,0,12,0,0,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,0,0,12,7,0,27,6,45,..,..,..,..
POA6068,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,..,..,..,..
POA6069,1563,2902,520,115,894,668,148,330,3060,151,2196,19297,1179,29070,111,195,49,3,119,74,10,26,158,8,135,1497,70,2199,591,353,181,64,326,260,47,138,403,62,421,2177,127,4055,77,43,30,20,34,36,3,16,49,10,77,349,22,603,73,18,28,22,44,39,17,11,51,10,58,390,16,623,20,20,7,0,27,11,4,4,24,5,40,558,29,714,65,79,19,8,106,28,18,0,46,9,108,1380,46,1789,8,3,5,0,10,0,4,0,3,0,13,210,8,261,56,49,19,7,130,36,7,8,26,10,70,1691,54,2046,37,34,25,4,24,14,0,8,47,4,42,267,13,429,118,118,46,6,120,61,12,22,129,7,174,1898,54,2561,1151,916,411,120,951,565,119,230,939,129,1145,10411,444,15289,30,9,9,5,15,14,4,8,28,3,10,125,1785,1995,2744,3825,935,242,1856,1252,275,562,4028,290,3354,29836,3402,46350,..,..,..,..
POA6070,199,176,75,6,66,81,15,28,267,14,223,1658,99,2541,10,0,3,0,4,0,0,0,11,0,11,54,5,82,83,44,25,3,29,38,3,15,47,8,48,307,20,548,3,4,3,0,4,3,3,3,4,3,10,80,3,118,5,0,0,0,3,3,0,0,0,0,4,27,0,46,0,8,0,0,0,0,0,0,0,0,0,11,0,16,3,7,0,0,9,0,0,0,0,0,0,27,0,44,0,0,0,0,0,0,0,0,0,0,0,13,0,20,3,4,0,0,0,3,0,0,3,0,0,4,0,19,9,10,0,0,0,7,0,5,8,0,6,51,0,70,13,3,5,0,0,3,0,0,9,0,4,68,8,100,125,75,46,6,48,61,10,27,77,12,87,636,31,1053,5,4,0,0,0,3,0,0,0,0,0,12,107,126,330,251,125,11,114,141,19,53,343,27,310,2307,235,3725,..,..,..,..
POA6071,211,202,86,8,76,76,13,32,247,20,199,1559,82,2447,10,0,7,0,3,4,0,0,10,0,7,40,0,68,79,32,42,6,25,28,4,13,27,6,47,223,23,447,14,3,8,3,7,13,0,5,14,4,10,71,0,121,4,0,0,0,0,5,0,0,4,0,7,24,3,42,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,0,0,0,3,8,0,0,4,0,8,31,0,52,0,0,0,0,0,0,0,0,0,0,0,13,0,19,5,0,0,0,3,0,0,0,0,0,5,12,0,21,3,0,0,0,0,4,0,0,3,0,3,24,0,40,10,4,7,0,3,0,0,0,3,0,4,65,0,89,132,55,56,8,50,52,10,17,63,14,93,511,33,901,0,0,0,0,0,0,0,0,0,0,0,0,146,152,347,259,144,17,125,134,23,45,314,27,289,2072,258,3502,..,..,..,..
POA6072,50,53,12,0,27,24,3,0,55,0,56,360,30,597,3,0,0,0,5,4,0,5,3,0,0,16,0,31,10,7,3,0,11,5,0,0,5,0,10,49,4,97,4,0,0,0,0,0,0,0,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,12,25,15,7,6,12,9,0,9,16,0,14,106,9,200,0,0,0,0,0,0,0,0,0,0,0,0,36,34,73,66,24,3,39,37,4,9,70,0,75,468,65,829,..,..,..,..
POA6073,200,200,80,28,85,102,20,48,197,24,227,1323,93,2190,19,8,5,3,7,7,0,11,9,0,7,30,5,76,92,45,47,17,34,48,9,21,40,12,61,220,13,485,8,0,3,3,5,9,0,4,7,0,10,48,4,78,6,0,0,0,0,7,6,0,0,0,9,17,5,32,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,0,0,0,28,0,39,0,0,0,0,0,0,0,0,0,0,5,14,0,19,5,0,4,0,3,4,0,0,0,0,0,13,0,22,9,3,5,0,0,4,0,0,3,0,3,21,0,34,3,5,5,4,3,5,0,0,8,0,7,44,3,71,145,68,68,26,54,81,19,41,75,22,94,429,28,856,3,3,8,3,4,3,0,5,3,0,7,6,111,139,344,273,157,55,142,181,38,91,279,47,330,1765,228,3190,..,..,..,..
POA6074,64,80,21,3,36,33,4,14,64,6,45,434,39,735,7,6,0,0,0,0,0,0,0,0,8,17,0,37,30,16,7,0,8,10,0,7,6,4,13,67,6,131,5,3,5,0,0,0,0,0,6,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,7,45,15,17,0,10,15,0,10,20,4,23,117,12,230,0,0,0,0,0,0,0,0,0,0,0,0,40,41,109,97,38,3,46,49,4,25,89,11,72,552,84,1001,..,..,..,..
POA6076,1214,1205,512,77,559,521,93,223,1357,131,1261,9672,560,15189,63,39,23,0,20,30,11,7,49,13,49,386,19,617,569,218,202,52,237,288,44,107,219,62,315,1511,120,3089,99,41,34,14,39,51,8,28,47,12,71,389,21,690,90,19,32,8,54,55,16,16,32,8,53,203,11,432,7,0,4,0,8,0,0,0,0,0,3,40,4,64,28,22,13,0,23,15,5,5,17,0,37,250,14,371,5,0,0,0,4,0,0,4,0,0,9,76,0,89,24,14,11,6,23,19,5,7,7,0,17,99,9,182,25,23,8,0,19,11,0,5,20,3,17,138,3,229,72,42,19,12,34,30,4,16,41,4,55,387,21,626,984,409,344,100,459,503,90,187,436,106,627,3467,225,6389,30,8,10,3,5,21,5,7,12,9,10,69,586,728,2226,1623,868,181,1020,1044,191,418,1804,238,1902,13209,1370,22308,..,..,..,..
POA6077,136,74,40,6,48,49,16,28,79,16,75,664,50,1049,8,3,0,0,0,6,0,0,0,0,10,24,0,39,64,23,21,6,20,27,0,16,29,3,30,113,8,255,7,0,3,6,5,5,0,0,0,0,6,18,0,40,10,0,0,0,0,4,4,0,0,0,3,27,3,47,0,0,0,0,0,0,0,0,0,0,0,8,0,12,3,5,0,0,7,5,0,0,3,0,4,32,0,55,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,5,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,5,0,0,0,3,0,0,4,0,3,33,0,51,103,41,25,7,49,45,4,18,39,11,61,270,18,526,4,0,0,0,0,0,0,0,0,0,0,3,53,63,236,109,65,9,91,89,13,49,116,25,138,928,124,1639,..,..,..,..
POA6078,44,42,12,3,16,23,0,4,61,7,40,405,19,608,0,0,0,0,0,0,0,0,0,0,0,13,0,26,19,7,4,0,9,3,0,4,7,5,17,74,9,131,3,0,0,0,0,0,0,0,0,0,4,16,0,27,4,0,0,4,0,5,3,0,4,0,0,9,0,20,0,0,0,0,7,0,0,0,0,0,0,7,0,7,4,0,0,0,3,5,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,32,36,13,19,5,11,11,3,11,9,6,19,170,10,276,0,0,0,0,0,0,0,0,3,0,0,4,53,64,75,61,27,8,37,33,8,14,79,10,66,580,91,941,..,..,..,..
POA6079,0,0,0,0,4,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,20,0,30,..,..,..,..
POA6081,258,337,93,6,119,107,17,40,362,24,292,2355,131,3633,15,17,4,3,10,3,5,3,11,0,7,94,8,155,81,44,35,8,47,42,10,15,64,5,68,289,19,578,17,7,4,0,5,9,0,0,9,0,14,71,4,122,4,3,4,0,3,3,0,0,5,0,5,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,8,28,0,35,0,0,0,0,0,0,0,0,0,0,0,10,0,13,4,0,5,0,4,0,0,0,4,0,0,13,0,24,0,9,5,0,0,0,0,0,0,0,6,17,0,27,7,4,3,0,4,9,3,3,14,0,10,73,4,113,132,86,61,10,72,76,12,28,110,5,112,611,33,1106,4,0,4,0,0,0,0,0,0,0,0,4,166,178,394,419,153,16,192,182,33,69,475,34,407,2970,326,4919,..,..,..,..
